lat,lon,t_start,t_end,climb_rate_ms,alt_gain_m,duration_s,circle_id,seg_id,avg_speed_kmh,turn_radius_m,circle_diameter_m,bank_angle_deg
-31.622906565656567,117.22232727272727,348.0,380.0,0.23462566844915883,7.508021390373083,32.0,0,,93.5593998967934,132.35947525587582,264.71895051175164,27.482125634265156
-31.624320370370373,117.22172592592594,380.0,406.0,0.8956043956044228,23.285714285714995,26.0,1,,94.87475026360073,109.05400623766391,218.10801247532783,32.99206381469419
-31.623332000000005,117.22201266666667,406.0,430.0,2.416153846153858,57.9876923076926,24.0,2,,93.1912109339561,98.87894581905732,197.75789163811464,34.63793461465625
-31.623596825396824,117.22194841269841,430.0,450.0,0.8701298701298381,17.40259740259676,20.0,3,,90.8939947685023,80.36793647097787,160.73587294195573,38.95770207908054
-31.623781159420286,117.2220188405797,450.0,472.0,2.67588932806322,58.869565217390836,22.0,4,,93.01698098735079,90.46957526213276,180.93915052426553,36.951409629410996
-31.623706140350883,117.22151666666667,472.0,490.0,-2.971929824561424,-53.49473684210563,18.0,5,,94.71921840457318,75.37515907444325,150.7503181488865,43.11307195858573
-31.623779333333335,117.22245333333335,490.0,514.0,0.22384615384615766,5.372307692307784,24.0,6,,90.75717478086156,96.29635324952814,192.59270649905628,33.932183548391585
-31.623830476190474,117.22440476190476,514.0,548.0,5.154341736694686,175.24761904761934,34.0,7,,95.37825118039375,143.36591242218952,286.73182484437905,26.52332098137083
-31.623460317460317,117.2246976190476,548.0,568.0,2.5363636363636477,50.727272727272954,20.0,8,,97.91718996358074,86.57780442428887,173.15560884857774,41.05711607874773
-31.62337685185186,117.22452962962964,568.0,585.0,3.644994840041284,61.96491228070183,17.0,9,,102.72071194951967,77.20129280545589,154.40258561091179,47.07062247720456
-31.62311228070175,117.22473771929826,585.0,603.0,1.3473684210526142,24.252631578947057,18.0,10,,104.40634617763074,83.08393042166772,166.16786084333543,45.901103964912345
-31.622734166666664,117.22484750000001,603.0,622.0,4.93984962406012,93.85714285714228,19.0,11,,110.11936227087635,92.49854885422376,184.9970977084475,45.878403072960374
-31.62242166666666,117.2250008333333,622.0,641.0,4.325563909774385,82.18571428571332,19.0,12,,112.53921142500617,94.53118444697752,189.06236889395504,46.50056806846746
-31.621737500000002,117.22487416666665,641.0,660.0,1.592481203007509,30.25714285714267,19.0,13,,110.04208947585764,92.43364091017338,184.86728182034676,45.85830249971217
-31.621470634920634,117.22489603174604,660.0,680.0,4.323376623376605,86.4675324675321,20.0,14,,113.26490904156925,100.14816751566477,200.29633503132953,45.21594794461149
-31.620846825396836,117.22518253968254,680.0,700.0,2.8649350649350493,57.29870129870099,20.0,15,,104.84157066393325,92.70030118157345,185.4006023631469,43.00368610980958
-31.620358730158735,117.2251150793651,700.0,720.0,2.4948051948051986,49.89610389610397,20.0,16,,111.03828829458803,98.17940252525904,196.35880505051807,44.64717449783404
-31.619755303030306,117.22530227272726,720.0,741.0,2.0186335403726514,42.39130434782568,21.0,17,,110.75286368345239,102.82338334802512,205.64676669605024,43.17692767565792
-31.61922222222222,117.2257986111111,741.0,764.0,1.1582608695652048,26.63999999999971,23.0,18,,113.3422743590591,115.24905949639081,230.49811899278163,41.24244707989773
-31.618642528735634,117.22565977011496,764.0,792.0,1.4167487684728697,39.66896551724035,28.0,19,,109.92863567989022,136.07755587846484,272.15511175692967,34.93397447049252
-31.61783333333333,117.22626296296296,792.0,818.0,2.858974358974383,74.33333333333395,26.0,20,,104.2205254880827,119.79652968879,239.59305937758,35.49502719926899
-31.61861705426356,117.22620581395348,818.0,860.0,-1.504983388704262,-63.20930232557901,42.0,21,,108.6341875625651,201.71279262580055,403.4255852516011,24.710834053536757
-31.618884848484846,117.22566174242424,860.0,903.0,2.4027484143763536,103.3181818181832,43.0,22,,100.94195949329516,191.89241894605865,383.7848378921173,22.66781470548524
-31.619251315789473,117.22438815789474,903.0,940.0,2.6669219827114268,98.67611336032279,37.0,23,,100.875076731501,165.00732849275747,330.01465698551493,25.875911915926732
-31.620401315789476,117.22261052631579,940.0,977.0,2.0706860706860772,76.61538461538485,37.0,24,,101.86068492336092,166.61954609842294,333.2390921968459,26.095323395279802
-31.62045967741935,117.22117473118277,977.0,1007.0,4.249193548387085,127.47580645161256,30.0,25,,101.737674059136,134.93378104319655,269.8675620863931,31.10465720092562
-31.62055476190476,117.22124047619049,1007.0,1034.0,3.5076628352490578,94.70689655172455,27.0,26,,95.26983167986667,113.7199847953772,227.4399695907544,32.11933570340159
-31.620700574712647,117.22039597701149,1034.0,1062.0,2.028078817733985,56.786206896551576,28.0,27,,102.10869515310922,126.3974721821839,252.7949443643678,32.97564054655855
-31.620893827160494,117.21979506172838,1062.0,1088.0,1.6306471306471961,42.3968253968271,26.0,28,,102.8489770780492,118.22000012273078,236.44000024546156,35.13699664640043
-31.62093505747127,117.2198040229885,1088.0,1116.0,1.0689655172413646,29.931034482758207,28.0,29,,108.6263550648449,134.4654994559754,268.9309989119508,34.61409055435447
-31.620303846153845,117.21966153846152,1116.0,1141.0,1.6526495726495904,41.31623931623976,25.0,30,,108.02178773408284,119.39028805210243,238.78057610420487,37.550936823778045
-31.6200375,117.22009444444446,1141.0,1164.0,2.820869565217354,64.87999999999914,23.0,31,,112.45229114264579,114.34410387202885,228.6882077440577,41.01866855430732
-31.619879861111116,117.22051805555556,1164.0,1187.0,2.595217391304328,59.68999999999954,23.0,32,,114.822249964713,116.75393309799928,233.50786619599856,41.61120821030455
-31.620371153846158,117.22021987179488,1187.0,1212.0,0.9011965811966018,22.529914529915047,25.0,33,,114.45130915673795,126.49646941412186,252.99293882824372,39.16268850452215
-31.405539999999995,117.12461333333333,2200.0,2219.0,-4.9849624060150886,-94.71428571428669,19.0,34,,145.71286881208997,122.39653986870967,244.79307973741933,53.76214688934677
-31.386785256410256,117.10271474358976,2497.0,2522.0,0.5603418803418874,14.008547008547184,25.0,35,,102.97930911734642,113.81712557093033,227.63425114186066,36.236028531018356
-31.386368750000003,117.10163055555556,2522.0,2545.0,1.9552173913043276,44.96999999999954,23.0,36,,108.20097306510624,110.02126481813549,220.04252963627098,39.928438072786854
-31.38634855072464,117.1005543478261,2545.0,2567.0,1.013833992094803,22.304347826085664,22.0,37,,108.63534322141608,105.6602058610572,211.3204117221144,41.30029060876042
-31.386293750000004,117.09957500000002,2567.0,2590.0,4.17173913043477,95.94999999999972,23.0,38,,110.28622628862061,112.141598772795,224.28319754559,40.46761581411917
-31.386825,117.09785833333333,2590.0,2621.0,1.669721407624671,51.7613636363648,31.0,39,,99.21376889828,135.97255945307901,271.94511890615803,29.657251577620723
-31.34131066666667,117.06311133333332,2805.0,2829.0,1.6592307692308428,39.82153846154023,24.0,40,,90.05944544605119,95.55603943235954,191.11207886471908,33.72768628654346
-31.34107536231885,117.06215144927535,2829.0,2851.0,1.7114624505928666,37.652173913043065,22.0,41,,95.4668487100733,92.85234978319849,185.70469956639698,37.6694785544456
-31.34078260869565,117.06145217391305,2851.0,2873.0,3.088932806324071,67.95652173912956,22.0,42,,100.811114814832,98.05025536402013,196.10051072804026,39.18885253650397
-31.340699305555557,117.06042708333332,2873.0,2896.0,2.3800000000000314,54.74000000000072,23.0,43,,102.29422605366968,104.01514713961924,208.0302942792385,38.35395739898225
-31.34085733333333,117.05974866666668,2896.0,2920.0,1.316153846153845,31.58769230769228,24.0,44,,101.60711901128627,107.8085016264847,215.6170032529694,36.98775317684419
-31.340564492753625,117.0588760869565,2920.0,2942.0,2.4466403162054826,53.82608695652062,22.0,45,,109.63258760618432,106.63013925348581,213.26027850697162,41.5600403953265
-31.340365942028985,117.05781014492756,2942.0,2964.0,-1.9169960474308612,-42.17391304347895,22.0,46,,104.6652643304818,101.7988533724312,203.5977067448624,40.245395972175075
-31.34036777777778,117.0567122222222,2964.0,2993.0,-8.487208008898767,-246.12903225806423,29.0,47,,104.80124506524001,134.3637360097843,268.7274720195686,32.738966899395734
-31.12247283950617,116.90835555555557,3727.0,3753.0,2.2918192918193108,59.58730158730208,26.0,48,,101.09555629335962,116.20452645181722,232.40905290363443,34.67465293588473
-31.12234722222222,116.90783333333336,3753.0,3776.0,2.2447826086956533,51.630000000000024,23.0,49,,92.04851673460949,93.59707171654819,187.19414343309637,35.45194602115435
-31.122285606060608,116.90731515151514,3776.0,3797.0,1.3523433088650116,28.399209486165244,21.0,50,,89.52385328279456,83.11428868511041,166.22857737022082,37.178554223534064
-31.122135964912278,116.9069956140351,3797.0,3815.0,0.5596491228069604,10.073684210525288,18.0,51,,93.96266238501254,74.77311092324823,149.54622184649645,42.8838934622108
-31.12186833333334,116.90661166666666,3815.0,3834.0,3.3894736842104685,64.3999999999989,19.0,52,,95.15681194941386,79.93023967269107,159.86047934538215,41.70214799755786
-31.121771666666667,116.90612277777775,3834.0,3863.0,0.33592880978864026,9.741935483870568,29.0,53,,94.37920761469262,121.00183474785078,242.00366949570156,30.071306156690707
-31.08357826086956,116.89975724637681,4021.0,4043.0,1.7381422924900962,38.23913043478212,22.0,54,,97.60565475132383,94.93258150074189,189.86516300148378,38.2852227575636
-31.083306172839503,116.89987716049383,4043.0,4069.0,1.3040293040292958,33.90476190476169,26.0,55,,91.76991533098006,105.48514637591799,210.97029275183598,32.12737710183098
-31.083200793650796,116.89985873015874,4069.0,4089.0,1.2519480519480175,25.038961038960352,20.0,56,,96.56547562908119,85.38262654660124,170.7652530932025,40.663040559686195
-31.083274999999997,116.89940769230768,4089.0,4114.0,0.7107692307692374,17.769230769230933,25.0,57,,94.11336566295581,104.01810664079491,208.03621328158982,33.81262095740362
-31.08303943089431,116.90052479674799,4114.0,4154.0,0.36149825783972117,14.459930313588847,40.0,58,,92.39891149592364,163.39715000985333,326.79430001970667,22.34142857521605
-31.08136006289308,116.90418270440249,4154.0,4206.0,1.4383164005805436,74.79245283018827,52.0,59,,93.34697788565,214.59580932387058,429.19161864774117,17.712348940790147
-31.079914393939404,116.90646363636364,4206.0,4227.0,2.469226425748122,51.85375494071056,21.0,60,,99.30075926423268,92.19120568980554,184.38241137961109,40.07330043848432
-31.079124242424246,116.90667348484848,4227.0,4248.0,2.621682665160896,55.05533596837881,21.0,61,,105.90706206729209,98.32452254537324,196.64904509074648,41.90007580565083
-31.07839305555555,116.90671041666667,4248.0,4271.0,1.939130434782625,44.60000000000038,23.0,62,,103.38034022236006,105.11953327581705,210.2390665516341,38.648771427659184
-31.07813888888889,116.90648125,4271.0,4294.0,2.336956521739122,53.7499999999998,23.0,63,,102.98114278025001,104.71362003632441,209.42724007264883,38.54069400293295
-31.077518589743594,116.90630961538463,4294.0,4319.0,1.694358974358984,42.3589743589746,25.0,64,,96.1219625078605,106.23809356124885,212.4761871224977,34.37427219625767
-31.076449305555553,116.90618402777778,4319.0,4342.0,1.7408695652173585,40.039999999999246,23.0,65,,96.33828973389879,97.95901262885869,195.91802525771737,36.69389692965968
-31.07569444444444,116.905337654321,4342.0,4368.0,2.1880341880342193,56.8888888888897,26.0,66,,99.5733089288706,114.45477561588861,228.90955123177721,34.26903314211237
-31.07549864864864,116.90477072072072,4368.0,4404.0,1.6602655286865748,59.76955903271669,36.0,67,,93.89625890528048,149.44053742611786,298.8810748522357,24.89312196401357
-31.074185416666666,116.90471874999999,4404.0,4427.0,2.108260869565201,48.489999999999625,23.0,68,,96.11156224878073,97.72847085113628,195.45694170227256,36.62923526037162
-31.07338782051282,116.90405000000001,4427.0,4452.0,1.61128205128209,40.28205128205225,25.0,69,,97.41058324966194,107.66233217811305,215.3246643562261,34.73068461646113
-31.0719724137931,116.9036367816092,4452.0,4480.0,1.304926108374371,36.53793103448239,28.0,70,,105.46459988397821,130.55165194356493,261.10330388712987,33.8271022830728
-31.029861805555555,116.90460486111111,4638.0,4661.0,3.213478260869556,73.90999999999978,23.0,71,,105.20318691476386,106.97304616933924,213.94609233867848,39.13816247785077
-31.02938405797102,116.90394420289856,4661.0,4683.0,3.148221343873475,69.26086956521645,22.0,72,,111.31187895109109,108.26344075502294,216.52688151004588,41.99276778170119
-31.02891533333333,116.90332933333335,4683.0,4707.0,3.67461538461539,88.19076923076936,24.0,73,,106.60393431243448,113.11028732578438,226.22057465156877,38.317929362580024
-31.0283946969697,116.90280454545456,4707.0,4728.0,2.867871259175563,60.22529644268682,21.0,74,,111.60858940471572,103.61784238909975,207.2356847781995,43.39702861878631
-31.028155303030303,116.90230530303029,4728.0,4749.0,2.2987012987012894,48.272727272727074,21.0,75,,116.81873887491852,108.4549651366104,216.9099302732208,44.703270542423155
-31.02765266666667,116.90214333333333,4749.0,4773.0,2.953846153846149,70.89230769230758,24.0,76,,109.23277990748196,115.89957913296547,231.79915826593094,38.99876732778856
-31.02650724637681,116.90174855072463,4773.0,4795.0,3.4496047430829333,75.89130434782453,22.0,77,,104.77701679100919,101.90754532879329,203.81509065758658,40.27554995054431
-31.025689682539685,116.90112539682539,4795.0,4815.0,3.103896103896098,62.07792207792196,20.0,78,,104.04879933381268,91.99933742640553,183.99867485281106,42.78682582583597
-31.02571319444444,116.90061874999999,4815.0,4838.0,3.4382608695651986,79.07999999999957,23.0,79,,102.06495811845504,103.78202217317946,207.5640443463589,38.29141616271231
-31.025729710144926,116.89993695652173,4838.0,4860.0,2.471343873517785,54.36956521739127,22.0,80,,109.38172255101111,106.38614450383123,212.77228900766247,41.494893752953296
-31.025708974358977,116.89913974358976,4860.0,4885.0,2.8964102564103102,72.41025641025776,25.0,81,,108.86947435487377,120.3271874680173,240.6543749360346,37.767557746844986
-31.025537999999997,116.89786600000001,4885.0,4909.0,2.1769230769231007,52.246153846154414,24.0,82,,109.2731279103764,115.94238969366239,231.88477938732478,39.00911633252993
-31.02593869047619,116.89665714285714,4909.0,4936.0,1.9975369458128318,53.93349753694646,27.0,83,,102.7975245913814,122.70550632246764,245.41101264493528,34.112613871629954
-31.02596419753086,116.89520925925927,4936.0,4962.0,1.6404151404152099,42.65079365079546,26.0,84,,107.25985981836286,123.29009972815044,246.58019945630087,36.27716988192203
-30.877088636363634,116.85044696969699,5446.0,5467.0,2.3924336533031507,50.241106719366165,21.0,85,,104.2683279356735,96.8031154935203,193.6062309870406,41.45633690188673
-30.877134166666668,116.85038083333333,5467.0,5486.0,1.7315789473683436,32.89999999999853,19.0,86,,105.93764217087256,88.98596911358364,177.97193822716727,44.76946168380689
-30.87716666666667,116.85036578947368,5486.0,5504.0,1.5385964912279948,27.694736842103907,18.0,87,,108.95666897545273,86.7049622513533,173.4099245027066,47.12142460687467
-30.877000833333334,116.85038833333333,5504.0,5523.0,1.929323308270627,36.65714285714191,19.0,88,,105.86058001289159,88.92123810136364,177.84247620272728,44.74861552051621
-30.876936666666673,116.85051333333335,5523.0,5542.0,0.7353383458646321,13.97142857142801,19.0,89,,105.57152277644272,88.67843452571667,177.35686905143334,44.670288185861416
