cluster_id,n_circles,n_turns_sum,duration_min,alt_gained_m,av_climb_ms,lat,lon,t_start,t_end
1,13,10.133333333333333,5.066666666666666,646.1867532467514,2.1256143198906297,-32.137659829059835,116.96205713064712,9583.0,9887.0
2,5,3.8666666666666667,1.9333333333333333,309.02619047619146,2.6640188834154435,-32.11543755952381,116.9456045436508,9979.0,10095.0
3,11,8.266666666666667,4.133333333333334,733.8500000000021,2.9590725806451696,-32.02239105339105,116.93837105880233,10395.0,10643.0
4,7,5.733333333333333,2.8666666666666667,380.80727272727347,2.2139957716701946,-31.85389304138322,116.9080981547619,11123.0,11295.0
5,6,5.066666666666666,2.533333333333333,176.55610389610442,1.16155331510595,-31.747451087962958,116.91331396825399,11647.0,11799.0
6,14,11.866666666666667,5.933333333333334,887.2168831168859,2.4921822559463087,-31.704732061258845,116.90669398749398,11959.0,12315.0
7,1,1.2,0.6,79.44000000000064,2.2066666666666843,-31.702426666666668,116.89693333333337,12315.0,12351.0
8,5,4.0,2.0,385.6285714285749,3.2135714285714574,-31.700191428571422,116.8944519047619,12351.0,12471.0
9,1,0.8,0.4,43.45714285714272,1.81071428571428,-31.607185714285713,116.86340238095238,12747.0,12771.0
10,1,1.3333333333333333,0.6666666666666666,-7.945454545454337,-0.19863636363635842,-31.498359090909094,116.8693212121212,13139.0,13179.0
11,2,1.6,0.8,35.12142857142841,0.7316964285714253,-31.495745833333338,116.86775277777777,13179.0,13227.0
12,1,1.6,0.8,32.67692307692323,0.680769230769234,-31.49313333333333,116.86442564102563,13227.0,13275.0
13,6,4.8,2.4,291.8571428571451,2.02678571428573,-31.49152896825397,116.86086587301588,13275.0,13419.0
14,13,10.533333333333333,5.266666666666667,674.2833333333377,2.133808016877651,-31.428704403235656,116.83713115079364,13643.0,13959.0
15,3,2.933333333333333,1.4666666666666666,178.70333333333483,2.030719696969714,-31.357389043209878,116.85453263888888,14215.0,14303.0
16,1,0.8,0.4,10.199999999999818,0.42499999999999244,-31.358283333333336,116.8509714285714,14303.0,14327.0
17,8,6.266666666666667,3.1333333333333333,632.0809523809521,3.3621327254305964,-31.30815967261905,116.84804637896826,14495.0,14683.0
18,1,1.6,0.8,60.21098901099029,1.254395604395631,-31.193337179487177,116.8331141025641,15003.0,15051.0
19,5,4.666666666666667,2.3333333333333335,349.5653246753256,2.4968951762523255,-31.189755738095236,116.83330808333332,15051.0,15191.0
20,1,0.8,0.4,27.81428571428739,1.1589285714286413,-31.13964761904762,116.81524047619048,15355.0,15379.0
21,7,5.733333333333333,2.8666666666666667,335.93571428571767,1.953114617940219,-31.038475042517007,116.80281512188208,15711.0,15883.0
22,8,6.533333333333333,3.2666666666666666,538.5833333333354,2.7478741496598746,-30.967844270833332,116.79520628720239,16183.0,16379.0
23,13,10.8,5.4,1069.5961904761944,3.301222810111711,-30.825083084045584,116.800527241046,16791.0,17115.0
24,10,7.866666666666666,3.933333333333333,598.0619047619061,2.5341606133979075,-30.65445505952381,116.76670078373016,17603.0,17839.0
25,3,2.6666666666666665,1.3333333333333333,179.3387012987002,2.2417337662337524,-30.57956462962963,116.74438283068783,18051.0,18131.0
26,10,7.6,3.8,732.0214285714278,3.2106203007518763,-30.526506130952384,116.73158619047618,18303.0,18531.0
27,7,6.8,3.4,382.69333333333793,1.8759477124183233,-30.330749651360545,116.68608567176871,19087.0,19291.0
28,3,3.066666666666667,1.5333333333333334,230.0123809523815,2.5001345755693642,-30.162114109347442,116.65111134920635,19739.0,19831.0
