cluster_id,lat,lon,t_start,t_end,climb_rate_ms,alt_gain_m,duration_s
0,-31.632207999999995,117.17958366666666,207.0,256.0,3.122448979591837,153.0,49.0
1,-31.634404166666666,117.17017291666667,258.0,286.0,3.5,98.0,28.0
2,-31.62769621212121,117.18569015151515,447.0,468.0,3.380952380952381,71.0,21.0
3,-31.628033838383832,117.19208383838382,500.0,532.0,2.65625,85.0,32.0
4,-31.625497101449277,117.19658333333332,597.0,619.0,2.090909090909091,46.0,22.0
5,-31.624825362318838,117.2000188405797,652.0,674.0,2.5454545454545454,56.0,22.0
6,-31.63083611111111,117.08624722222221,1107.0,1151.0,2.409090909090909,106.0,44.0
7,-31.628738461538465,117.09015641025641,1155.0,1203.0,1.8333333333333333,88.0,48.0
8,-31.634703333333334,117.18052500000002,2150.0,2186.0,0.9166666666666666,33.0,36.0
9,-31.64008333333334,117.2115862318841,2351.0,2531.0,2.6055555555555556,469.0,180.0
10,-31.638450000000002,117.2198111111111,2535.0,2555.0,2.55,51.0,20.0
11,-31.637466666666665,117.22234444444445,2559.0,2579.0,1.95,39.0,20.0
12,-31.636902777777777,117.22759444444445,2607.0,2627.0,2.55,51.0,20.0
13,-31.637627777777777,117.23135,2635.0,2655.0,2.25,45.0,20.0
14,-31.646640476190477,117.20626547619045,2804.0,2856.0,1.8846153846153846,98.0,52.0
15,-31.647669047619047,117.20651428571429,2860.0,2884.0,2.4166666666666665,58.0,24.0
16,-31.64784523809524,117.20915952380952,2892.0,2916.0,3.5,84.0,24.0
17,-31.648264102564102,117.21067179487181,2920.0,2968.0,1.9166666666666667,92.0,48.0
18,-31.577378571428575,117.19725238095239,3137.0,3161.0,3.0,72.0,24.0
19,-31.48381388888889,117.17906666666666,3469.0,3489.0,2.65,53.0,20.0
20,-31.44136388888889,117.16261666666666,3677.0,3697.0,2.15,43.0,20.0
21,-31.440618055555557,117.1656,3701.0,3745.0,2.909090909090909,128.0,44.0
22,-31.439910833333336,117.17284333333335,3750.0,3827.0,4.025974025974026,310.0,77.0
23,-31.43929487179487,117.17962820512822,3831.0,3879.0,3.5208333333333335,169.0,48.0
24,-31.23693125,117.13060520833334,4335.0,4395.0,3.8833333333333333,233.0,60.0
25,-31.234265999999998,117.13650666666666,4399.0,4495.0,3.3541666666666665,322.0,96.0
26,-31.23213076923077,117.14120128205127,4499.0,4547.0,3.2916666666666665,158.0,48.0
27,-31.214011904761907,117.13332380952379,4615.0,4639.0,3.4583333333333335,83.0,24.0
28,-31.101970175438595,117.08830701754385,4923.0,4995.0,3.0833333333333335,222.0,72.0
29,-31.10161944444444,117.09436944444444,4999.0,5019.0,2.15,43.0,20.0
30,-31.045507575757576,117.0627015151515,5155.0,5195.0,2.5,100.0,40.0
31,-31.040630555555556,117.06357222222222,5199.0,5219.0,2.15,43.0,20.0
32,-30.984566666666666,117.07194444444445,5382.0,5402.0,3.35,67.0,20.0
33,-30.981485714285714,117.0749357142857,5410.0,5436.0,2.076923076923077,54.0,26.0
34,-30.930041666666668,117.08319999999999,5565.0,5585.0,2.45,49.0,20.0
35,-30.919939999999997,117.08846333333334,5614.0,5650.0,2.1666666666666665,78.0,36.0
36,-30.886783333333334,117.10313333333335,5750.0,5778.0,2.5,70.0,28.0
37,-30.88571111111111,117.10699444444445,5786.0,5806.0,2.5,50.0,20.0
38,-30.884272222222222,117.1094375,5814.0,5858.0,3.340909090909091,147.0,44.0
39,-30.86906111111111,117.13068222222223,5993.0,6049.0,4.714285714285714,264.0,56.0
40,-30.868993749999998,117.13647916666666,6053.0,6145.0,3.5869565217391304,330.0,92.0
41,-30.97901212121212,117.26936969696968,6541.0,6576.0,4.142857142857143,145.0,35.0
42,-31.024981250000003,117.31077291666665,6696.0,6724.0,3.2857142857142856,92.0,28.0
43,-31.12553095238095,117.45874444444445,7128.0,7208.0,2.85,228.0,80.0
