cluster_id,lat,lon,t_start,t_end,climb_rate_ms,alt_gain_m,duration_s
0,-31.62345569105691,117.24277479674797,185.0,345.0,2.41875,387.0,160.0
1,-31.640656172839513,117.2401012345679,361.0,465.0,3.1923076923076925,332.0,104.0
2,-31.639181818181818,117.23558863636366,531.0,552.0,2.4285714285714284,51.0,21.0
3,-31.639855,117.23058500000002,661.0,682.0,1.7142857142857142,36.0,21.0
4,-31.640819444444446,117.2304388888889,686.0,706.0,1.55,31.0,20.0
5,-31.65437857142857,117.23684047619047,1091.0,1115.0,2.25,54.0,24.0
6,-31.6525,117.23661111111112,1131.0,1152.0,2.3333333333333335,49.0,21.0
7,-31.65016875,117.23571666666666,1172.0,1200.0,1.8214285714285714,51.0,28.0
8,-31.649863888888888,117.23529722222223,1204.0,1248.0,2.659090909090909,117.0,44.0
9,-31.649646875000002,117.23375833333333,1256.0,1316.0,2.216666666666667,133.0,60.0
10,-31.64926212121212,117.2282090909091,1592.0,1632.0,3.3,132.0,40.0
11,-31.648980555555557,117.22792499999998,1636.0,1656.0,2.5,50.0,20.0
12,-31.65136833333333,117.22824499999999,1700.0,1736.0,1.7777777777777777,64.0,36.0
13,-31.652630555555557,117.22722777777778,1740.0,1760.0,2.15,43.0,20.0
14,-31.65530625,117.21598958333334,1992.0,2020.0,2.0357142857142856,57.0,28.0
15,-31.657091666666666,117.21369791666666,2040.0,2068.0,1.3928571428571428,39.0,28.0
16,-31.645783333333338,117.20613787878789,2216.0,2256.0,1.85,74.0,40.0
17,-31.64377166666667,117.21178166666667,2288.0,2324.0,1.8611111111111112,67.0,36.0
18,-31.644152941176472,117.21181666666666,2328.0,2392.0,1.984375,127.0,64.0
19,-31.643821666666668,117.21292000000001,2396.0,2432.0,1.9166666666666667,69.0,36.0
20,-31.64648125,117.21199895833333,2444.0,2504.0,2.466666666666667,148.0,60.0
21,-31.653961904761903,117.24812857142857,2729.0,2751.0,2.0,44.0,22.0
22,-31.659838888888896,117.22959166666665,2961.0,2981.0,2.25,45.0,20.0
23,-31.647452777777783,117.23610000000001,3145.0,3165.0,2.45,49.0,20.0
24,-31.646283333333333,117.23639722222221,3185.0,3205.0,2.3,46.0,20.0
25,-31.64588333333333,117.23650238095239,3209.0,3233.0,1.7083333333333333,41.0,24.0
26,-31.62500833333333,117.20422222222221,3548.0,3568.0,1.55,31.0,20.0
27,-31.638749999999998,117.22615000000002,3692.0,3724.0,2.4375,78.0,32.0
28,-31.637747126436775,117.24260229885057,3769.0,3833.0,2.4375,156.0,64.0
29,-31.638088888888888,117.24201666666669,3837.0,3857.0,2.85,57.0,20.0
30,-31.638160416666665,117.24198125000001,3869.0,3897.0,2.1785714285714284,61.0,28.0
31,-31.63791071428571,117.24279642857144,3921.0,3973.0,1.1730769230769231,61.0,52.0
32,-31.58500952380952,117.26310476190476,4321.0,4345.0,6.375,153.0,24.0
33,-31.545828571428576,117.29885238095237,4473.0,4497.0,3.125,75.0,24.0
34,-31.500333333333334,117.36373611111112,4653.0,4673.0,4.65,93.0,20.0
35,-31.478478703703704,117.39500277777776,4801.0,4869.0,2.838235294117647,193.0,68.0
36,-31.477882051282048,117.39464743589741,4873.0,4921.0,2.6041666666666665,125.0,48.0
