nn_distance_m
5017.167193958511
5017.167193958511
19465.44289581492
20261.959038991215
20261.959038991215
23107.837876418933
23107.837876418933
39711.85191765462
21258.555814659903
21258.555814659903
925.2694169679756
925.2694169679756
18348.064651284072
23697.980873932494
