cluster_id,lat,lon,t_start,t_end,climb_rate_ms,climb_rate_ms_median,alt_gain_m_mean,duration_s_mean,n_circles
0,-32.141474747008544,116.97188887863247,519.0,647.0,0.6710594412426703,0.7439951775943462,17.20637516776862,25.6,5
1,-32.09390514539846,116.97519104964479,1005.0,1311.0,0.28925189772762727,0.35183952847231426,5.92245340762562,23.53846153846154,13
2,-32.08909937720459,116.96688823452781,1417.0,1551.0,1.1931986624804487,1.2689350580515306,26.42098534723262,22.333333333333332,6
3,-32.06633077724359,116.93654483707265,1835.0,1935.0,0.7773612623757283,0.8391424252602686,19.074099011856344,25.0,4
