cluster_id,lat,lon,t_start,t_end,climb_rate_ms,climb_rate_ms_median,alt_gain_m_mean,duration_s_mean,n_circles
0,-32.13344265873016,116.96492926587302,365.0,453.0,1.4232142857142858,1.3633928571428584,30.71428571428573,22.0,4
1,-32.130319416099766,116.9582836781935,477.0,673.0,1.6316326530612297,1.8571428571428703,43.90102040816338,28.0,7
2,-32.072434722222226,116.94387242063493,1049.0,1093.0,0.8437500000000034,0.8437500000000034,18.535714285714356,22.0,2
3,-32.06994444444445,116.9283111111111,1149.0,1233.0,1.6269841269841268,1.7232142857142938,45.55555555555555,28.0,3
4,-32.06823571428572,116.92304374999999,1253.0,1305.0,2.150297619047625,2.150297619047625,56.01190476190491,26.0,2
5,-31.953959375,116.894815625,1845.0,1949.0,1.4754464285714346,1.549107142857153,37.07142857142872,26.0,4
6,-31.948285648148147,116.88676840277779,2033.0,2093.0,1.6208333333333456,1.6208333333333456,48.700000000000315,30.0,2
7,-31.833441418650793,116.86478296130952,2585.0,2885.0,3.1453373015873223,3.2098214285714355,78.78670634920688,25.0,12
8,-31.63762090773809,116.80970766369047,3505.0,3605.0,2.6979166666666825,2.4776785714285947,66.51488095238135,25.0,4
9,-31.512487500000002,116.77772738095238,3989.0,4085.0,4.745535714285737,4.754464285714325,113.89285714285768,24.0,4
10,-31.28282737794613,116.73019486531986,4825.0,4925.0,2.4914682539682445,2.274999999999991,81.77777777777744,33.333333333333336,3
11,-31.19514149305556,116.72580211640212,5157.0,5269.0,2.138988095238116,2.2916666666666896,61.68571428571484,28.0,4
12,-31.074684523809523,116.73574642857145,5665.0,5761.0,3.6830357142857406,3.6696428571428874,88.39285714285776,24.0,4
13,-31.073792533068787,116.72980958333332,5761.0,5901.0,3.2994047619047633,3.312500000000011,91.33333333333337,28.0,5
14,-31.119227535273367,116.8242723765432,6289.0,6417.0,1.9277597402597346,1.3124999999999842,57.190476190475884,33.333333333333336,3
15,-31.11807333333333,116.81924563492063,6417.0,6533.0,3.467857142857156,3.321428571428593,80.60000000000034,23.2,5
16,-31.211423192239852,117.06643738977073,7413.0,7493.0,2.669444444444464,2.55357142857144,69.58888888888937,26.666666666666668,3
17,-31.29493842757936,117.24964978670636,8141.0,8285.0,2.319568452380958,2.9074404761904775,69.8630952380952,36.0,4
18,-31.308520902777776,117.3424525595238,8537.0,8833.0,3.6930044955045025,3.8229166666666985,106.65076923076938,29.6,10
19,-31.39701313131313,117.58967936507935,9489.0,9577.0,2.253192640692663,2.4285714285714497,60.937229437230094,29.333333333333332,3
20,-31.43445676286676,117.66221678270803,9985.0,10117.0,2.503111471861476,2.3714015151515007,80.09058441558453,33.0,4
21,-31.475136011904766,117.73511410714286,10429.0,10565.0,3.028571428571459,3.285714285714311,82.1714285714294,27.2,5
22,-31.682856828703706,117.55907731481481,12029.0,12089.0,2.509226190476209,2.509226190476209,74.24166666666721,30.0,2
23,-31.785147870370373,117.36616564814815,13061.0,13129.0,2.03882575757574,2.03882575757574,68.1727272727267,34.0,2
