circle_id,start_idx,end_idx,start_time,end_time,duration_s,arc_deg,turn_rate_deg_s,radius_m_est,lat_mid,lon_mid,cluster_id
1,2283,2309,2020-11-08 04:50:38,2020-11-08 04:51:56,78.0,300.0,3.8461538461538463,809.2080807573045,-33.4565,117.53743333333334,1
2,3254,3289,2020-11-08 05:39:11,2020-11-08 05:40:56,105.0,300.0,2.857142857142857,1172.0556324411036,-32.67811666666667,118.11936666666666,2
3,3725,3734,2020-11-08 06:02:44,2020-11-08 06:03:11,27.0,300.0,-11.11111111111111,274.16481574301565,-32.4266,118.3401,3
4,3758,3784,2020-11-08 06:04:23,2020-11-08 06:05:41,78.0,300.0,-3.8461538461538463,392.904045470328,-32.36943333333333,118.33588333333333,4
5,4059,4094,2020-11-08 06:19:26,2020-11-08 06:21:11,105.0,300.0,2.857142857142857,1154.1726634689483,-32.12618333333333,118.5854,5
6,4236,4267,2020-11-08 06:28:17,2020-11-08 06:29:50,93.0,300.0,3.225806451612903,870.8735132625624,-31.992466666666665,118.65751666666667,6
7,4278,4374,2020-11-08 06:30:23,2020-11-08 06:35:11,288.0,300.0,1.0416666666666667,2971.559223303639,-31.907566666666668,118.72766666666666,7
8,4386,4424,2020-11-08 06:35:47,2020-11-08 06:37:41,114.0,300.0,2.6315789473684212,1115.0441185186864,-31.810166666666667,118.7879,8
9,4778,4818,2020-11-08 06:55:23,2020-11-08 06:57:23,120.0,300.0,-2.5,740.2884001134214,-31.577366666666666,119.04835,9
10,4858,5009,2020-11-08 06:59:23,2020-11-08 07:06:56,453.0,300.0,0.6622516556291391,4524.799580280093,-31.477316666666667,119.14885,10
11,5060,5112,2020-11-08 07:09:29,2020-11-08 07:12:05,156.0,300.0,1.9230769230769231,1572.7085967292678,-31.333466666666666,119.29685,11
