circle_id,start_idx,end_idx,start_time,end_time,duration_s,arc_deg,turn_rate_deg_s,radius_m_est,lat_mid,lon_mid,cluster_id
1,615,1597,2020-11-08 03:28:14,2020-11-08 04:17:20,2946.0,306.68304230721304,-0.10410150791147761,19363.755100419014,-32.56455,117.30121666666666,1
2,1605,2330,2020-11-08 04:17:44,2020-11-08 04:52:59,2115.0,300.9416164245051,0.1422891803425556,8599.08902042505,-33.451366666666665,117.4022,2
3,2331,2358,2020-11-08 04:53:02,2020-11-08 04:54:23,81.0,338.4438416475207,-4.17831903268544,542.2424580034842,-33.394016666666666,117.53123333333333,3
4,2359,2874,2020-11-08 04:54:26,2020-11-08 05:20:11,1545.0,338.5957019394443,0.21915579413556266,9346.795493833068,-33.151383333333335,117.7414,4
5,2875,2984,2020-11-08 05:20:14,2020-11-08 05:25:41,327.0,308.9136167869262,-0.9446899595930465,808.1231398552742,-32.935316666666665,117.84761666666667,5
6,2985,3250,2020-11-08 05:25:44,2020-11-08 05:38:59,795.0,307.50281511356974,0.38679599385354685,6465.905386109246,-32.8742,117.95648333333334,6
7,3253,3289,2020-11-08 05:39:08,2020-11-08 05:40:56,108.0,341.3471538158192,3.1606217945909183,1055.1882728398532,-32.67811666666667,118.11936666666666,7
8,3290,3334,2020-11-08 05:40:59,2020-11-08 05:43:11,132.0,333.27669786117525,-2.524823468645267,1007.3607869995706,-32.62936666666667,118.11943333333333,8
9,3335,3631,2020-11-08 05:43:14,2020-11-08 05:58:02,888.0,311.1223763959142,0.3503630364818854,4788.777844440238,-32.500233333333334,118.24843333333334,9
10,3632,3643,2020-11-08 05:58:05,2020-11-08 05:58:38,33.0,308.39218200411864,-9.345217636488444,74.51139892588834,-32.43775,118.32271666666666,10
11,3674,3789,2020-11-08 06:00:11,2020-11-08 06:05:56,345.0,300.6127272949456,0.8713412385360743,1706.6108985015926,-32.42386666666667,118.33883333333333,11
12,3792,4374,2020-11-08 06:06:05,2020-11-08 06:35:11,1746.0,300.00451792575024,0.17182389342826473,13300.722678501103,-32.11665,118.59388333333334,12
13,4375,4385,2020-11-08 06:35:14,2020-11-08 06:35:44,30.0,350.16363002103805,-11.672121000701269,268.69639753931745,-31.846333333333334,118.77501666666667,13
14,4386,4424,2020-11-08 06:35:47,2020-11-08 06:37:41,114.0,303.4968447431811,2.6622530240629922,1102.1967488283804,-31.810166666666667,118.7879,14
15,4442,4504,2020-11-08 06:38:35,2020-11-08 06:41:41,186.0,306.4353082660171,-1.6475016573441779,1919.4711599629206,-31.768183333333333,118.84576666666666,15
16,4505,4768,2020-11-08 06:41:44,2020-11-08 06:54:53,789.0,319.075599810715,0.40440506946858684,3595.996598518312,-31.68015,119.00738333333334,16
17,4769,4836,2020-11-08 06:54:56,2020-11-08 06:58:17,201.0,305.76438898306424,-1.5212158655873842,1062.950692644986,-31.57495,119.04526666666666,17
18,4837,5112,2020-11-08 06:58:20,2020-11-08 07:12:05,825.0,317.51181067358533,0.38486280081646707,7027.255737609566,-31.42775,119.1962,18
19,5113,5117,2020-11-08 07:12:08,2020-11-08 07:12:20,12.0,320.1140124506528,-26.67616770422107,99.14374917596301,-31.306366666666666,119.32326666666667,19
20,5118,5412,2020-11-08 07:12:23,2020-11-08 07:26:45,862.0,308.0781358482117,0.3573992295222873,2413.3393022569076,-31.2493,119.389,20
21,5413,5626,2020-11-08 07:26:46,2020-11-08 07:36:47,601.0,304.52868411377557,-0.5067033013540359,4262.0618302633275,-31.270566666666667,119.31805,21
22,7135,8130,2020-11-08 08:52:14,2020-11-08 09:40:29,2895.0,314.16455043102894,-0.10851970653921553,15697.52974515014,-31.591816666666666,117.4883,22
