circle_id,start_idx,end_idx,start_time,end_time,duration_s,arc_deg,turn_rate_deg_s,radius_m_est,lat_mid,lon_mid,cluster_id
1,0,84,1970-01-01 02:43:43,1970-01-01 02:45:07,84.0,300.0,3.5714285714285716,8.071020551283546,-31.617433333333334,117.22361666666667,1
2,84,194,1970-01-01 02:45:07,1970-01-01 02:50:19,312.0,300.0,-0.9615384615384616,234.23559861220298,-31.65355,117.19258333333333,2
3,194,196,1970-01-01 02:50:19,1970-01-01 02:50:23,4.0,300.0,75.0,25.17519852269461,-31.62195,117.23463333333333,1
4,196,270,1970-01-01 02:50:23,1970-01-01 02:52:05,102.0,300.0,-2.9411764705882355,460.2309738923509,-31.620083333333334,117.2184,1
5,270,358,1970-01-01 02:52:05,1970-01-01 02:55:29,204.0,300.0,-1.4705882352941178,1008.9036780574424,-31.6327,117.2176,1
6,358,371,1970-01-01 02:55:29,1970-01-01 02:56:08,39.0,300.0,-7.6923076923076925,93.3831408696518,-31.67,117.22511666666666,3
7,371,385,1970-01-01 02:56:08,1970-01-01 02:56:50,42.0,300.0,7.142857142857143,67.11945488716725,-31.6729,117.22313333333334,3
8,385,396,1970-01-01 02:56:50,1970-01-01 02:57:23,33.0,300.0,-9.090909090909092,66.02391004134441,-31.6743,117.22793333333334,3
9,396,477,1970-01-01 02:57:23,1970-01-01 03:01:26,243.0,300.0,-1.2345679012345678,1917.33206569617,-31.723666666666666,117.23253333333334,4
10,477,520,1970-01-01 03:01:26,1970-01-01 03:03:35,129.0,300.0,2.3255813953488373,862.2660411405842,-31.776566666666668,117.25866666666667,5
11,520,530,1970-01-01 03:03:35,1970-01-01 03:04:05,30.0,300.0,-10.0,48.1645014189095,-31.798416666666668,117.2749,6
12,530,543,1970-01-01 03:04:05,1970-01-01 03:04:44,39.0,300.0,-7.6923076923076925,124.29171681896305,-31.8005,117.27591666666666,6
13,543,554,1970-01-01 03:04:44,1970-01-01 03:05:17,33.0,300.0,9.090909090909092,25.62670672706775,-31.800283333333333,117.28015,6
14,554,564,1970-01-01 03:05:17,1970-01-01 03:05:47,30.0,300.0,-10.0,67.75828030957537,-31.802983333333334,117.28091666666667,6
15,564,576,1970-01-01 03:05:47,1970-01-01 03:06:23,36.0,300.0,8.333333333333334,31.53694093896357,-31.801583333333333,117.28308333333334,6
16,576,586,1970-01-01 03:06:23,1970-01-01 03:06:53,30.0,300.0,-10.0,66.39490593192664,-31.80495,117.28375,6
17,586,597,1970-01-01 03:06:53,1970-01-01 03:07:26,33.0,300.0,9.090909090909092,11.566602832847456,-31.803416666666667,117.28495,6
18,597,608,1970-01-01 03:07:26,1970-01-01 03:07:59,33.0,300.0,-9.090909090909092,86.28363581286243,-31.806616666666667,117.2872,6
19,608,619,1970-01-01 03:07:59,1970-01-01 03:08:32,33.0,300.0,9.090909090909092,4.8465494309049255,-31.805716666666665,117.28928333333333,6
20,619,630,1970-01-01 03:08:32,1970-01-01 03:09:05,33.0,300.0,-9.090909090909092,99.27669641083011,-31.8094,117.29081666666667,6
21,630,641,1970-01-01 03:09:05,1970-01-01 03:09:38,33.0,300.0,9.090909090909092,13.294474258014812,-31.8089,117.29363333333333,6
22,641,651,1970-01-01 03:09:38,1970-01-01 03:10:08,30.0,300.0,-10.0,79.34807026500143,-31.811883333333334,117.29445,6
23,651,662,1970-01-01 03:10:08,1970-01-01 03:10:41,33.0,300.0,-9.090909090909092,23.964331995655286,-31.81045,117.29583333333333,6
24,662,672,1970-01-01 03:10:41,1970-01-01 03:11:11,30.0,300.0,-10.0,81.59035243942112,-31.813583333333334,117.29863333333333,6
25,672,683,1970-01-01 03:11:11,1970-01-01 03:11:44,33.0,300.0,9.090909090909092,27.78803902244995,-31.8127,117.30018333333334,6
26,683,693,1970-01-01 03:11:44,1970-01-01 03:12:14,30.0,300.0,-10.0,46.481883327369566,-31.815433333333335,117.30358333333334,6
27,693,706,1970-01-01 03:12:14,1970-01-01 03:12:53,39.0,300.0,-7.6923076923076925,108.41081545034565,-31.816183333333335,117.30505,6
28,706,717,1970-01-01 03:12:53,1970-01-01 03:13:26,33.0,300.0,-9.090909090909092,54.78920070586201,-31.816833333333335,117.30955,6
29,717,782,1970-01-01 03:13:26,1970-01-01 03:16:41,195.0,300.0,-1.5384615384615385,1930.3947241379549,-31.854566666666667,117.3218,7
30,782,830,1970-01-01 03:16:41,1970-01-01 03:19:05,144.0,300.0,2.0833333333333335,1071.555809858811,-31.938866666666666,117.33278333333334,8
31,830,843,1970-01-01 03:19:05,1970-01-01 03:19:44,39.0,300.0,7.6923076923076925,107.43026286374555,-31.957983333333335,117.34198333333333,9
32,843,856,1970-01-01 03:19:44,1970-01-01 03:20:23,39.0,300.0,-7.6923076923076925,105.2066846359501,-31.958383333333334,117.34578333333333,9
33,856,866,1970-01-01 03:20:23,1970-01-01 03:20:53,30.0,300.0,10.0,16.26752441006289,-31.962883333333334,117.34838333333333,9
34,866,879,1970-01-01 03:20:53,1970-01-01 03:21:32,39.0,300.0,-7.6923076923076925,105.29182847620264,-31.962533333333333,117.35136666666666,9
35,879,1010,1970-01-01 03:21:32,1970-01-01 03:28:05,393.0,300.0,-0.7633587786259542,3793.2083158528667,-32.05676666666667,117.34871666666666,10
36,1010,1013,1970-01-01 03:28:05,1970-01-01 03:28:14,9.0,300.0,33.333333333333336,49.51158036470617,-32.141016666666665,117.32243333333334,11
37,1013,1159,1970-01-01 03:28:14,1970-01-01 03:35:32,438.0,300.0,-0.684931506849315,4133.613485630063,-32.23148333333334,117.29948333333333,12
38,1159,1198,1970-01-01 03:35:32,1970-01-01 03:37:29,117.0,300.0,-2.5641025641025643,673.5629150043225,-32.346333333333334,117.29121666666667,13
39,1198,1255,1970-01-01 03:37:29,1970-01-01 03:40:20,171.0,300.0,-1.7543859649122806,1190.0103496849395,-32.38433333333333,117.2907,14
40,1255,1266,1970-01-01 03:40:20,1970-01-01 03:40:53,33.0,300.0,9.090909090909092,33.67412058715971,-32.41775,117.28593333333333,15
41,1266,1276,1970-01-01 03:40:53,1970-01-01 03:41:23,30.0,300.0,-10.0,83.44561167365163,-32.4207,117.2876,15
42,1276,1288,1970-01-01 03:41:23,1970-01-01 03:41:59,36.0,300.0,8.333333333333334,44.88515812379666,-32.419333333333334,117.2892,15
43,1288,1298,1970-01-01 03:41:59,1970-01-01 03:42:29,30.0,300.0,-10.0,57.43451101574484,-32.42276666666667,117.29213333333334,15
44,1298,1310,1970-01-01 03:42:29,1970-01-01 03:43:05,36.0,300.0,-8.333333333333334,81.31061833603808,-32.423,117.2916,15
45,1310,1378,1970-01-01 03:43:05,1970-01-01 03:46:29,204.0,300.0,1.4705882352941178,1621.9090450015376,-32.454316666666664,117.29018333333333,16
46,1378,1421,1970-01-01 03:46:29,1970-01-01 03:48:38,129.0,300.0,-2.3255813953488373,908.6571042034655,-32.527366666666666,117.28821666666667,17
47,1421,1432,1970-01-01 03:48:38,1970-01-01 03:49:11,33.0,300.0,-9.090909090909092,64.56421737910297,-32.5419,117.29161666666667,18
48,1432,1443,1970-01-01 03:49:11,1970-01-01 03:49:44,33.0,300.0,9.090909090909092,31.049542469432893,-32.54501666666667,117.29603333333333,18
49,1443,1467,1970-01-01 03:49:44,1970-01-01 03:50:56,72.0,300.0,4.166666666666667,308.7225458694416,-32.55761666666667,117.29256666666667,18
50,1467,1478,1970-01-01 03:50:56,1970-01-01 03:51:29,33.0,300.0,-9.090909090909092,98.531351706615,-32.560716666666664,117.29558333333334,18
51,1478,1490,1970-01-01 03:51:29,1970-01-01 03:52:05,36.0,300.0,8.333333333333334,40.35407735656306,-32.5597,117.2976,18
52,1490,1500,1970-01-01 03:52:05,1970-01-01 03:52:35,30.0,300.0,-10.0,73.72377540040453,-32.56333333333333,117.30106666666667,18
53,1500,1513,1970-01-01 03:52:35,1970-01-01 03:53:14,39.0,300.0,-7.6923076923076925,68.8780531442006,-32.5631,117.3015,18
54,1513,1523,1970-01-01 03:53:14,1970-01-01 03:53:44,30.0,300.0,-10.0,75.90691366598044,-32.567033333333335,117.30593333333333,18
55,1523,1714,1970-01-01 03:53:44,1970-01-01 04:03:17,573.0,300.0,-0.5235602094240838,4931.530989220658,-32.675066666666666,117.28198333333333,19
56,1714,1812,1970-01-01 04:03:17,1970-01-01 04:08:11,294.0,300.0,1.0204081632653061,2322.2703874275862,-32.86643333333333,117.30178333333333,20
57,1812,1817,1970-01-01 04:08:11,1970-01-01 04:08:26,15.0,300.0,-20.0,68.75298114287895,-32.903016666666666,117.27466666666666,21
58,1817,1855,1970-01-01 04:08:26,1970-01-01 04:10:20,114.0,300.0,-2.6315789473684212,600.2039548407884,-32.9101,117.26846666666667,21
59,1855,1867,1970-01-01 04:10:20,1970-01-01 04:10:56,36.0,300.0,8.333333333333334,94.37594388017516,-32.9344,117.27303333333333,22
60,1867,1889,1970-01-01 04:10:56,1970-01-01 04:12:02,66.0,300.0,-4.545454545454546,81.1071257746568,-32.93545,117.27353333333333,22
61,1889,1992,1970-01-01 04:12:02,1970-01-01 04:17:11,309.0,300.0,-0.970873786407767,2865.0528846246766,-33.00245,117.2779,23
62,1992,2004,1970-01-01 04:17:11,1970-01-01 04:17:47,36.0,300.0,-8.333333333333334,86.67771444851219,-33.06921666666667,117.26088333333334,24
63,2004,2015,1970-01-01 04:17:47,1970-01-01 04:18:20,33.0,300.0,9.090909090909092,38.001786380814124,-33.07298333333333,117.26276666666666,24
64,2015,2073,1970-01-01 04:18:20,1970-01-01 04:21:14,174.0,300.0,1.7241379310344827,1387.5807940600462,-33.110166666666665,117.26061666666666,25
65,2073,2085,1970-01-01 04:21:14,1970-01-01 04:21:50,36.0,300.0,8.333333333333334,8.033506005086899,-33.13625,117.26706666666666,26
66,2085,2096,1970-01-01 04:21:50,1970-01-01 04:22:23,33.0,300.0,-9.090909090909092,93.8209774289281,-33.139516666666665,117.26796666666667,26
67,2096,2106,1970-01-01 04:22:23,1970-01-01 04:22:53,30.0,300.0,10.0,8.633410570548735,-33.138216666666665,117.27113333333334,26
68,2106,2117,1970-01-01 04:22:53,1970-01-01 04:23:26,33.0,300.0,-9.090909090909092,89.41918327992585,-33.14086666666667,117.27301666666666,26
69,2117,2127,1970-01-01 04:23:26,1970-01-01 04:23:56,30.0,300.0,10.0,15.15696814685102,-33.1389,117.27438333333333,26
70,2127,2138,1970-01-01 04:23:56,1970-01-01 04:24:29,33.0,300.0,-9.090909090909092,59.87194899835895,-33.14085,117.27773333333333,26
71,2138,2151,1970-01-01 04:24:29,1970-01-01 04:25:08,39.0,300.0,-7.6923076923076925,111.41188281196995,-33.14221666666667,117.2759,26
72,2151,2392,1970-01-01 04:25:08,1970-01-01 04:37:11,723.0,300.0,-0.4149377593360996,7557.177646069516,-33.3168,117.34615,27
73,2392,2410,1970-01-01 04:37:11,1970-01-01 04:38:05,54.0,300.0,5.555555555555555,139.92373719029013,-33.484766666666665,117.41538333333334,28
74,2410,2415,1970-01-01 04:38:05,1970-01-01 04:38:20,15.0,300.0,-20.0,20.46458496515053,-33.48855,117.41638333333333,28
75,2415,2450,1970-01-01 04:38:20,1970-01-01 04:40:05,105.0,300.0,2.857142857142857,248.9372070373023,-33.4874,117.42183333333334,28
76,2450,2638,1970-01-01 04:40:05,1970-01-01 04:48:29,504.0,300.0,0.5952380952380952,1953.42824304548,-33.56066666666667,117.44631666666666,29
77,2638,2643,1970-01-01 04:48:29,1970-01-01 04:48:44,15.0,300.0,-20.0,49.56628972815533,-33.484366666666666,117.53011666666667,30
78,2643,2652,1970-01-01 04:48:44,1970-01-01 04:49:11,27.0,300.0,11.11111111111111,60.67663418395566,-33.48031666666667,117.53641666666667,30
79,2652,2657,1970-01-01 04:49:11,1970-01-01 04:49:26,15.0,300.0,-20.0,55.825899919849725,-33.48178333333333,117.53373333333333,30
80,2657,2668,1970-01-01 04:49:26,1970-01-01 04:49:59,33.0,300.0,9.090909090909092,68.07109505046076,-33.48291666666667,117.5354,30
81,2668,2731,1970-01-01 04:49:59,1970-01-01 04:53:08,189.0,300.0,1.5873015873015872,1556.2938343210324,-33.44871666666667,117.5388,31
82,2731,2740,1970-01-01 04:53:08,1970-01-01 04:53:35,27.0,300.0,11.11111111111111,194.04366393273432,-33.40128333333333,117.53201666666666,32
83,2740,2756,1970-01-01 04:53:35,1970-01-01 04:54:23,48.0,300.0,-6.25,363.3836258902121,-33.386516666666665,117.52965,33
84,2756,2762,1970-01-01 04:54:23,1970-01-01 04:54:41,18.0,300.0,16.666666666666668,120.09232891756973,-33.37591666666667,117.52941666666666,33
85,2762,2774,1970-01-01 04:54:41,1970-01-01 04:55:17,36.0,300.0,8.333333333333334,54.01063345750771,-33.3761,117.53156666666666,33
86,2774,2797,1970-01-01 04:55:17,1970-01-01 04:56:26,69.0,300.0,4.3478260869565215,109.63910375757055,-33.37625,117.53588333333333,33
87,2797,2852,1970-01-01 04:56:26,1970-01-01 04:59:11,165.0,300.0,-1.8181818181818181,1521.4866319329242,-33.3478,117.5477,34
88,2852,2931,1970-01-01 04:59:11,1970-01-01 05:03:08,237.0,300.0,1.2658227848101267,2017.289236465815,-33.26251666666667,117.6109,35
89,2931,2935,1970-01-01 05:03:08,1970-01-01 05:03:20,12.0,300.0,-25.0,50.760145675350095,-33.24211666666667,117.64835,36
90,2935,3046,1970-01-01 05:03:20,1970-01-01 05:08:53,333.0,300.0,0.9009009009009009,3291.705338979407,-33.17276666666667,117.70935,37
91,3046,3050,1970-01-01 05:08:53,1970-01-01 05:09:05,12.0,300.0,-25.0,54.96362943031375,-33.135983333333336,117.7874,38
92,3050,3067,1970-01-01 05:09:05,1970-01-01 05:09:56,51.0,300.0,5.882352941176471,108.78340375448772,-33.13648333333333,117.79161666666667,38
93,3067,3072,1970-01-01 05:09:56,1970-01-01 05:10:11,15.0,300.0,-20.0,25.59406111948294,-33.139383333333335,117.79233333333333,38
94,3072,3090,1970-01-01 05:10:11,1970-01-01 05:11:05,54.0,300.0,5.555555555555555,135.88418277431217,-33.13968333333333,117.79735,38
95,3090,3095,1970-01-01 05:11:05,1970-01-01 05:11:20,15.0,300.0,-20.0,23.186703892361407,-33.14261666666667,117.79823333333333,38
96,3095,3118,1970-01-01 05:11:20,1970-01-01 05:12:29,69.0,300.0,-4.3478260869565215,99.08612865617644,-33.14435,117.80221666666667,38
97,3118,3125,1970-01-01 05:12:29,1970-01-01 05:12:50,21.0,300.0,14.285714285714286,39.8285489515243,-33.1457,117.806,38
98,3125,3131,1970-01-01 05:12:50,1970-01-01 05:13:08,18.0,300.0,-16.666666666666668,127.27603987922998,-33.1436,117.80616666666667,38
99,3131,3135,1970-01-01 05:13:08,1970-01-01 05:13:20,12.0,300.0,25.0,40.08417333745303,-33.13923333333334,117.80876666666667,38
