cluster_id,lat,lon,t_start,t_end,climb_rate_ms,climb_rate_ms_median,alt_gain_m_mean,duration_s_mean,n_circles
0,-31.611937499999996,117.20248583333333,665.0,737.0,0.9401515151515107,0.9401515151515107,33.84545454545439,36.0,2
1,-31.61090827861953,117.19762568251963,737.0,933.0,1.1668921356421378,1.439583333333319,35.157070707070794,32.666666666666664,6
2,-31.6028819074074,117.21565442592592,1033.0,1201.0,0.7888394938394956,0.8511904761905019,22.767249417249424,33.6,5
3,-31.60056462121212,117.1970962878788,1441.0,1593.0,1.1285984848484885,1.2378787878787882,42.06818181818197,38.0,4
4,-31.600924983164983,117.19291339506172,1593.0,1701.0,-0.12499999999998741,-0.26969696969694734,-6.729292929292449,36.0,3
5,-31.595681419753088,117.27945172839505,2249.0,2349.0,1.5786616161616098,1.5083333333333289,52.29292929292908,33.333333333333336,3
6,-31.595670000000005,117.27486999999999,2349.0,2421.0,0.47424242424242957,0.47424242424242957,17.072727272727466,36.0,2
7,-31.604918585858584,117.26868489898989,2885.0,3001.0,0.7421717171717299,0.7295454545454684,28.527272727273214,38.666666666666664,3
8,-31.58743893097643,117.2888082473545,3521.0,3749.0,2.3978200371057494,2.754166666666645,73.59523809523799,32.57142857142857,7
9,-31.590053994107745,117.28492342171717,3749.0,3909.0,1.811915584415581,1.7613636363636491,57.02090909090892,32.0,5
10,-31.958923032407405,117.19299390707673,4794.0,4906.0,2.5952380952381064,2.604166666666667,72.07142857142885,28.0,4
11,-32.35974097222222,117.12672242063492,6030.0,6110.0,2.0565476190476435,1.9702380952381093,55.345238095238734,26.666666666666668,3
12,-32.35551827286469,117.11770772864702,6170.0,6370.0,2.4643707482993222,2.455357142857186,70.52653061224491,28.571428571428573,7
13,-32.47347120370371,117.08861689814815,6730.0,6866.0,1.5986742424242362,1.552272727272718,54.160606060605886,34.0,4
14,-32.47041438492064,117.16339335016833,7418.0,7638.0,2.7095315398886908,2.8208333333333133,84.29350649350667,31.428571428571427,7
15,-32.388384062499995,117.3020297800926,7994.0,8118.0,3.017356601731608,3.1755952380952324,92.28257575757597,31.0,4
16,-32.067390357142855,117.84557160714286,9698.0,9786.0,1.6913239538239653,1.7619047619047774,47.510678210678556,29.333333333333332,3
17,-31.96805737654321,117.99596986111112,10314.0,10410.0,3.0472763347763294,3.1577380952380962,97.53686868686852,32.0,3
18,-31.966685941358023,117.99110277263374,10410.0,10694.0,3.334782347282333,3.396969696969693,105.30084175084124,31.555555555555557,9
19,-31.75586412037037,118.05481643518519,11574.0,11634.0,2.1651785714285987,2.1651785714285987,65.16666666666748,30.0,2
20,-31.144971527777777,117.54961122685185,13474.0,13534.0,1.9250000000000056,1.9250000000000056,57.55833333333348,30.0,2
