lat,lon,t_start,t_end,climb_rate_ms,alt_gain_m,duration_s,circle_id,seg_id,avg_speed_kmh,turn_radius_m,circle_diameter_m,bank_angle_deg,bank_std_deg,bank_range_deg,bank_masd_deg
-32.14396296296296,116.9536259259259,187.0,219.0,2.0374999999999983,65.19999999999995,32.0,0,,93.66803316188668,132.51315988808747,265.02631977617494,27.509354860093254,3.8849122572978363,12.139441719393751,4.216336398290404
-32.144135185185185,116.95317962962963,219.0,251.0,2.6249999999999885,83.99999999999963,32.0,2,,86.97546581295384,123.04511388312673,246.09022776625346,25.80680018602532,4.175402757353276,12.34296055859759,3.0052611394829403
-32.14497407407408,116.95298703703702,251.0,283.0,2.670833333333314,85.46666666666604,32.0,4,,86.4427485284773,122.29147309117177,244.58294618234353,25.66910328992881,6.45929627367756,19.44999822444875,5.401193366666239
-32.14553666666666,116.95223333333334,283.0,307.0,2.9333333333333265,70.39999999999984,24.0,6,,91.89479663310873,97.50340752389144,195.00681504778288,34.26351361427949,9.406606651423498,29.33486721251841,11.012800851269251
-32.14593518518519,116.95178333333332,307.0,334.0,2.8755998523440276,77.64119601328875,27.0,8,,95.05196167984859,113.45992163946988,226.91984327893977,32.06029476472453,6.866714333277632,28.81156990424644,8.115312290503034
-32.14630777777778,116.9508838888889,334.0,363.0,2.5982202447163463,75.34838709677405,29.0,10,,94.4744751534945,121.12397549556717,242.24795099113433,30.096379030714026,7.888763334067558,32.07262581971315,11.814574777407348
-32.14675967741936,116.94946129032259,363.0,393.0,2.538709677419358,76.16129032258074,30.0,12,,96.21226612313215,127.60548116307824,255.21096232615648,29.708273283829946,6.46539538433975,26.673556185756592,7.332491121601333
-32.14710111111111,116.94885000000001,393.0,422.0,2.258286985539463,65.49032258064443,29.0,14,,98.88638068579165,126.78039789658594,253.56079579317188,31.243599889035167,7.045067394388937,25.476712298563207,8.396173471500632
-32.13076354166667,116.94289062499999,609.0,640.0,1.8332111436950411,56.82954545454628,31.0,16,,97.54837427026685,133.69013461845225,267.3802692369045,29.242003250095514,6.502558623408172,27.699354451722172,8.476095336275428
-32.103457407407404,116.99840185185184,1086.0,1118.0,0.9499999999999932,30.399999999999782,32.0,18,,98.9024395733696,139.91833015066007,279.83666030132014,28.805373421019883,4.344592335455986,13.526800287922839,3.5384681216166114
-32.121281249999996,116.93619166666667,1380.0,1408.0,2.860119047619056,80.08333333333357,28.0,20,,101.20335656645364,125.27677909477671,250.55355818955343,32.74307448318564,5.363628004506774,15.6542788968295,4.550979086641875
-32.12143541666667,116.93393541666667,1408.0,1436.0,2.863095238095249,80.16666666666697,28.0,22,,95.95231390056401,118.77666156517733,237.55332313035467,31.370051412587564,2.673614064669684,6.798970316949227,1.8347283828020722
-32.1212537037037,116.93198148148147,1436.0,1468.0,1.5833333333333086,50.666666666665876,32.0,24,,97.81077665503688,138.37394304272425,276.7478860854485,28.53767351536375,4.717565820244545,14.288896072696723,3.150203484670505
-32.12401666666666,117.12322619047617,2200.0,2224.0,2.23214285714287,53.57142857142888,24.0,26,,92.54126148456865,98.1893280348582,196.3786560697164,34.450640551941135,3.2781135028985044,7.412572097231884,3.118340694815194
-32.12407708333333,117.12180208333334,2224.0,2252.0,2.1309523809523996,59.66666666666719,28.0,28,,93.76747395952192,116.07210985921047,232.14421971842094,30.786604495575908,3.496815514043741,12.043008799007115,3.1980374656531225
