cluster_id,lat,lon,t_start,t_end,climb_rate_ms,alt_gain_m,duration_s
0,-31.610698611111104,117.19689675925923,187.0,327.0,3.4714285714285715,486.0,140.0
1,-31.597371794871798,117.16833205128205,331.0,379.0,2.125,102.0,48.0
2,-31.59324074074074,117.17202407407406,383.0,415.0,1.78125,57.0,32.0
3,-31.62354567901234,117.20589197530863,511.0,615.0,3.923076923076923,408.0,104.0
4,-31.629525,117.21208125,663.0,723.0,2.4833333333333334,149.0,60.0
5,-31.63134814814815,117.21412037037037,727.0,759.0,2.65625,85.0,32.0
6,-31.632036111111116,117.21533749999999,763.0,807.0,2.5681818181818183,113.0,44.0
7,-31.638572916666668,117.22142083333334,897.0,919.0,3.227272727272727,71.0,22.0
8,-31.648925,117.23388333333332,1091.0,1119.0,2.75,77.0,28.0
9,-31.650725,117.23641458333333,1123.0,1151.0,2.6785714285714284,75.0,28.0
10,-31.656130555555553,117.23983333333332,1211.0,1231.0,1.95,39.0,20.0
11,-31.64462037037037,117.22409444444445,1363.0,1395.0,2.59375,83.0,32.0
12,-31.6465375,117.22546874999999,1403.0,1431.0,2.857142857142857,80.0,28.0
13,-31.636013541666667,117.21052708333335,1508.0,1538.0,2.8666666666666667,86.0,30.0
14,-31.607272222222218,117.19144722222221,1710.0,1730.0,3.45,69.0,20.0
15,-31.606361111111113,117.19231666666666,1734.0,1754.0,2.4,48.0,20.0
16,-31.60952777777778,117.19399166666666,1778.0,1798.0,2.15,43.0,20.0
17,-31.59306388888889,117.17385,1898.0,1918.0,6.25,125.0,20.0
18,-31.582116666666668,117.16801666666667,1986.0,2006.0,3.45,69.0,20.0
19,-31.580325000000002,117.16349375,2090.0,2118.0,3.4642857142857144,97.0,28.0
20,-31.60419166666667,117.17805357142858,2558.0,2610.0,2.3076923076923075,120.0,52.0
21,-31.60874259259259,117.18079074074075,2650.0,2682.0,2.46875,79.0,32.0
22,-31.61122777777778,117.18290925925928,2686.0,2718.0,1.84375,59.0,32.0
23,-31.61298888888889,117.18630555555556,2726.0,2746.0,2.4,48.0,20.0
24,-31.615433333333335,117.19396851851853,3058.0,3090.0,1.15625,37.0,32.0
25,-31.61883333333333,117.20035238095238,3134.0,3158.0,1.8333333333333333,44.0,24.0
26,-31.621977777777776,117.20532777777777,3182.0,3202.0,2.2,44.0,20.0
27,-31.624824074074077,117.20872962962964,3222.0,3254.0,1.84375,59.0,32.0
28,-31.62712166666667,117.21242666666664,3258.0,3294.0,1.75,63.0,36.0
29,-31.63028703703704,117.21533148148147,3298.0,3330.0,1.75,56.0,32.0
30,-31.576944444444447,117.51002777777778,3818.0,3838.0,8.65,173.0,20.0
31,-31.565292857142854,117.56592380952381,3946.0,3970.0,7.916666666666667,190.0,24.0
32,-31.546697619047617,117.7090611111111,4318.0,4398.0,2.8125,225.0,80.0
33,-31.524033333333335,117.85741666666667,4698.0,4718.0,8.05,161.0,20.0
34,-31.52284722222222,117.86472361111113,4734.0,4778.0,3.090909090909091,136.0,44.0
35,-31.52605740740741,117.8718611111111,4806.0,4838.0,2.21875,71.0,32.0
36,-31.52786818181818,117.87753333333335,4890.0,4930.0,2.425,97.0,40.0
37,-31.532259999999997,117.87978833333334,4962.0,4998.0,1.6944444444444444,61.0,36.0
38,-31.523424999999992,117.9926,5202.0,5222.0,3.2,64.0,20.0
39,-31.52835555555556,118.00060833333333,5226.0,5246.0,2.25,45.0,20.0
40,-31.52924523809524,118.00281904761904,5250.0,5274.0,2.7916666666666665,67.0,24.0
41,-31.531554999999997,118.01318583333332,5318.0,5394.0,1.9473684210526316,148.0,76.0
42,-31.507722222222224,118.08171666666668,5554.0,5574.0,5.0,100.0,20.0
