lat,lon,climb_rate_ms,alt_gain_m,duration_s,circle_cluster_id,alt_cluster_id,circle_lat,circle_lon,alt_lat,alt_lon,dist_m,time_overlap_s,overlap_frac
-32.13576987520003,116.9861642874502,1.75,42.0,24.0,0,6,-32.13464616065648,116.98427729284911,-32.136893589743586,116.98805128205127,434.4288591056847,24.0,1.0
-32.05293344771242,116.93723783905227,2.4545454545454546,54.0,22.0,2,10,-32.05303356209151,116.93657428921568,-32.05283333333333,116.93790138888886,127.03781002835912,22.0,1.0
-31.847093964646465,116.84005030092592,2.8,56.0,20.0,5,11,-31.847406111111113,116.84021726851851,-31.846781818181817,116.83988333333333,76.24830136529758,20.0,1.0
-31.483471237373735,116.66439992424242,3.088235294117647,105.0,34.0,9,13,-31.48320636363636,116.66397762626264,-31.483736111111106,116.6648222222222,99.41935929194669,34.0,1.0
-31.480698910256415,116.6615760042735,2.3214285714285716,65.0,28.0,10,14,-31.480698931623934,116.66129200854701,-31.48069888888889,116.66185999999999,53.86203777231424,28.0,1.0
-31.420467130035735,116.62830933885641,3.5961538461538463,187.0,52.0,11,16,-31.42057623538011,116.62837917153996,-31.42035802469136,116.62823950617285,27.647373623931813,52.0,1.0
-31.416680151575857,116.62645002480158,2.5789473684210527,196.0,76.0,12,17,-31.416994491185896,116.6266316735348,-31.416365811965818,116.62626837606837,77.94457494053849,74.0,0.9736842105263158
-31.15937520833333,116.50920523026315,3.272727272727273,72.0,22.0,13,25,-31.159004583333335,116.50947296052631,-31.15974583333333,116.5089375,96.8998802504078,22.0,1.0
-30.937696706349207,116.42160853174603,2.85,114.0,40.0,14,28,-30.937811666666665,116.42148055555556,-30.93758174603175,116.4217365079365,35.34886055060758,40.0,1.0
-30.788146820987656,116.35316797127257,3.4166666666666665,82.0,24.0,15,31,-30.788426975308642,116.35300132716048,-30.78786666666667,116.35333461538464,69.96662027049317,24.0,1.0
-30.782632965686275,116.34659298202615,2.90625,93.0,32.0,16,35,-30.78250416666667,116.34632027777778,-30.782761764705885,116.34686568627451,59.456970644827976,32.0,1.0
-30.780819570494863,116.34419119981325,2.125,68.0,32.0,17,37,-30.780780317460316,116.3440373015873,-30.78085882352941,116.34434509803921,30.672598596542095,32.0,1.0
-30.43749528769841,116.17244241071428,4.133333333333334,124.0,30.0,18,46,-30.437841617063487,116.17274732142857,-30.437148958333335,116.17213749999999,96.69611654488432,30.0,1.0
-30.43120921474359,116.16691621260684,4.708333333333333,113.0,24.0,20,47,-30.43144278846154,116.16706191239317,-30.430975641025636,116.1667705128205,58.981227068669085,22.0,0.9166666666666666
-30.01652782367497,115.97139727310824,5.089285714285714,285.0,56.0,21,56,-30.01641886574074,115.97140086805555,-30.0166367816092,115.97139367816092,24.241058913899824,56.0,1.0
-30.01144508457229,115.96854080747683,4.694444444444445,845.0,180.0,22,57,-30.012882843137255,115.96903088235294,-30.010007326007326,115.96805073260072,333.38044369235354,64.0,1.0
-29.951483252923975,116.6812931140351,3.033333333333333,91.0,30.0,23,82,-29.95167900584795,116.68130289473685,-29.9512875,116.68128333333334,43.574299693176776,30.0,1.0
-29.947416131111538,116.67933624984084,4.071428571428571,171.0,42.0,24,84,-29.94808832282913,116.67941643907562,-29.946743939393944,116.67925606060606,150.28533186435212,42.0,1.0
-30.193887614468863,116.96067483974358,3.75,90.0,24.0,25,98,-30.193780357142856,116.9605625,-30.19399487179487,116.96078717948717,32.17536088631989,24.0,1.0
-30.46215132215007,116.94887140151515,2.9285714285714284,123.0,42.0,26,110,-30.4623890079365,116.94904583333332,-30.461913636363636,116.94869696969698,62.546953099881485,30.0,0.7142857142857143
-30.998921343101344,116.87903113514957,2.4166666666666665,58.0,24.0,27,126,-30.9983773015873,116.87895201388888,-30.999465384615384,116.87911025641026,121.92597018468174,24.0,1.0
-31.638843045652607,116.90462697068726,2.287878787878788,151.0,66.0,28,134,-31.64002432659933,116.90538678451179,-31.637661764705886,116.90386715686273,299.51615293650457,14.0,0.25925925925925924
-31.827552976206352,116.8975672068778,3.125,75.0,24.0,30,139,-31.8287918498486,116.89811005478121,-31.826314102564105,116.89702435897438,293.98736568137616,24.0,1.0
-31.92710015426825,116.91497902640126,2.1904761904761907,46.0,21.0,31,144,-31.926624550960735,116.9150307800752,-31.927575757575763,116.9149272727273,106.2196181537396,21.0,1.0
