cluster_id,n_circles,n_turns_sum,duration_min,alt_gained_m,av_climb_ms,lat,lon,t_start,t_end
1,2,2.1333333333333333,1.0666666666666667,60.74666666666606,0.9491666666666572,-31.59715277777778,117.2192962962963,17693.0,17757.0
2,1,1.2,0.6,49.92000000000016,1.3866666666666712,-31.596299999999996,117.21628666666668,17757.0,17793.0
3,2,2.1333333333333333,1.0666666666666667,80.15999999999971,1.2524999999999955,-31.595469444444447,117.21305462962965,17793.0,17857.0
4,1,1.4666666666666666,0.7333333333333333,17.899999999999142,0.4068181818181623,-31.610154166666664,117.20963472222222,17941.0,17985.0
5,1,1.3333333333333333,0.6666666666666666,12.109090909091266,0.30272727272728167,-31.61250909090909,117.20770151515153,17985.0,18025.0
6,9,10.0,5.0,329.37281385281165,1.0979093795093722,-31.611235453476564,117.2003515875688,18025.0,18325.0
7,8,9.066666666666666,4.533333333333333,231.60645687645442,0.8514943267516707,-31.602990324074074,117.21445665509259,18425.0,18697.0
8,3,3.2,1.6,119.70666666666355,1.246944444444412,-31.600977777777775,117.20616111111111,18697.0,18793.0
9,1,1.2,0.6,48.85090909090852,1.3569696969696812,-31.60067,117.20231333333336,18793.0,18829.0
10,1,1.3333333333333333,0.6666666666666666,56.25454545454531,1.4063636363636327,-31.59965303030303,117.20055454545457,18829.0,18869.0
11,6,7.733333333333333,3.8666666666666667,173.85808857808883,0.7493883128365898,-31.600760493827156,117.19582609708193,18869.0,19101.0
12,2,3.2,1.6,-13.616923076925588,-0.14184294871797487,-31.613524603174604,117.23556547619046,19253.0,19349.0
13,2,2.4,1.2,103.92000000000095,1.4433333333333467,-31.5943275,117.28442666666666,19585.0,19657.0
14,7,8.133333333333333,4.066666666666666,192.68818181817917,0.7897056631892589,-31.595530014430015,117.27652428270804,19657.0,19901.0
15,1,1.3333333333333333,0.6666666666666666,24.090909090910287,0.6022727272727572,-31.605698484848485,117.27855,20165.0,20205.0
16,1,1.3333333333333333,0.6666666666666666,11.345454545454306,0.28363636363635764,-31.605357575757576,117.27611666666668,20205.0,20245.0
17,1,1.4666666666666666,0.7333333333333333,12.915384615383486,0.29353146853144285,-31.60552916666667,117.2736902777778,20245.0,20289.0
18,7,8.933333333333334,4.466666666666667,119.85818181818343,0.44723202170963966,-31.605615952380955,117.26574058441558,20289.0,20557.0
19,1,1.3333333333333333,0.6666666666666666,-18.59999999999977,-0.46499999999999425,-31.607406060606056,117.25892727272726,20557.0,20597.0
