x_bin,count,mean,median,p95,x_mid
"[26.71,26.95)",1586.0,100.1340085916588,102.07678865073052,110.63294412395527,26.827965125164738
"[26.95,27.18)",1717.0,100.7065965626315,103.01153638857323,111.67523850479704,27.06433486195033
"[27.18,27.42)",1871.0,101.84390738691023,104.08033375867342,112.93218899417414,27.300704598735926
"[27.42,27.66)",2186.0,102.37106056963918,105.0574314809866,114.0756910163528,27.537074335521517
"[27.66,27.89)",2174.0,102.8959488602659,104.01933076350912,115.02917003709311,27.773444072307107
"[27.89,28.13)",2361.0,102.53184673833236,104.37133450417252,113.56444168022752,28.009813809092698
"[28.13,28.36)",2461.0,103.29825153251396,105.17419402332648,114.54827494458488,28.246183545878296
"[28.36,28.60)",2668.0,103.82944189327074,104.00509419690654,115.77496402587165,28.482553282663886
"[28.60,28.84)",2840.0,104.1547805747715,104.58755597630032,116.7518475453257,28.718923019449477
"[28.84,29.07)",3076.0,104.79085237924835,105.3306642229424,117.75452463582432,28.955292756235067
"[29.07,29.31)",3107.0,104.49125197162574,103.50054013546344,116.18368027720128,29.191662493020665
"[29.31,29.55)",3376.0,104.74277650159495,104.29614454618556,116.97133175141047,29.428032229806256
"[29.55,29.78)",3492.0,105.22090789854252,102.87292500360618,118.05780875902424,29.664401966591846
"[29.78,30.02)",3643.0,105.65483300260536,103.75998949113657,116.89922064122318,29.900771703377437
"[30.02,30.26)",3827.0,106.22725975149137,104.68784836582378,118.0217239072692,30.137141440163035
"[30.26,30.49)",4082.0,106.5164241063432,105.58220294419294,119.06445906443237,30.373511176948625
"[30.49,30.73)",4121.0,106.31993044225636,106.39317245236766,119.9307576565239,30.609880913734216
"[30.73,30.96)",4151.0,106.93275671783805,107.36226545933752,121.08593349534408,30.846250650519806
"[30.96,31.20)",4432.0,107.29610224292176,108.25501206120198,122.19135544316983,31.082620387305404
"[31.20,31.44)",4566.0,107.99877447136532,109.26556291652889,123.33905736544537,31.318990124090995
"[31.44,31.67)",4542.0,108.55675445950524,110.14490912806633,124.45654777371679,31.555359860876585
"[31.67,31.91)",4613.0,107.85765273555064,110.98539440060064,125.2068858599107,31.791729597662176
"[31.91,32.15)",4246.0,106.50518891450166,105.8791904710354,119.66074643417443,32.028099334447774
"[32.15,32.38)",4324.0,106.8411694186126,106.61273943489569,120.68773391597661,32.264469071233364
"[32.38,32.62)",4563.0,107.40259595896595,107.37014749476076,121.71508464637473,32.500838808018955
"[32.62,32.86)",4674.0,107.35070223128069,107.96272543819424,122.6945544035039,32.737208544804545
"[32.86,33.09)",4787.0,108.06860046451689,106.1972616153724,123.71601759519139,32.97357828159014
"[33.09,33.33)",4812.0,108.19425050241719,106.78358396844327,124.5915260173681,33.209948018375734
"[33.33,33.56)",4935.0,108.23846481175408,107.28495591391754,122.6746874299739,33.446317755161324
"[33.56,33.80)",4962.0,108.54726206125618,105.30244729579096,123.66298999963355,33.682687491946915
"[33.80,34.04)",5138.0,109.0465506093228,106.19657665344313,124.58463343487044,33.91905722873251
"[34.04,34.27)",5357.0,109.30259491738188,107.0184770522168,125.5414926576752,34.1554269655181
"[34.27,34.51)",5258.0,109.58595198980147,107.8930341582995,126.41182842619837,34.391796702303694
"[34.51,34.75)",5415.0,110.00852066561598,108.77735968796996,124.7478141323384,34.628166439089284
"[34.75,34.98)",5343.0,110.13943076282713,109.6503855327052,125.7737699262159,34.86453617587488
"[34.98,35.22)",5176.0,110.2318222980977,110.47655892295961,126.84370339810978,35.10090591266047
"[35.22,35.46)",5281.0,110.35588351452735,111.33379322192772,127.8967040298896,35.33727564944606
"[35.46,35.69)",5179.0,110.78086971106049,112.2479483332274,128.95723596445407,35.573645386231654
"[35.69,35.93)",5119.0,111.05943767903473,113.1159750428773,130.00925767973936,35.81001512301725
"[35.93,36.16)",5097.0,111.25803902469319,110.8001565710224,131.0611226426597,36.04638485980284
"[36.16,36.40)",4979.0,111.60165674458851,111.58553463422534,132.10866605873966,36.28275459658843
"[36.40,36.64)",4826.0,111.61386897890492,112.26979507305143,133.0899185477663,36.51912433337402
"[36.64,36.87)",4806.0,111.53578125784131,112.95085257068331,134.04962018008098,36.75549407015962
"[36.87,37.11)",4708.0,112.06033041981465,110.45452718330623,135.19900528220498,36.99186380694521
"[37.11,37.35)",4709.0,112.14775810569887,111.2658716305129,132.79995047708493,37.2282335437308
"[37.35,37.58)",4570.0,112.3809893303556,111.93459350093696,133.51425256770176,37.46460328051639
"[37.58,37.82)",4401.0,112.85042847997352,112.66869184527052,134.34018454115343,37.70097301730199
"[37.82,38.06)",4362.0,112.8273174322279,109.88724828246836,131.87467332701215,37.93734275408758
"[38.06,38.29)",4204.0,113.03043265651014,110.72336668412406,132.32540196695447,38.17371249087317
"[38.29,38.53)",4289.0,112.71582417970482,111.22231311218604,129.64443519635716,38.41008222765876
"[38.53,38.76)",4083.0,112.736348359207,111.92756375632672,130.4504558678211,38.64645196444436
"[38.76,39.00)",4077.0,113.47904873357786,112.84747201940353,131.59378312539718,38.88282170122995
"[39.00,39.24)",3983.0,113.158479634678,109.9955704330012,132.40814276398422,39.11919143801554
"[39.24,39.47)",3846.0,113.25751742988639,110.83034798806247,133.2436226516012,39.35556117480113
"[39.47,39.71)",3815.0,113.31600507559233,111.67524071763334,130.6566227473399,39.59193091158673
"[39.71,39.95)",3657.0,113.72913084436433,112.52249950232202,131.73047716025008,39.82830064837232
"[39.95,40.18)",3533.0,113.75672395398789,113.436533470264,132.71219774372412,40.06467038515791
"[40.18,40.42)",3435.0,114.03157908529853,114.26715190874204,133.76339028543015,40.3010401219435
"[40.42,40.66)",3361.0,114.0205992141379,115.15600163293742,134.774024778329,40.5374098587291
"[40.66,40.89)",3244.0,114.82576418645857,116.05190486943359,136.0001420536104,40.77377959551469
"[40.89,41.13)",3136.0,114.98814576459431,116.94281030297132,136.96883227652324,41.01014933230028
"[41.13,41.36)",2934.0,115.32667549063116,117.88159458549592,137.84560455256346,41.24651906908587
"[41.36,41.60)",2810.0,115.31946779616781,114.76765831091097,138.8033434501372,41.48288880587147
"[41.60,41.84)",2792.0,115.76609350531506,115.465334917909,135.823629031927,41.71925854265706
"[41.84,42.07)",2591.0,116.01453596169777,116.25022078550342,136.7574792311529,41.95562827944265
"[42.07,42.31)",2594.0,116.9835160197251,117.27575387648733,137.94639661685358,42.19199801622824
"[42.31,42.55)",2406.0,116.28794797528828,117.831531627043,138.4308469033972,42.42836775301384
"[42.55,42.78)",2305.0,117.09803320628342,118.79323035331772,139.76690709701606,42.66473748979943
"[42.78,43.02)",2252.0,117.10993376352967,115.24690250052711,140.69706103640564,42.90110722658502
"[43.02,43.26)",2182.0,117.17647974065952,116.02777929484023,137.19144351158215,43.13747696337061
"[43.26,43.49)",2006.0,117.47310818160562,116.79271363647896,138.2086848597764,43.37384670015621
"[43.49,43.73)",1939.0,118.29400394958124,117.77858396021551,139.34453296580233,43.6102164369418
"[43.73,43.96)",1872.0,117.90163800176083,118.39880303496903,135.38825668990322,43.84658617372739
"[43.96,44.20)",1872.0,118.40617579362511,114.75636584452299,141.16765274522538,44.08295591051298
"[44.20,44.44)",1733.0,118.68525748609214,115.58379421051524,137.57666421321863,44.31932564729858
"[44.44,44.67)",1611.0,119.25529827981808,116.45022366477583,138.80057864940164,44.55569538408417
"[44.67,44.91)",1520.0,119.01453437263135,117.10515527153538,139.65135069595138,44.79206512086976
"[44.91,45.15)",1515.0,119.6419190355165,118.10459215714224,140.7559754538987,45.02843485765535
"[45.15,45.38)",1398.0,120.58221552205524,118.97998879462773,141.784255903172,45.264804594440946
"[45.38,45.62)",1338.0,120.18446841788953,119.7352981109128,137.8192862023956,45.50117433122654
"[45.62,45.86)",1184.0,120.25682124298395,120.66919524440172,143.73449647453552,45.73754406801213
"[45.86,46.09)",1108.0,119.62275486090583,116.65349165566053,140.02535004641558,45.97391380479772
"[46.09,46.33)",1016.0,120.33105577326971,117.53430668419523,141.11084311447124,46.210283541583316
"[46.33,46.56)",1065.0,120.44007870261274,118.37918918321591,142.33633879260745,46.446653278368906
"[46.56,46.80)",1002.0,120.88834257419605,119.3519691578864,143.07494621625787,46.6830230151545
"[46.80,47.04)",832.0,121.30066482619453,120.30655103343739,144.3031836295219,46.91939275194009
"[47.04,47.27)",878.0,121.81976973088462,121.15305313720778,145.5142280468881,47.155762488725685
"[47.27,47.51)",748.0,122.40525849124938,121.93173871305763,152.22334533889693,47.392132225511276
"[47.51,47.75)",722.0,122.42027131402699,123.01640942746036,148.0113057170095,47.628501962296866
"[47.75,47.98)",648.0,124.11314506528345,124.06619815565999,149.27226579988164,47.86487169908246
"[47.98,48.22)",635.0,122.35496926542814,124.7992849041898,144.53979561247422,48.101241435868054
"[48.22,48.46)",539.0,123.98636065868232,120.48894518179848,151.3474174127758,48.337611172653645
"[48.46,48.69)",580.0,124.19974504806764,121.45691705883434,152.29731609019115,48.573980909439236
"[48.69,48.93)",521.0,124.95105620578254,122.49317895404,148.24365050536153,48.810350646224826
"[48.93,49.16)",489.0,125.26216312195425,123.42663513457892,149.32491456840123,49.046720383010424
"[49.16,49.40)",479.0,125.17641176322053,124.21302097193372,150.56268409812878,49.283090119796015
"[49.40,49.64)",409.0,126.91626396970638,125.40042468752576,152.02877992669735,49.519459856581605
"[49.64,49.87)",384.0,127.07135530734654,126.08670133967235,157.9623560187678,49.755829593367196
"[49.87,50.11)",370.0,124.84497300874196,123.87649357003772,150.9264520368598,49.99219933015279
"[50.11,50.35)",337.0,126.26854152209549,127.81575057527222,155.7159408366064,50.228569066938384
"[50.35,50.58)",301.0,127.01453966559488,123.08753042498375,156.15552202722114,50.464938803723975
"[50.58,50.82)",300.0,126.24522293802809,123.84739271414222,151.20507051864573,50.701308540509565
"[50.82,51.06)",275.0,128.01122755396705,124.89911244369416,159.0394205251811,50.93767827729516
"[51.06,51.29)",250.0,126.59226810922382,125.56784059521054,154.01841173744853,51.17404801408075
"[51.29,51.53)",241.0,129.49329849780932,127.16132252613768,155.21457410824485,51.410417750866344
"[51.53,51.76)",211.0,130.07140538119376,127.87196285536696,163.19120585972163,51.646787487651935
"[51.76,52.00)",182.0,128.4609157336712,128.7175783657388,157.65547889450468,51.88315722443753
"[52.00,52.24)",158.0,128.59728815255133,129.74713804748197,152.9125858526804,52.11952696122312
"[52.24,52.47)",138.0,130.5162099365457,130.7580872799105,160.45986214446862,52.35589669800871
"[52.47,52.71)",156.0,130.74886061281808,131.79558331888126,161.33051320688253,52.592266434794304
"[52.71,52.95)",135.0,130.21214320804378,126.37886491711032,163.64183855018743,52.8286361715799
"[52.95,53.18)",104.0,133.73016947168827,127.4861477245835,171.97006829763498,53.06500590836549
"[53.18,53.42)",102.0,131.2548593271098,127.9999754524755,165.53318836458564,53.30137564515108
"[53.42,53.66)",107.0,130.59209974114492,129.12202421620756,167.4811494512623,53.53774538193667
"[53.66,53.89)",96.0,133.9871179430455,130.6525459188184,161.6258941891792,53.77411511872227
"[53.89,54.13)",81.0,134.86682698560998,131.89940094330444,163.15659530307272,54.01048485550786
"[54.13,54.37)",74.0,133.2526378359101,132.63482126245344,163.48163887768757,54.24685459229345
"[54.37,54.60)",78.0,132.20738970361518,126.4807112343642,166.20537371261435,54.48322432907904
"[54.60,54.84)",56.0,135.3232412930144,134.59558310879527,162.99648279839104,54.71959406586464
"[54.84,55.07)",47.0,138.86064464124118,136.46375599357583,181.57956296635808,54.95596380265023
"[55.07,55.31)",57.0,137.0497741162101,137.23400423449596,171.74340586640082,55.19233353943582
"[55.31,55.55)",42.0,131.4368537994168,130.40072320168596,155.0784348562586,55.42870327622141
"[55.55,55.78)",47.0,140.60022304996815,139.81716563884487,173.15059785561633,55.66507301300701
"[55.78,56.02)",34.0,135.2066323096326,128.95194789234648,163.44235455556517,55.9014427497926
"[56.02,56.26)",29.0,140.68258033476732,134.43460518058674,181.19190827044736,56.13781248657819
"[56.26,56.49)",26.0,140.02710352140065,135.5019243762368,169.23908500621408,56.37418222336378
"[56.49,56.73)",19.0,136.3398672863447,136.73904745492902,154.72417594387892,56.61055196014938
"[56.73,56.97)",24.0,143.31204691965505,137.89360340099603,187.95564946648108,56.84692169693497
"[56.97,57.20)",13.0,144.26468664816937,138.3994293916151,182.49739205809192,57.08329143372056
"[57.20,57.44)",13.0,140.03265552761604,140.10910815000486,169.98088348260828,57.31966117050615
"[57.44,57.67)",10.0,135.164917234215,137.21072522044358,158.74659495400587,57.55603090729175
"[57.67,57.91)",16.0,136.06775467484619,134.02118443061374,173.58751064074977,57.79240064407734
"[57.91,58.15)",12.0,131.29892735847633,130.51427635099782,143.92722164702477,58.02877038086293
"[58.15,58.38)",10.0,135.48213041098614,118.10578697279036,178.12677830716433,58.26514011764852
"[58.38,58.62)",9.0,140.41373348453604,146.95458366010664,161.2082238691013,58.50150985443412
"[58.62,58.86)",8.0,155.27494347093608,162.19410101371687,185.73039103944703,58.73787959121971
"[58.86,59.09)",9.0,149.5163327736018,149.549972942412,192.262370023369,58.9742493280053
"[59.09,59.33)",5.0,153.0666498251906,151.2021310256167,189.19093760761703,59.21061906479089
"[59.33,59.57)",9.0,136.5088363231581,124.08430060196078,178.90458476089697,59.44698880157649
"[59.57,59.80)",8.0,159.6440268425034,154.18152228635574,194.9237099728669,59.68335853836208
"[59.80,60.04)",3.0,154.93931284660258,154.68290469431577,164.11454674520292,59.91972827514767
"[60.04,60.27)",5.0,172.22557031439192,175.83344107326045,200.03549997480923,60.15609801193326
"[60.27,60.51)",3.0,151.60571552850772,128.85304333363703,190.88832839365972,60.39246774871886
"[60.51,60.75)",4.0,162.19420764660845,155.08861812287415,194.63124589221638,60.62883748550445
"[60.75,60.98)",2.0,166.63944650870363,166.63944650870363,208.073163833233,60.86520722229004
"[60.98,61.22)",3.0,139.1867420803517,142.48513246712122,169.97161056231135,61.10157695907563
"[61.22,61.46)",5.0,156.2084097496143,164.9656988165744,174.54811186046507,61.33794669586123
"[61.46,61.69)",6.0,179.65567232795658,186.62924675893555,204.29061672065907,61.57431643264682
"[61.69,61.93)",2.0,120.15467634873082,120.15467634873082,153.11156250867714,61.81068616943241
"[61.93,62.17)",2.0,169.38644101073345,169.38644101073345,169.7081153658158,62.047055906218
"[62.17,62.40)",1.0,213.38150936567496,213.38150936567496,213.38150936567496,62.283425643003596
"[62.40,62.64)",2.0,172.49477632291786,172.49477632291786,191.85186589034018,62.51979537978919
"[62.64,62.87)",1.0,87.13806523138685,87.13806523138685,87.13806523138685,62.75616511657478
"[62.87,63.11)",,,,,62.99253485336037
"[63.11,63.35)",3.0,170.57154037380164,177.91361039186944,178.4635970426685,63.228904590145966
"[63.35,63.58)",,,,,63.46527432693156
"[63.58,63.82)",,,,,63.70164406371715
"[63.82,64.06)",1.0,184.7081005588592,184.7081005588592,184.7081005588592,63.93801380050274
"[64.06,64.29)",2.0,209.1428898124079,209.1428898124079,220.1559161563119,64.17438353728832
"[64.29,64.53)",,,,,64.41075327407393
"[64.53,64.77)",1.0,200.64433860968623,200.64433860968623,200.64433860968623,64.64712301085953
"[64.77,65.00)",,,,,64.8834927476451
"[65.00,65.24)",,,,,65.11986248443071
"[65.24,65.47)",1.0,183.89767643372477,183.89767643372477,183.89767643372477,65.35623222121629
"[65.47,65.71)",,,,,65.5926019580019
"[65.71,65.95)",1.0,201.07294525637425,201.07294525637425,201.07294525637425,65.82897169478747
"[65.95,66.18)",2.0,170.8610895465065,170.8610895465065,221.62238687264372,66.06534143157307
"[66.18,66.42)",,,,,66.30171116835865
"[66.42,66.66)",,,,,66.53808090514426
"[66.66,66.89)",1.0,182.41515534885903,182.41515534885903,182.41515534885903,66.77445064192986
"[66.89,67.13)",,,,,67.01082037871544
"[67.13,67.37)",1.0,187.25424557230193,187.25424557230193,187.25424557230193,67.24719011550104
"[67.37,67.60)",,,,,67.48355985228662
"[67.60,67.84)",,,,,67.71992958907222
"[67.84,68.07)",1.0,180.83263023391208,180.83263023391208,180.83263023391208,67.9562993258578
"[68.07,68.31)",,,,,68.1926690626434
"[68.31,68.55)",,,,,68.42903879942901
"[68.55,68.78)",1.0,128.9766279110331,128.9766279110331,128.9766279110331,68.66540853621458
"[68.78,69.02)",1.0,161.20496425018337,161.20496425018337,161.20496425018337,68.90177827300019
"[69.02,69.26)",2.0,184.41531895232004,184.41531895232004,190.52170107442623,69.13814800978577
