slope,intercept,r,p,stderr,r2,slope_ci95,intercept_ci95,n
-0.0034391217616901756,2.4254270435000143,-0.08940565238638966,0.0,6.725104794878764e-05,0.007993370678635942,"[-0.0035709318851601187, -0.0033073116382202326]","[2.4069277109302343, 2.4439263760697942]",324552
