slope,intercept,r,p,stderr,r2,slope_ci95,intercept_ci95,n
-0.05167846723997578,111.91063264129552,-0.02308573257613514,1.6243160588028895e-39,0.003928342967674895,0.0005329510485768273,"[-0.05937790668954122, -0.043979027790410345]","[111.69025853329133, 112.13100674929971]",324552
