slope,intercept,r,p,stderr,r2,slope_ci95,intercept_ci95,n
0.19629986998004742,83.55185715483147,0.478359317999383,0.0,0.0006325584996243027,0.22882763711683485,"[0.1950600734790184, 0.19753966648107643]","[83.37785376884257, 83.72586054082036]",324552
