slope,intercept,r,p,stderr,r2,slope_ci95,intercept_ci95,n
1.002378785488914,74.8130449976947,0.488589667414591,0.0,0.003142092967704943,0.23871986310430063,"[0.9962203734691842, 1.0085371975086435]","[74.59091624820617, 75.03517374718324]",324552
