slope,intercept,r,p,stderr,r2,slope_ci95,intercept_ci95,n
-2.6042986948125284,229.68644104992944,-0.5209175375989309,0.0,0.0074909858722644876,0.2713550809781336,"[-2.618980812085804, -2.589616577539253]","[229.1568694104697, 230.21601268938917]",324552
