x_bin,count,mean,median,std,p95,x_mid
"[38.88,39.11)",2241.0,104.7625098378538,105.76528066499486,8.100239738888147,115.00603039772692,38.99779309540178
"[39.11,39.35)",,,,,,39.23061574074747
"[39.35,39.58)",,,,,,39.463438386093145
"[39.58,39.81)",,,,,,39.69626103143883
"[39.81,40.05)",5473.0,104.01930683513608,105.47222967409746,6.970563717976191,112.48115003348961,39.929083676784515
"[40.05,40.28)",,,,,,40.16190632213019
"[40.28,40.51)",,,,,,40.39472896747587
"[40.51,40.74)",,,,,,40.62755161282156
"[40.74,40.98)",,,,,,40.86037425816724
"[40.98,41.21)",1042.0,101.48080413638978,102.67315469277963,7.049588902954385,109.50445528369801,41.09319690351292
"[41.21,41.44)",,,,,,41.3260195488586
"[41.44,41.68)",,,,,,41.55884219420429
"[41.68,41.91)",,,,,,41.791664839549966
"[41.91,42.14)",1046.0,100.13040565803992,101.4838086811416,6.038277561767254,107.19651364236609,42.02448748489565
"[42.14,42.37)",,,,,,42.257310130241336
"[42.37,42.61)",,,,,,42.490132775587014
"[42.61,42.84)",,,,,,42.7229554209327
"[42.84,43.07)",543.0,97.9498824241358,98.96226264934226,6.1301099303794535,104.62437974447094,42.955778066278384
"[43.07,43.31)",,,,,,43.18860071162406
"[43.31,43.54)",,,,,,43.42142335696975
"[43.54,43.77)",,,,,,43.65424600231543
"[43.77,44.00)",984.0,96.82885518650481,98.14098503378423,5.515393340383255,102.39100002962917,43.88706864766111
"[44.00,44.24)",,,,,,44.11989129300679
"[44.24,44.47)",,,,,,44.35271393835248
"[44.47,44.70)",,,,,,44.58553658369816
"[44.70,44.93)",,,,,,44.818359229043836
"[44.93,45.17)",294.0,94.4809456784398,96.00389383407406,6.393273004806468,100.1576477363172,45.05118187438952
"[45.17,45.40)",,,,,,45.284004519735205
"[45.40,45.63)",,,,,,45.51682716508088
"[45.63,45.87)",,,,,,45.74964981042657
"[45.87,46.10)",182.0,92.23575181586254,94.36838093834845,7.450245575857495,97.98317600096995,45.98247245577225
"[46.10,46.33)",,,,,,46.21529510111793
"[46.33,46.56)",,,,,,46.448117746463616
"[46.56,46.80)",,,,,,46.6809403918093
"[46.80,47.03)",123.0,90.66730112911532,92.36819880843336,6.792434705898315,95.73592454912581,46.91376303715498
"[47.03,47.26)",,,,,,47.146585682500664
"[47.26,47.50)",,,,,,47.37940832784635
"[47.50,47.73)",,,,,,47.61223097319203
"[47.73,47.96)",,,,,,47.845053618537705
"[47.96,48.19)",164.0,88.23116919952824,90.75609486735058,9.679749552087356,93.98300608742123,48.0778762638834
"[48.19,48.43)",,,,,,48.310698909229075
"[48.43,48.66)",,,,,,48.54352155457475
"[48.66,48.89)",,,,,,48.77634419992044
"[48.89,49.13)",44.0,83.91059933374741,88.50385569796222,10.303386393616295,92.09975798749022,49.00916684526612
"[49.13,49.36)",,,,,,49.2419894906118
"[49.36,49.59)",,,,,,49.474812135957485
"[49.59,49.82)",,,,,,49.70763478130317
"[49.82,50.06)",38.0,85.8217716120071,87.34341686658863,5.157786615022967,90.3689469778382,49.94045742664885
"[50.06,50.29)",,,,,,50.17328007199453
"[50.29,50.52)",,,,,,50.40610271734022
"[50.52,50.76)",,,,,,50.638925362685896
"[50.76,50.99)",,,,,,50.87174800803158
"[50.99,51.22)",21.0,75.80928867203426,80.2608358260096,13.62509249044964,88.05678806868552,51.104570653377266
"[51.22,51.45)",,,,,,51.337393298722944
"[51.45,51.69)",,,,,,51.57021594406862
"[51.69,51.92)",,,,,,51.803038589414314
"[51.92,52.15)",24.0,79.1323132610812,84.26353382874127,10.64254698787484,86.92336687298031,52.03586123475999
"[52.15,52.39)",,,,,,52.26868388010567
"[52.39,52.62)",,,,,,52.501506525451354
"[52.62,52.85)",,,,,,52.73432917079704
"[52.85,53.08)",18.0,74.21723114875712,80.87058611467268,14.024157868119257,84.46564018281234,52.96715181614272
"[53.08,53.32)",,,,,,53.1999744614884
"[53.32,53.55)",,,,,,53.43279710683409
"[53.55,53.78)",,,,,,53.665619752179765
"[53.78,54.01)",7.0,67.33570417744953,69.51644805128952,16.080869311372116,82.10064619089239,53.89844239752545
"[54.01,54.25)",,,,,,54.131265042871135
"[54.25,54.48)",,,,,,54.36408768821681
"[54.48,54.71)",,,,,,54.5969103335625
"[54.71,54.95)",,,,,,54.82973297890818
"[54.95,55.18)",5.0,75.71097821679999,78.86281027026553,8.147889507842725,81.35554374397599,55.06255562425386
"[55.18,55.41)",,,,,,55.29537826959954
"[55.41,55.64)",,,,,,55.52820091494523
"[55.64,55.88)",,,,,,55.76102356029091
"[55.88,56.11)",8.0,67.82248958503882,71.37080041208395,10.741653881916754,78.90096389165336,55.993846205636586
"[56.11,56.34)",,,,,,56.22666885098227
"[56.34,56.58)",,,,,,56.459491496327956
"[56.58,56.81)",,,,,,56.692314141673634
"[56.81,57.04)",2.0,65.06719649674633,65.06719649674633,14.85514945147822,74.5209557181582,56.92513678701932
"[57.04,57.27)",,,,,,57.157959432365004
"[57.27,57.51)",,,,,,57.39078207771068
"[57.51,57.74)",,,,,,57.62360472305637
"[57.74,57.97)",,,,,,57.85642736840205
"[57.97,58.21)",6.0,62.026261959049634,62.676215732987345,14.489108990170216,77.8658401067077,58.08925001374773
"[58.21,58.44)",,,,,,58.322072659093415
"[58.44,58.67)",,,,,,58.5548953044391
"[58.67,58.90)",,,,,,58.78771794978478
"[58.90,59.14)",1.0,32.96174020892411,32.96174020892411,,32.96174020892411,59.020540595130456
"[59.14,59.37)",,,,,,59.25336324047615
"[59.37,59.60)",,,,,,59.486185885821826
"[59.60,59.84)",,,,,,59.7190085311675
"[59.84,60.07)",7.0,59.77287377447273,61.1342615300544,11.200710385703328,71.55680370638642,59.95183117651319
