x_bin,count,mean,median,p95,x_mid
"[205.34,205.83)",,,,,205.58533434141967
"[205.83,206.33)",1.0,21.0,21.0,21.0,206.08012455644115
"[206.33,206.82)",1.0,20.0,20.0,20.0,206.5749147714626
"[206.82,207.32)",,,,,207.06970498648406
"[207.32,207.81)",,,,,207.56449520150554
"[207.81,208.31)",,,,,208.05928541652702
"[208.31,208.80)",,,,,208.55407563154847
"[208.80,209.30)",,,,,209.04886584656992
"[209.30,209.79)",,,,,209.5436560615914
"[209.79,210.29)",,,,,210.0384462766129
"[210.29,210.78)",,,,,210.53323649163434
"[210.78,211.28)",,,,,211.0280267066558
"[211.28,211.77)",,,,,211.52281692167728
"[211.77,212.27)",,,,,212.01760713669876
"[212.27,212.76)",1.0,21.0,21.0,21.0,212.5123973517202
"[212.76,213.25)",,,,,213.00718756674166
"[213.25,213.75)",1.0,20.0,20.0,20.0,213.50197778176315
"[213.75,214.24)",,,,,213.99676799678463
"[214.24,214.74)",,,,,214.49155821180608
"[214.74,215.23)",,,,,214.98634842682753
"[215.23,215.73)",,,,,215.48113864184901
"[215.73,216.22)",,,,,215.9759288568705
"[216.22,216.72)",,,,,216.47071907189195
"[216.72,217.21)",,,,,216.9655092869134
"[217.21,217.71)",,,,,217.46029950193488
"[217.71,218.20)",,,,,217.95508971695637
"[218.20,218.70)",,,,,218.44987993197782
"[218.70,219.19)",,,,,218.94467014699927
"[219.19,219.69)",,,,,219.43946036202075
"[219.69,220.18)",,,,,219.93425057704223
"[220.18,220.68)",,,,,220.4290407920637
"[220.68,221.17)",,,,,220.92383100708514
"[221.17,221.67)",1.0,19.0,19.0,19.0,221.41862122210662
"[221.67,222.16)",,,,,221.9134114371281
"[222.16,222.66)",,,,,222.40820165214956
"[222.66,223.15)",,,,,222.902991867171
"[223.15,223.65)",,,,,223.3977820821925
"[223.65,224.14)",,,,,223.89257229721397
"[224.14,224.63)",,,,,224.38736251223543
"[224.63,225.13)",,,,,224.88215272725688
"[225.13,225.62)",,,,,225.37694294227836
"[225.62,226.12)",,,,,225.87173315729984
"[226.12,226.61)",,,,,226.3665233723213
"[226.61,227.11)",,,,,226.86131358734275
"[227.11,227.60)",1.0,18.0,18.0,18.0,227.35610380236423
