slope,intercept,r,p,stderr,r2,slope_ci95,intercept_ci95,n
-0.796355173045502,56.40337672218689,-0.8689307791183476,0.0,0.0007962102880770021,0.7550406988992185,"[-0.7979157223541073, -0.7947946237368966]","[56.347089019232754, 56.45966442514103]",324552
