slope,intercept,r,p,stderr,r2,slope_ci95,intercept_ci95,n
-0.10419506852982818,49.84402744158191,-0.5209175375989309,0.0,0.0002997059392116922,0.2713550809781336,"[-0.10478248356731952, -0.10360765349233685]","[49.76158471374758, 49.926470169416234]",324552
