slope,intercept,r,p,stderr,r2,slope_ci95,intercept_ci95,n
-0.010312826154498713,29.222801461592283,-0.02308573257613514,1.6243160588028895e-39,0.0007839303343257929,0.0005329510485768273,"[-0.01184930710626029, -0.008776345202737136]","[29.052022018145212, 29.393580905039354]",324552
