cluster_id,lat,lon,t_start,t_end,climb_rate_ms,climb_rate_ms_median,alt_gain_m_mean,duration_s_mean,n_circles
0,-31.64388738977045,117.20956652580321,346.0,807.0,2.301908412333546,2.1147741147741312,51.942323147462865,23.05,20
1,-31.400302342450633,117.07941746157113,1615.0,1858.0,1.8275493544663277,1.9617391304347942,39.900539750104485,22.09090909090909,11
2,-31.260521646515727,116.98593928278025,2372.0,2666.0,2.2670721846475113,2.1610683760683935,54.96529925277233,24.5,12
3,-31.094664501194742,116.83623696236559,3449.0,3525.0,1.1565649836372074,1.3705645161290207,29.798978494623483,25.333333333333332,3
4,-31.00850378347341,116.77657064670316,3769.0,3887.0,1.675109010929092,1.1763546798029443,38.29560627378598,23.6,5
5,-31.003688062710882,116.77670705318248,3887.0,4047.0,2.6141188112962404,2.441880341880369,69.32177224682809,26.666666666666668,6
6,-30.89925796969697,116.77371898018646,4556.0,4665.0,3.573088491980927,3.6533333333333413,77.30411669489904,21.8,5
7,-30.89747757844051,116.76940453557006,4665.0,4729.0,1.3272033765681412,1.3272033765681412,39.82267131014782,32.0,2
8,-30.90940463247863,116.92206153357752,5105.0,5181.0,1.6634152947946224,1.5876923076923724,41.57298219022403,25.333333333333332,3
9,-30.908220624303233,116.93398394091415,5271.0,5389.0,2.474369784804544,2.2078260869565054,58.18575845410574,23.6,5
10,-30.918121676272467,117.12382797356561,5804.0,5933.0,1.2750835041160677,1.4908424908425064,32.70635798135477,25.8,5
11,-30.908708879178324,117.1468837598282,6041.0,6128.0,1.6964265480054757,1.7777777777777917,49.74634148318296,29.0,3
12,-30.866135424022257,117.29820959718765,6643.0,6858.0,1.944454001215608,1.9120879120879155,45.99458250062422,23.88888888888889,9
13,-30.861299107142855,117.30148541666668,6858.0,6912.0,1.7220853858784584,1.7220853858784584,46.49630541871837,27.0,2
14,-30.84531071871369,117.3742913290124,7156.0,7348.0,3.482291122862102,3.6278260869565155,72.66871054561474,21.333333333333332,9
15,-30.859211231884057,117.65292065217392,8003.0,8047.0,2.65266798418968,2.65266798418968,58.358695652172955,22.0,2
16,-30.85963494007661,117.67643067119984,8203.0,8425.0,2.612733017859887,2.3675587938631546,71.38293983794054,27.75,8
17,-30.871617412207357,117.97200579013378,9268.0,9365.0,2.933356052160416,2.7213675213675517,70.48434596804205,24.25,4
18,-30.89211651041667,118.0930809375,9717.0,9777.0,1.9143379006977415,1.9143379006977415,57.23390762463333,30.0,2
19,-30.891244561397187,118.08960318837515,9777.0,10024.0,2.679060676794631,2.629064039408866,71.91858936389637,27.444444444444443,9
20,-31.119772467482367,118.21713056382275,10909.0,11008.0,2.435876754846032,2.3871739130434793,60.53049671592805,24.75,4
21,-31.117544723069557,118.21479692753924,11008.0,11129.0,2.297091015908435,1.7849512625861212,65.87231296720472,30.25,4
22,-31.162240628591956,118.21330463641443,11270.0,11358.0,2.0145539295706576,2.282991202346109,59.13929618768456,29.333333333333332,3
23,-31.214385350006456,118.22425932255494,11530.0,11699.0,3.3852377231738457,3.50753231442886,93.38992077845576,28.166666666666668,6
24,-31.39873878328525,118.2649891858777,12189.0,12345.0,2.7296782714186207,2.818732679114947,70.5270586265867,26.0,6
25,-31.57174205393457,118.19808142204539,12959.0,13059.0,3.1219554050813687,3.0936417688591744,77.56509136457483,25.0,4
26,-31.569656567901234,118.1981579382716,13059.0,13109.0,2.486514041514069,2.486514041514069,61.99013431013506,25.0,2
27,-31.745569725698687,118.16930616897596,13528.0,13770.0,2.379694652008019,2.350434782608663,57.66865880246752,24.2,10
28,-31.85620026241679,118.0536261968766,14379.0,14463.0,0.7523876470622956,0.9945265462506887,20.114869696488423,28.0,3
29,-31.788830509152586,117.91544505735206,14865.0,14973.0,2.5727698341394216,2.733982990189876,69.84155887833612,27.0,4
30,-31.7840366070525,117.9102340785142,14997.0,15168.0,1.964997185050853,1.9786936984656784,55.882959073250674,28.5,6
