lat,lon,t_start,t_end,climb_rate_ms,alt_gain_m,duration_s,circle_id,seg_id,avg_speed_kmh,turn_radius_m,circle_diameter_m,bank_angle_deg,bank_std_deg,bank_range_deg,bank_masd_deg
-31.632445833333332,117.24189583333333,693.0,722.0,2.70340645621546,78.39878723024833,29.0,0,,121.9686657800344,156.37376827090486,312.7475365418097,36.80642615900265,5.40405169999016,15.226417356337322,3.8737421783526194
-31.632233333333332,117.23992708333333,722.0,750.0,2.1339285714285823,59.750000000000306,28.0,2,,118.55038591118523,146.750177180576,293.500354361152,36.98978488257289,5.059590186408101,14.623541033529982,4.9652689537644
-31.63152708333333,117.23728750000001,750.0,778.0,2.1726190476190657,60.83333333333384,28.0,4,,118.89296222533457,147.17424273222213,294.34848546444425,37.06927073588509,6.778276638476369,17.70355155709422,5.351132293101802
-31.630710416666666,117.23502500000001,778.0,807.0,1.7301992846193348,50.17577925396071,29.0,6,,123.7129933602075,158.61013836699547,317.22027673399094,37.197475385641184,4.266785748449634,13.315206383492757,3.912089445167046
-31.62303958333333,117.22435,962.0,990.0,1.571428571428562,43.99999999999974,28.0,8,,124.6086212451737,154.2494957347179,308.4989914694358,38.371084748733466,7.322265722425361,21.633917155028406,6.299098246799953
-31.620121428571426,117.21924047619049,1023.0,1047.0,2.8750000000000093,69.00000000000023,24.0,10,,127.49938627739076,135.28105044819804,270.5621008963961,43.385076842830095,4.528935713649025,12.19966457414833,4.155960895726873
-31.618957142857145,117.21692380952379,1047.0,1072.0,2.7443082311734095,68.60770577933523,25.0,12,,126.96651567624787,140.3288095627046,280.6576191254092,42.099741976918125,4.023352970309092,11.732732141912834,4.657209579569711
-31.617802380952384,117.21461904761905,1072.0,1097.0,2.473880597014967,61.847014925374175,25.0,14,,139.00430797009977,153.63349114242723,307.26698228485446,44.68975078635501,4.595839206581525,10.842605997075744,7.047719711996146
-31.61713333333333,117.21237962962965,1097.0,1129.0,3.1750000000000007,101.60000000000002,32.0,16,,125.62466886700277,177.72255132858686,355.4451026571737,34.93224932312415,4.751741796932413,13.948764726286473,5.292064878286458
-31.6164125,117.20943888888888,1129.0,1158.0,1.8325002905962664,53.14250842729172,29.0,18,,126.18261617804686,161.776396059195,323.55279211839,37.744272803234104,8.681175437541086,33.176470674620916,7.677877472464587
-31.614869230769234,117.20743205128203,1158.0,1189.0,1.4925373134328614,46.268656716418704,31.0,20,,127.01649374178129,174.07621884148992,348.15243768297984,36.090746360743346,10.825826629637358,29.529044933104675,11.628341784266542
-31.63595952380952,117.1787619047619,1682.0,1706.0,3.1250000000000018,75.00000000000004,24.0,22,,131.96290333690013,140.01698913883752,280.03397827767503,44.37002537872985,4.3276930679924295,11.226003149221974,3.9135291386115227
-31.634678571428573,117.17730476190478,1706.0,1730.0,2.982142857142858,71.5714285714286,24.0,24,,138.97004661057713,147.45179906522964,294.9035981304593,45.85202117014804,3.9839864304164907,10.781766068802028,4.252930012255213
-31.633314285714285,117.1757619047619,1730.0,1755.0,1.9905281285878667,49.76320321469667,25.0,26,,137.54222156370014,152.01753087294134,304.0350617458827,44.38686905412969,3.4557304550831773,9.291435650280697,2.657154933909412
-31.632125000000002,117.17422777777779,1755.0,1776.0,3.420212765957417,71.82446808510575,21.0,28,,129.57210074132738,120.29523519873585,240.5904703974717,47.667723633026974,3.2781747702522526,8.014604984948917,3.3753732774695475
-31.6309880952381,117.17265,1776.0,1801.0,2.0315236427321204,50.78809106830301,25.0,30,,134.2468306354512,148.375324236476,296.750648472952,43.692541811362766,5.162357864285564,14.174423225644375,5.489615440293545
-31.62942619047619,117.17080714285713,1801.0,1826.0,1.3899591360186738,34.74897840046685,25.0,32,,129.1119304836194,142.7000135319805,285.400027063961,42.57769949855252,4.4037597934596615,12.00544938456759,5.671604369613195
-31.628872916666666,117.16877500000001,1826.0,1854.0,2.4672619047619135,69.08333333333358,28.0,34,,133.04115715045543,164.68789396236053,329.37578792472107,40.20949360449689,3.6803518183356534,11.754625402581922,4.378711045424736
-31.628781481481482,117.1672851851852,1854.0,1886.0,3.170833333333293,101.46666666666538,32.0,36,,122.49508104566188,173.29509024763934,346.5901804952787,34.25669962097606,8.329554868207989,25.664209926899197,6.86184928906048
-31.62826666666667,117.16525416666667,1886.0,1914.0,2.907738095238117,81.41666666666728,28.0,38,,131.7704493003391,163.11492057458068,326.22984114916136,39.93861116126454,4.228295732802075,11.54302181138545,3.1513403159319857
-31.519616666666668,117.29969791666667,2385.0,2413.0,0.79166666666669,22.16666666666732,28.0,40,,127.51336368475008,157.84519442768652,315.69038885537304,39.01528124619637,10.877513804381996,31.08649697555568,8.776907340688075
-31.51615238095238,117.29083809523809,2449.0,2474.0,3.0691768826619907,76.72942206654977,25.0,42,,133.64029488146696,147.70495504613876,295.4099100922775,43.5629644469343,4.10722969241778,12.134301005549716,3.714403825048052
-31.51487291666667,117.2886,2474.0,2502.0,3.8124999999999885,106.74999999999967,28.0,44,,136.93641992647227,169.50972982693227,339.01945965386454,41.02653852121357,2.572805830990316,7.807631242347206,3.1547031393772484
-31.51342916666667,117.28587291666668,2502.0,2531.0,2.774144098109392,80.45017884517236,29.0,46,,136.97009302611107,175.60682040694644,351.2136408138929,40.04044928401413,6.083742440134684,16.802763886846854,7.463419527516176
-31.51154375,117.28255416666667,2531.0,2560.0,4.407137907137832,127.80699930699713,29.0,48,,132.51315619170515,169.89266420720273,339.78532841440546,39.10974276952614,7.739158585342478,22.772995551348743,7.6299566971821955
-31.509745833333334,117.27922083333334,2560.0,2590.0,4.120193108040657,123.6057932412197,30.0,50,,137.78860441104808,182.74781244793363,365.49562489586725,39.25388710223241,9.530868794368216,25.919076372893013,9.271473723229553
-31.325442857142857,117.47866666666665,3285.0,3309.0,2.901785714285722,69.64285714285732,24.0,52,,119.0308901160191,126.29569695061778,252.59139390123556,41.42461218371279,4.2239417275896,10.384945543299189,2.995862683336058
-31.324809523809527,117.47718095238095,3309.0,3333.0,2.3750000000000258,57.00000000000062,24.0,54,,118.33747785784931,125.55996369402956,251.11992738805912,41.258599585075196,3.4573968344471835,7.855710090745632,3.0754307611881018
-31.324183333333334,117.47545714285715,3333.0,3358.0,2.264064293915053,56.601607347876325,25.0,56,,119.38029596835902,131.94419591067918,263.88839182135837,40.350349809235524,5.273004455617837,14.13356995536293,5.633994125018303
-31.323180952380948,117.47372857142855,3358.0,3382.0,1.1428571428571712,27.42857142857211,24.0,58,,124.54838296444082,132.14993868595445,264.2998773719089,42.71578901850981,6.125491956230866,15.355430644152314,5.355803231192745
-31.322466666666667,117.4718238095238,3382.0,3407.0,2.712200817279599,67.80502043198997,25.0,60,,132.60939108277108,146.56555618909252,293.13111237818504,43.341441573507296,2.914829144207735,7.558425096554913,3.8326429501049204
-31.321878571428574,117.46934523809523,3407.0,3434.0,2.06211018711017,55.676975051974594,27.0,62,,128.46907010078323,153.3486565571915,306.697313114383,40.24896915601268,4.822409052905178,14.357200530249344,5.56568682248282
-31.321070833333334,117.46675416666666,3434.0,3462.0,1.4583333333333715,40.8333333333344,28.0,64,,139.42163870580566,172.58611202001006,345.1722240400201,41.53745867650269,4.258594531340391,10.70793036547154,4.506184526688938
-31.31961875,117.46403958333335,3462.0,3491.0,1.477942428887744,42.86033043774458,29.0,66,,136.4539236930456,174.9450492613729,349.8900985227458,39.933938003997625,6.40691474782025,17.653117010162696,6.274069156032289
-31.191641666666666,117.59298125000001,4185.0,4216.0,1.7464745554874226,54.1407112201101,31.0,68,,126.8306909875201,173.82157599976674,347.6431519995335,36.05082953443165,11.499851177388864,34.51622422846907,10.601912343375309
-31.189992857142858,117.59107857142858,4216.0,4241.0,1.8765323992995284,46.91330998248821,25.0,70,,124.26525938638302,137.34326587457917,274.68653174915835,41.487537829389815,5.560747972111422,13.478888104157015,5.481499014137708
-31.189161904761907,117.58874761904762,4241.0,4267.0,2.3141274238227423,60.1673130193913,26.0,72,,134.19615709732446,154.25209038760244,308.5041807752049,42.56063452054293,4.629034318797114,13.043875560086676,4.235801403837982
-31.18807619047619,117.58629761904761,4267.0,4295.0,2.0899712092130542,58.51919385796552,28.0,74,,133.69658847765714,165.49923390577166,330.9984678115433,40.34837422349031,2.390800851040643,5.366492984037514,2.4350106063436217
-31.18694523809524,117.58428571428571,4295.0,4319.0,2.785714285714326,66.85714285714383,24.0,76,,133.74494276031348,141.90779169230996,283.8155833846199,44.75425256187529,3.1567867249620667,8.629279207117676,3.2698161157991734
-31.186169047619046,117.5824261904762,4319.0,4345.0,2.404827968923422,62.52552719200897,26.0,78,,122.97375524384823,141.3524740162263,282.7049480324526,40.08017748191682,5.631514146040209,12.660438219160554,5.198038792126816
-31.185438095238094,117.5807619047619,4345.0,4371.0,2.3854545454544875,62.02181818181668,26.0,80,,127.71449281592507,146.80172603870824,293.6034520774165,41.151089531870085,1.463837320488876,4.184882058694392,1.713450603036479
-31.185104761904764,117.57920476190476,4371.0,4396.0,2.8722732491389182,71.80683122847296,25.0,82,,130.70556930990153,144.46137114799416,288.9227422959883,42.92805538598147,2.091841725803597,4.550607316872565,1.5052426674801367
-31.184485714285717,117.57730238095237,4396.0,4423.0,2.0228988424761485,54.61826874685601,27.0,84,,129.7479935054621,154.87525891987067,309.75051783974135,40.529082687494366,5.56670978019145,14.726326263959038,3.3855651407020417
-31.18405416666667,117.5760875,4423.0,4453.0,2.437801650319144,73.13404950957433,30.0,86,,134.34393664889106,178.17917993412877,356.35835986825754,38.54499825054984,5.143524246748499,13.109513092768474,3.8050455868250324
-31.130002380952387,117.73569047619048,4925.0,4951.0,2.1664907651715217,56.328759894459566,26.0,88,,130.86517082998034,150.4232803389094,300.8465606778188,41.84401900053999,7.986701547677192,21.628978153384217,8.277435096773898
-31.129894444444442,117.73347407407408,4951.0,4983.0,1.8124999999999873,57.999999999999595,32.0,90,,129.0473026171655,182.5645875928673,365.1291751857346,35.65852774435108,7.392591430645739,17.008066067983524,4.85563172822583
-31.12687083333333,117.72879583333334,5017.0,5047.0,1.8356164383561497,55.06849315068449,30.0,92,,139.35281021520458,184.82240482913815,369.6448096582763,39.571138823008226,7.907146238986269,23.075474311218827,6.010706068369569
-31.125823809523812,117.72604285714286,5047.0,5074.0,1.128638253638199,30.47323284823137,27.0,94,,123.4405069894173,147.34625148851563,294.69250297703127,39.124785154203025,6.229156229908685,16.11887591985245,6.803418319448932
-31.12582142857143,117.72384761904762,5074.0,5098.0,2.9196428571428634,70.07142857142873,24.0,96,,128.76499999238374,136.6239083067716,273.2478166135432,43.667670549345615,7.186539470489948,16.10401992902485,7.681531388203943
-31.124927083333333,117.72176875,5098.0,5127.0,1.3665311653116636,39.62940379403825,29.0,98,,113.89151588729692,146.0182039336335,292.036407867267,34.94268093550225,14.0892796613508,39.96588276198289,8.03645554814348
-31.226664285714286,117.89279285714284,5951.0,5975.0,2.7410714285714364,65.78571428571448,24.0,100,,112.82466323174538,119.71068570673796,239.42137141347592,39.90827586591922,4.4314618225300695,11.53588697305345,3.457769836287015
-31.226428571428567,117.89019285714286,5975.0,6001.0,1.3768736616701673,35.79871520342435,26.0,102,,113.39693280114417,130.3443727932781,260.6887455865562,37.80983977059185,8.139613317481224,22.513258171550234,8.410210512068847
-31.2240375,117.88477916666666,6034.0,6063.0,0.9812638392097126,28.456651337081666,29.0,104,,120.5587745597546,154.56617284008473,309.13234568016946,36.48740418442,4.791210554356443,13.898907166963447,5.281064192140757
-31.230752380952385,117.88180952380954,6160.0,6186.0,2.4634279475982166,64.04912663755363,26.0,106,,126.93030829913577,145.90034328989663,291.80068657979325,40.976308559625366,5.677295944286744,14.757309431397623,6.54554058650217
-31.241657142857143,117.89513095238097,6312.0,6337.0,0.6222732491389292,15.55683122847323,25.0,108,,123.42481714814036,136.41437325930463,272.82874651860925,41.29466655972275,9.515764238647602,27.28633156131165,6.994267101073531
-31.31620238095238,117.93155476190476,6619.0,6645.0,2.3759002770083177,61.77340720221626,26.0,110,,128.21731118068922,147.3796917981442,294.7593835962884,41.262670926894515,5.954111519450496,14.939553325281281,6.035707468582693
-31.315361904761907,117.9310642857143,6645.0,6671.0,2.1282051282051992,55.33333333333518,26.0,112,,128.83685699860885,148.09183020487737,296.18366040975474,41.399633082885885,6.4621113347861,16.64492626145281,6.056614292477096
-31.314692857142855,117.93034761904762,6671.0,6695.0,2.67857142857143,64.28571428571432,24.0,114,,124.34246278585042,131.9314505905876,263.8629011811752,42.66853900716863,3.3620934820488144,9.396887589914648,3.8005720136384324
-31.31369285714285,117.92963095238095,6695.0,6723.0,1.9794520547944963,55.424657534245895,28.0,116,,123.44391524291795,152.80773904299056,305.6154780859811,38.1095117195397,5.664545452000584,16.140642938550833,5.924680416375421
-31.313178571428573,117.92886904761905,6723.0,6749.0,1.1058951965064876,28.753275109168676,26.0,118,,126.16172265551467,145.0168907027672,290.0337814055344,40.804100814811484,5.190198717376559,13.633469041550278,7.690792555947992
-31.40855625,117.9872125,7171.0,7200.0,2.0546755237609027,59.58559018906618,29.0,120,,132.4500188529016,169.81171699404626,339.62343398809253,39.09637813952391,4.813102776919357,12.697802369223112,5.979252572925632
-31.48039761904762,118.06665952380953,7597.0,7622.0,2.7247416762342165,68.11854190585541,25.0,122,,122.76056209708041,135.68021023951331,271.36042047902663,41.14141663604494,4.34982594284447,13.491557465193189,4.09450740748809
-31.479810416666666,118.06551666666667,7622.0,7651.0,3.3417157125022645,96.90975566256567,29.0,124,,122.76311090688029,157.39231165969122,314.78462331938243,36.985026434024114,5.926835406284625,15.612745174059679,5.32057826698917
-31.47944285714286,118.06431904761905,7651.0,7675.0,3.9553571428571144,94.92857142857075,24.0,126,,131.60182413992854,139.63387221186633,279.26774442373267,44.29155252562807,2.7786711509093074,7.771282053584038,3.4172707613470905
-31.47889523809524,118.06276190476191,7675.0,7700.0,4.010332950631483,100.25832376578707,25.0,128,,133.12822104586084,147.13898919777253,294.27797839554506,43.45313173806278,4.515971683223961,10.890229978616546,4.088263526602063
-31.47843888888889,118.06134166666668,7700.0,7723.0,4.476808905380341,102.96660482374783,23.0,130,,131.25143277778832,133.4595081202801,266.9190162405602,45.43432975183712,5.4958716818376745,14.70467668418884,5.334552382460508
-31.478359523809527,118.0598142857143,7723.0,7749.0,4.941424802110821,128.47704485488134,26.0,132,,132.51387512988342,152.31838739854476,304.6367747970895,42.20074672821661,4.238015969795298,11.641330973364909,4.695131190337793
-31.478527083333333,118.05891249999999,7749.0,7778.0,4.679487179487107,135.7051282051261,29.0,134,,129.46129894405982,165.97993453202668,331.95986906405335,38.45791604748495,8.62677344183107,25.14348424308639,7.912935328440709
-31.478461111111113,118.05775,7778.0,7799.0,4.502362204724339,94.5496062992111,21.0,136,,131.78777487353,122.35227555952439,244.70455111904877,48.15095082193894,3.344987633468042,8.344667934047813,3.982179825332244
-31.477961111111114,118.05672222222222,7799.0,7821.0,3.2350515463917584,71.17113402061868,22.0,138,,132.94296422494662,129.30212720143436,258.6042544028687,47.07283161782333,6.838792254240017,17.31901550223803,5.3854302472741065
-31.777183333333333,118.40088958333334,9270.0,9300.0,0.9983721308806975,29.951163926420925,30.0,140,,132.49354053447692,175.72501586507005,351.4500317301401,38.15832650451302,12.023638301213923,33.60235284084516,12.177005252828978
-31.77570555555555,118.39923333333333,9300.0,9322.0,2.22396856581527,48.927308447935935,22.0,142,,124.62153778750412,121.20859516696763,242.41719033393525,45.22287663985543,7.670825135515159,21.13139477694147,11.341247594742114
-31.77474761904762,118.3976238095238,9322.0,9346.0,1.8660714285714588,44.78571428571501,24.0,144,,124.86385327683759,132.48466308339906,264.9693261667981,42.78803686653133,4.807481638226985,12.675532401045238,4.934890732888519
-31.77380476190476,118.39559047619048,9346.0,9372.0,2.9517203107658188,76.74472807991128,26.0,146,,131.2745314459425,150.89382086779148,301.78764173558295,41.932965613131216,5.189874322916588,11.62664471695114,5.977162410458186
-31.77233333333333,118.39377619047619,9372.0,9398.0,2.170628631801391,56.436344426836165,26.0,148,,125.84487740283582,144.65269217717415,289.3053843543483,40.732847831112146,3.162857341950636,9.927139808922043,4.0159896344397925
-31.77134375,118.3916625,9398.0,9428.0,2.1660117878191993,64.98035363457598,30.0,150,,130.34989148147972,172.88191300641364,345.7638260128273,37.70519047959108,3.315284821853472,8.460437220108666,4.588259286693252
-31.769914285714282,118.38893333333333,9428.0,9454.0,2.4579694323143366,63.90720524017275,26.0,152,,124.34030785131644,142.9232611452029,285.8465222904058,40.39240428926064,5.541527149681832,15.658396667486144,5.879345727216197
-31.76893095238096,118.38710238095237,9454.0,9479.0,2.8450057405281064,71.12514351320266,25.0,154,,128.82229321539526,142.37989406710892,284.75978813421784,42.51359737599833,3.6983118600402873,9.925473555633587,4.045615347555899
-31.767885714285715,118.38504047619047,9479.0,9506.0,2.0870659285354893,56.350780070458214,27.0,156,,129.06797931293823,154.06355176902457,308.12710353804914,40.38043410745414,3.3701540836014052,9.611719404258515,1.9919444503442592
