t_start,t_end,duration_s,alt_gain_m,climb_rate_ms,lat,lon,cluster_id
12667,12687,20,38,1.9,-32.25081333333333,116.98628,0
12878,12923,45,79,1.7555555555555555,-32.23526666666667,116.98125,1
12928,12978,50,90,1.8,-32.236998484848485,116.9808484848485,2
12993,13018,25,47,1.88,-32.23934166666667,116.98027222222224,3
13033,13078,45,48,1.0666666666666667,-32.242336666666674,116.98024500000001,4
13693,13748,55,139,2.5272727272727273,-32.13550277777778,116.93869305555553,5
13803,13853,50,90,1.8,-32.13401515151514,116.94009696969698,6
13888,13913,25,38,1.52,-32.134655555555554,116.94263055555557,7
14068,14088,20,30,1.5,-32.14022666666667,116.94107,8
14118,14138,20,37,1.85,-32.142880000000005,116.94139333333332,9
14283,14308,25,49,1.96,-32.152319444444444,116.94561388888889,10
14338,14363,25,37,1.48,-32.15513333333333,116.94625277777777,11
14635,14662,27,74,2.740740740740741,-32.118605555555554,116.94793703703706,12
14704,14744,40,87,2.175,-32.1086962962963,116.94548888888887,13
14844,14884,40,111,2.775,-32.10783518518518,116.94216481481482,14
14914,14934,20,49,2.45,-32.11027666666667,116.94370333333333,15
14954,14974,20,50,2.5,-32.112543333333335,116.94555333333332,16
15029,15053,24,38,1.5833333333333333,-32.11688518518518,116.94816296296297,17
15557,15582,25,68,2.72,-32.29038055555555,117.04110555555555,18
15727,15852,125,328,2.624,-32.34893974358974,117.07455000000002,19
16037,16163,126,520,4.126984126984127,-32.404816025641026,117.10471666666665,20
16208,16403,195,618,3.169230769230769,-32.41178541666667,117.10599208333333,21
16408,16433,25,97,3.88,-32.41295,117.10966388888887,22
16498,16523,25,42,1.68,-32.44295833333333,117.12849722222222,23
17178,17198,20,91,4.55,-32.72871666666667,117.30093333333335,24
17203,17603,400,1502,3.755,-32.74717448559671,117.30984053497941,25
17979,18164,185,564,3.0486486486486486,-32.946331578947365,117.42459999999997,26
18744,18939,195,928,4.758974358974359,-33.247929166666665,117.53819041666668,27
18944,18984,40,177,4.425,-33.25453703703704,117.54196851851852,28
18989,19054,65,227,3.4923076923076923,-33.25754047619048,117.54424404761905,29
19339,19365,26,204,7.846153846153846,-33.387274999999995,117.64421111111112,30
19370,19525,155,733,4.7290322580645165,-33.39094166666666,117.64935,31
20070,20185,115,350,3.0434782608695654,-33.66626875,117.81973402777778,32
20195,20300,105,493,4.695238095238095,-33.68359545454545,117.82557121212125,33
20550,20585,35,153,4.371428571428571,-33.80816458333333,117.91085416666667,34
21045,21141,96,318,3.3125,-34.02588416666667,118.04467,35
21291,21476,185,672,3.6324324324324326,-34.1008793859649,118.08684736842105,36
21601,21636,35,137,3.914285714285714,-34.060043750000006,118.07713125000001,37
21641,21661,20,40,2.0,-34.060073333333335,118.0787,38
21791,21811,20,49,2.45,-34.01284,118.04801,39
22281,22301,20,41,2.05,-33.84274666666666,117.92429666666666,40
22426,22476,50,152,3.04,-33.81566212121212,117.8834984848485,41
22661,23037,376,1575,4.1888297872340425,-33.78379714912281,117.83209078947368,42
23042,23067,25,62,2.48,-33.79316388888889,117.84662777777778,43
23097,23117,20,131,6.55,-33.784620000000004,117.83916666666667,44
23452,23522,70,322,4.6,-33.66068444444444,117.75502555555555,45
23527,23552,25,79,3.16,-33.66262777777778,117.75782777777776,46
23582,23702,120,414,3.45,-33.653866666666666,117.74561066666666,47
23722,23752,30,166,5.533333333333333,-33.64604047619047,117.73879047619047,48
23852,23872,20,170,8.5,-33.60368999999999,117.71726000000001,49
23882,23937,55,205,3.727272727272727,-33.60267638888889,117.71992083333333,50
23972,23992,20,70,3.5,-33.58484,117.70711000000001,51
24037,24062,25,161,6.44,-33.561027777777774,117.69501388888888,52
24287,24322,35,113,3.2285714285714286,-33.47087916666666,117.64400208333335,53
24417,24442,25,179,7.16,-33.42720833333333,117.61676388888888,54
24447,24698,251,769,3.0637450199203187,-33.432835294117645,117.6228562091503,55
24938,24963,25,78,3.12,-33.34838333333333,117.57446944444445,56
25048,25068,20,158,7.9,-33.308746666666664,117.55566666666667,57
25073,25118,45,97,2.1555555555555554,-33.310446666666664,117.55648000000001,58
25233,25253,20,108,5.4,-33.263079999999995,117.52882333333332,59
25488,25673,185,589,3.1837837837837837,-33.16879692982455,117.47817894736842,60
25788,25808,20,47,2.35,-33.12958333333333,117.45486666666666,61
25878,25908,30,141,4.7,-33.09511904761904,117.43441666666665,62
25958,25978,20,79,3.95,-33.09403999999999,117.43360333333335,63
25983,26013,30,59,1.9666666666666666,-33.09310476190476,117.43434523809523,64
26378,26418,40,159,3.975,-32.958983333333336,117.3591648148148,65
26568,26899,331,997,3.012084592145015,-32.908649999999994,117.32683009950249,66
27504,27769,265,904,3.4113207547169813,-32.68672932098765,117.22383641975308,67
27774,27959,185,515,2.7837837837837838,-32.69060964912281,117.23663245614037,68
28284,28304,20,89,4.45,-32.56995333333333,117.15162333333333,69
28485,28555,70,269,3.842857142857143,-32.49142444444445,117.1106811111111,70
28560,28590,30,88,2.933333333333333,-32.4927261904762,117.11191666666666,71
28600,28630,30,77,2.566666666666667,-32.49466904761905,117.11328333333333,72
28640,28755,115,261,2.2695652173913046,-32.49967847222222,117.11781805555556,73
28760,28780,20,41,2.05,-32.501780000000004,117.12145000000001,74
28785,28820,35,40,1.1428571428571428,-32.503425,117.12317916666666,75
