lat,lon,climb_rate_ms,alt_gain_m,duration_s,circle_cluster_id,alt_cluster_id,circle_lat,circle_lon,alt_lat,alt_lon,dist_m,time_overlap_s,overlap_frac
-31.620806849747474,117.22855099206348,1.7,34.0,20.0,0,2,-31.62120655663781,117.22836468253968,-31.620407142857143,117.22873730158729,95.63687701592536,20.0,1.0
-31.618375054575054,117.22589080757206,2.15,43.0,20.0,1,3,-31.618306458356457,117.22575066276313,-31.618443650793647,117.22603095238098,30.612267850848628,20.0,1.0
-31.64644914134188,117.22335724371106,2.4761904761904763,52.0,21.0,2,6,-31.645989949350426,117.22499100257362,-31.646908333333332,117.2217234848485,325.7270434335357,21.0,1.0
-31.653059949633693,117.23168506868132,3.1,62.0,20.0,3,8,-31.653232399267395,117.2319193040293,-31.65288749999999,117.23145083333331,58.62652181259867,20.0,1.0
-31.650720915555315,117.23002869444367,2.9074074074074074,157.0,54.0,4,10,-31.650935658271127,117.22987529012191,-31.650506172839503,117.23018209876544,55.8936419587777,54.0,1.0
-31.540374722222225,117.20700292929291,2.125,68.0,32.0,5,11,-31.540071666666666,117.20611999999998,-31.54067777777778,117.20788585858585,180.40934269221987,13.0,0.40625
-31.19322758331346,117.02485944647569,3.7058823529411766,126.0,34.0,6,14,-31.192621833293586,117.02200698818947,-31.19383333333333,117.02771190476192,559.1179130982712,34.0,1.0
-30.990669287683602,117.05109740643147,2.608695652173913,60.0,23.0,7,20,-30.99007118406285,117.05067452300784,-30.99126739130435,117.05152028985509,155.53751268790037,13.0,0.5652173913043478
-30.78001208690272,117.11890095008965,2.15,43.0,20.0,8,23,-30.779543221424483,117.1183765033539,-30.780480952380955,117.11942539682539,144.61351669104812,20.0,1.0
-30.77305728626864,117.08957557090423,2.9310344827586206,255.0,87.0,11,27,-30.773517981628192,117.0916416721115,-30.77259659090909,117.08750946969695,407.8637239118305,87.0,1.0
-30.63087032362268,116.8695656465519,3.0,69.0,23.0,12,33,-30.630891341689807,116.87034518199269,-30.630849305555557,116.8687861111111,149.24475401978845,23.0,1.0
-30.59733840375894,116.81863640327924,2.75,66.0,24.0,13,35,-30.59662541862899,116.8200866954474,-30.59805138888889,116.8171861111111,319.7128131943054,7.0,0.2916666666666667
-30.38157737218718,116.67928601354947,2.4583333333333335,59.0,24.0,14,38,-30.380372744374363,116.67877002709895,-30.382782000000002,116.679802,285.60198315304564,24.0,1.0
-30.344889704812182,116.66570089292972,3.260869565217391,75.0,23.0,16,41,-30.345093298513255,116.66600803585943,-30.344686111111113,116.66539375,74.32940054512616,23.0,1.0
-30.505790329076106,116.94119131073394,5.903614457831325,490.0,83.0,17,43,-30.50442925252972,116.9407533041988,-30.507151405622487,116.94162931726909,314.1092794734498,83.0,1.0
-30.62448262440646,117.38371899783147,2.6,52.0,20.0,19,51,-30.625331915479585,117.38385386867878,-30.62363333333334,117.38358412698413,190.6293861046833,20.0,1.0
-30.623489692799662,117.38553088591371,3.391304347826087,78.0,23.0,20,52,-30.623123135599325,117.38554649404965,-30.62385625,117.38551527777777,81.57342067298269,23.0,1.0
-30.855221625104804,118.0870309577561,2.85,57.0,20.0,21,58,-30.854828170844524,118.08628969328997,-30.855615079365084,118.08777222222224,166.3841088155488,20.0,1.0
-30.86061202940707,118.25016189775674,2.473684210526316,94.0,38.0,23,60,-30.860363375053453,118.24990157329125,-30.860860683760684,118.25042222222223,74.34837658375018,38.0,1.0
-30.963473704694003,118.34406508504159,2.9523809523809526,62.0,21.0,24,68,-30.962892106357696,118.3442385034165,-30.96405530303031,118.34389166666666,133.5026381588246,21.0,1.0
-31.038072643365332,118.14625758950334,2.25,54.0,24.0,25,76,-31.040077286730664,118.14589251234001,-31.036068,118.14662266666666,451.2078433796607,24.0,1.0
