cluster_id,lat,lon,t_start,t_end,climb_rate_ms,climb_rate_ms_median,alt_gain_m_mean,duration_s_mean,n_circles
0,-32.13464616065648,116.98427729284911,951.0,1605.0,1.1314787590681081,1.2237762237762184,28.62981267958015,26.636363636363637,22
1,-32.13209364316239,116.98280833333334,1605.0,1651.0,0.6116383616383523,0.6116383616383523,15.868131868131648,23.0,2
2,-32.05303356209151,116.93657428921568,2057.0,2169.0,1.8729214121866757,1.9224332153202448,51.64715873621903,28.0,4
3,-32.050878774928776,116.92956666666667,2212.0,2273.0,1.6757219624599098,1.6757219624599098,49.913978948236064,30.5,2
4,-32.05000615079365,116.92700251322752,2273.0,2339.0,1.2083328924722203,1.2083328924722203,38.32432036848975,33.0,2
5,-31.847406111111113,116.84021726851851,2924.0,2996.0,1.1094500958277962,1.1094500958277962,39.22205513784432,36.0,2
6,-31.847197023809525,116.83829657738096,2996.0,3052.0,1.6345830639948231,1.6345830639948231,46.263865546218334,28.0,2
7,-31.836047554125816,116.82659353213506,3156.0,3282.0,0.6901638286893613,1.4148284313725423,19.480521155830484,31.5,4
8,-31.772501243064923,116.79460550007498,3538.0,3626.0,2.6620067797699227,1.9982142857142613,73.745430884904,29.333333333333332,3
9,-31.48320636363636,116.66397762626264,4708.0,4798.0,2.094379352531518,2.3545454545454354,59.43893280632397,30.0,3
10,-31.480698931623934,116.66129200854701,4798.0,4850.0,2.406868131868112,2.406868131868112,62.43626373626319,26.0,2
11,-31.42057623538011,116.62837917153996,5088.0,5182.0,-1.1088198437269832,2.805263157894715,-21.614783281734322,31.333333333333332,3
12,-31.416994491185896,116.6266316735348,5182.0,5286.0,2.275547430510664,2.3244465093729834,59.285378959275974,26.0,4
13,-31.159004583333335,116.50947296052631,6278.0,6352.0,2.2210526315789014,2.2210526315789014,81.4684210526299,37.0,2
14,-30.937811666666665,116.42148055555556,7004.0,7060.0,-3.9517857142857373,-3.9517857142857373,-110.65000000000063,28.0,2
15,-30.788426975308642,116.35300132716048,7556.0,7656.0,1.9400965649417399,1.6203007518796961,65.63082706766833,33.333333333333336,3
16,-30.78250416666667,116.34632027777778,7722.0,7772.0,2.3281093906093595,2.3281093906093595,60.057692307691504,25.0,2
17,-30.780780317460316,116.3440373015873,7772.0,7840.0,1.6990259740259417,1.6990259740259417,56.218181818180824,34.0,2
18,-30.437841617063487,116.17274732142857,8720.0,8820.0,2.381487140310673,3.0095588235294244,74.26928953399553,33.333333333333336,3
19,-30.435393055555558,116.17152777777778,8820.0,8870.0,3.5001498501498123,3.5001498501498123,83.79615384615289,25.0,2
20,-30.43144278846154,116.16706191239317,8928.0,8974.0,3.874000999000984,3.874000999000984,87.66483516483483,23.0,2
21,-30.01641886574074,115.97140086805555,10292.0,10356.0,4.968253353973151,4.968253353973151,159.54708462332246,32.0,2
22,-30.012882843137255,115.96903088235294,10386.0,10450.0,5.1587009803921635,5.1587009803921635,165.07843137254923,32.0,2
23,-29.95167900584795,116.68130289473685,14610.0,14674.0,3.3061560150375566,3.3061560150375566,106.21447368420928,32.0,2
24,-29.94808832282913,116.67941643907562,14674.0,14784.0,0.1436085972850667,3.187217194570145,7.8147058823528965,27.5,4
25,-30.193780357142856,116.9605625,16522.0,16574.0,3.043406593406554,3.043406593406554,79.12857142857041,26.0,2
26,-30.4623890079365,116.94904583333332,17812.0,17866.0,2.783104395604345,2.783104395604345,75.22142857142717,27.0,2
27,-30.9983773015873,116.87895201388888,20588.0,20672.0,2.0768234216763344,2.1683823529411597,58.407633053220486,28.0,3
28,-31.64002432659933,116.90538678451179,23318.0,23372.0,1.8674218969884506,1.8674218969884506,51.84688995215283,27.0,2
29,-31.83616001984127,116.90218678902117,24822.0,24900.0,1.3648789935554566,0.99650349650348,35.345437405731346,26.0,3
30,-31.8287918498486,116.89811005478121,24944.0,25290.0,1.4847802972516673,1.7719298245613564,19.477914152970552,33.333333333333336,3
31,-31.926624550960735,116.9150307800752,25709.0,25808.0,0.7238700386114997,0.41457357740882517,25.83541016478685,33.0,3
