cluster_id,lat,lon,t_start,t_end,climb_rate_ms,climb_rate_ms_median,alt_gain_m_mean,duration_s_mean,n_circles
0,-32.14043849206349,116.96714391534393,289.0,385.0,1.6931318681318712,1.9821428571428663,47.676190476190534,32.0,3
1,-32.212273363095235,117.00257633928572,1233.0,1285.0,1.714285714285733,1.714285714285733,45.58928571428619,26.0,2
2,-32.045706249999995,117.09438854166666,4381.0,4437.0,1.0907738095238217,1.0907738095238217,30.541666666667005,28.0,2
3,-31.999658333333336,117.12090595238095,4649.0,4697.0,1.366071428571445,1.366071428571445,32.78571428571468,24.0,2
4,-31.88277599206349,116.93645327380953,5865.0,5945.0,1.3174603174603392,1.4017857142857522,34.26984126984186,26.666666666666668,3
5,-32.101452395833334,116.95941333333333,7169.0,9625.0,2.291558441558456,2.5386904761905003,66.94848484848528,30.0,4
6,-32.14002023809523,116.90738333333334,7601.0,7649.0,1.6562500000000053,1.6562500000000053,39.75000000000013,24.0,2
7,-32.16006904761905,116.90091540178571,7841.0,7925.0,0.09340861344538742,0.09340861344538742,0.46165966386586854,42.0,2
8,-32.15763892857143,116.87383029761904,8089.0,8221.0,1.6035714285714486,1.6607142857143085,42.14285714285768,26.4,5
9,-32.19684814814815,116.86927168209877,8741.0,8829.0,1.5442460317460365,1.348214285714306,45.01111111111121,29.333333333333332,3
10,-32.145504243827155,116.92596018518519,9105.0,9197.0,2.099801587301585,2.041666666666674,63.5944444444444,30.666666666666668,3
11,-32.10836574074074,116.95652814814814,9465.0,9533.0,0.5992424242424358,0.5992424242424358,19.606060606061003,34.0,2
12,-32.07577537202381,116.89124201388888,10493.0,10613.0,1.0873511904761974,0.8770833333333357,32.68750000000021,30.0,4
13,-32.08658928571428,116.89157857142857,10729.0,10777.0,0.6651785714285721,0.6651785714285721,15.96428571428573,24.0,2
14,-32.10974061507936,116.90705607142857,11113.0,11237.0,2.7088095238095398,2.621428571428577,67.22380952380993,24.8,5
15,-32.11916372053872,116.9266840909091,11473.0,11545.0,0.5070075757575708,0.5070075757575708,18.496969696969543,36.0,2
16,-32.1891832070707,116.89500397727271,11921.0,12005.0,1.1813811188811116,1.1813811188811116,50.026223776223446,42.0,2
17,-32.23178483796296,116.86034259259259,12437.0,12497.0,1.0437499999999988,1.0437499999999988,30.4416666666666,30.0,2
18,-32.22575787202381,116.86312938988095,12529.0,12645.0,2.0775027056277064,2.30505952380953,58.07878787878789,29.0,4
19,-32.25570042438272,116.72317957561728,13185.0,13365.0,1.5532467532467649,1.6338474025974163,46.27323232323264,30.0,6
20,-32.25264916666667,116.72508145833334,13365.0,13429.0,1.0772727272727343,1.0772727272727343,35.448484848485045,32.0,2
21,-32.275455,116.70170098484849,14213.0,14289.0,0.1897727272727241,0.1897727272727241,7.236363636363512,38.0,2
22,-32.2699748015873,116.70902390873016,14373.0,14449.0,0.5000000000000088,0.4553571428571569,12.607142857143087,25.333333333333332,3
23,-32.26734999999999,116.71042976190478,14449.0,14497.0,0.526785714285726,0.526785714285726,12.642857142857423,24.0,2
24,-32.26366713238536,116.71314720954585,14497.0,14853.0,1.4424693362193313,1.553571428571436,43.159848484848304,29.666666666666668,12
25,-32.1503,116.87363125,15521.0,15577.0,1.9062500000000182,1.9062500000000182,53.37500000000051,28.0,2
26,-32.14794058641975,116.87568881172838,15577.0,15669.0,1.073809523809521,1.0714285714285752,32.933333333333245,30.666666666666668,3
27,-32.11629523809523,116.94689873511905,16597.0,16697.0,2.4308035714285867,3.01339285714288,61.482142857143224,25.0,4
28,-32.23247380952381,117.01622380952381,17509.0,17557.0,2.8258928571428887,2.8258928571428887,67.82142857142932,24.0,2
29,-32.22332,116.92878500000002,18149.0,18221.0,1.1060606060606064,1.1060606060606064,39.818181818181834,36.0,2
