t_start,t_end,duration_s,alt_gain_m,climb_rate_ms,lat,lon,cluster_id
15407,15551,144,500,3.4722222222222223,-32.14080630630631,116.96376036036037,0
15555,15607,52,167,3.2115384615384617,-32.162075,116.9814642857143,1
15723,15743,20,56,2.8,-32.161675,116.98391111111111,2
15763,15815,52,159,3.0576923076923075,-32.16184047619048,116.98151428571428,3
15855,15883,28,86,3.0714285714285716,-32.161987499999995,116.97770416666665,4
15887,15915,28,105,3.75,-32.16171666666666,116.97669791666667,5
15951,15979,28,86,3.0714285714285716,-32.161649999999995,116.97331875,6
15983,16027,44,102,2.3181818181818183,-32.160777777777774,116.9702861111111,7
16323,16355,32,63,1.96875,-32.13977037037037,117.0520537037037,8
16655,16683,28,113,4.035714285714286,-32.13407083333334,117.0385625,9
16687,16731,44,120,2.727272727272727,-32.134969444444444,117.0364388888889,10
16735,16811,76,180,2.3684210526315788,-32.13380416666667,117.03192666666666,11
16815,16859,44,64,1.4545454545454546,-32.13215,117.02830694444445,12
16903,16927,24,35,1.4583333333333333,-32.129702380952374,117.02640714285714,13
16967,16987,20,43,2.15,-32.128930555555556,117.02657777777777,14
17727,17751,24,56,2.3333333333333335,-32.167923809523806,117.13552857142858,15
17815,17935,120,295,2.4583333333333335,-32.167602688172046,117.12678924731183,16
17939,17963,24,48,2.0,-32.166533333333334,117.12404047619047,17
18423,18447,24,80,3.3333333333333335,-32.229864285714285,117.17052857142858,18
18619,18639,20,83,4.15,-32.205377777777784,117.19236944444445,19
18655,18679,24,36,1.5,-32.20231666666667,117.19206904761904,20
18699,18743,44,83,1.8863636363636365,-32.20001111111112,117.19165833333335,21
18839,18871,32,47,1.46875,-32.196299999999994,117.18642037037037,22
19223,19243,20,41,2.05,-32.15743333333333,117.0473027777778,23
19483,19515,32,82,2.5625,-32.12137037037038,116.99085555555556,24
19523,19643,120,380,3.1666666666666665,-32.123221505376335,116.98912258064514,25
19647,19675,28,60,2.142857142857143,-32.1242875,116.98601666666667,26
19865,19889,24,77,3.2083333333333335,-32.09138333333333,117.00428571428571,27
19965,20001,36,208,5.777777777777778,-32.04232833333334,117.00447666666666,28
20101,20121,20,121,6.05,-32.022011111111105,117.00346388888887,29
20433,20453,20,156,7.8,-31.870480555555556,117.05595,30
20473,20537,64,187,2.921875,-31.86772058823529,117.05262352941178,31
20573,20601,28,79,2.8214285714285716,-31.868081250000003,117.04955000000001,32
20737,20757,20,82,4.1,-31.799972222222223,117.07531944444446,33
20837,20857,20,133,6.65,-31.756027777777774,117.09149166666668,34
20977,20997,20,79,3.95,-31.709083333333336,117.10930833333332,35
21265,21301,36,83,2.3055555555555554,-31.621361666666665,117.13691666666666,36
21481,21501,20,43,2.15,-31.55914722222222,117.16231388888889,37
21509,21533,24,41,1.7083333333333333,-31.557935714285716,117.15979285714286,38
21597,21621,24,71,2.9583333333333335,-31.549759523809524,117.15911190476189,39
21693,21721,28,67,2.392857142857143,-31.548572916666664,117.15764791666666,40
21729,21753,24,39,1.625,-31.548669047619047,117.15465714285713,41
21889,21917,28,112,4.0,-31.48213125,117.17371458333332,42
21945,21985,40,131,3.275,-31.476343939393942,117.1722803030303,43
22013,22105,92,349,3.7934782608695654,-31.475138194444444,117.16820833333334,44
22109,22137,28,87,3.107142857142857,-31.474404166666666,117.16525833333333,45
22161,22181,20,131,6.55,-31.465269444444445,117.16795277777777,46
22241,22261,20,124,6.2,-31.432605555555558,117.18337777777776,47
22575,22603,28,132,4.714285714285714,-31.386854166666666,117.30855208333332,48
22651,22707,56,173,3.0892857142857144,-31.38617555555556,117.30696555555556,49
22931,22951,20,70,3.5,-31.39152222222222,117.40990555555555,50
23093,23125,32,152,4.75,-31.39246666666667,117.48620555555554,51
23161,23181,20,101,5.05,-31.395791666666668,117.50945555555556,52
23345,23369,24,130,5.416666666666667,-31.393742857142858,117.59146904761906,53
23405,23429,24,65,2.7083333333333335,-31.392535714285714,117.59199761904763,54
23469,23493,24,104,4.333333333333333,-31.392547619047615,117.61701904761905,55
23557,23665,108,459,4.25,-31.393141071428573,117.65677857142859,56
23669,23689,20,56,2.8,-31.391716666666667,117.65634722222222,57
23733,23753,20,110,5.5,-31.39553888888889,117.68486111111112,58
23809,23833,24,109,4.541666666666667,-31.399338095238097,117.71866904761904,59
24021,24041,20,98,4.9,-31.39869722222222,117.81543611111111,60
24089,24109,20,68,3.4,-31.39921111111111,117.84563888888887,61
24117,24137,20,69,3.45,-31.396749999999997,117.85759166666668,62
24493,24513,20,104,5.2,-31.391072222222224,118.02754166666666,63
24809,24829,20,55,2.75,-31.397330555555556,118.17885,64
24897,24917,20,62,3.1,-31.402797222222222,118.19508333333333,65
24933,25061,128,329,2.5703125,-31.404165656565656,118.1912893939394,66
25069,25101,32,82,2.5625,-31.40377777777778,118.18974074074075,67
25105,25125,20,60,3.0,-31.40370277777778,118.18863333333333,68
25289,25317,28,126,4.5,-31.39415833333333,118.26857708333333,69
25325,25345,20,44,2.2,-31.392836111111112,118.26937222222222,70
25409,25485,76,260,3.4210526315789473,-31.387601666666665,118.26726249999999,71
25489,25513,24,97,4.041666666666667,-31.387159523809522,118.26531190476189,72
25625,25649,24,185,7.708333333333333,-31.387430952380953,118.30617142857143,73
25849,25869,20,131,6.55,-31.387538888888887,118.41625833333332,74
26097,26161,64,283,4.421875,-31.411632352941176,118.44735882352941,75
26165,26197,32,119,3.71875,-31.41216296296296,118.44552777777777,76
26201,26221,20,81,4.05,-31.411672222222222,118.44475833333333,77
26225,26261,36,120,3.3333333333333335,-31.41139833333333,118.443655,78
26281,26301,20,76,3.8,-31.410594444444445,118.44404444444443,79
26317,26349,32,114,3.5625,-31.410144444444445,118.44452592592592,80
26365,26397,32,75,2.34375,-31.409670370370367,118.44286666666669,81
26505,26537,32,159,4.96875,-31.440157407407405,118.37750925925927,82
26705,26729,24,147,6.125,-31.486192857142857,118.2812976190476,83
26857,26885,28,144,5.142857142857143,-31.51758125,118.20650208333333,84
27021,27053,32,146,4.5625,-31.54434074074074,118.13974814814816,85
27057,27077,20,51,2.55,-31.545997222222226,118.13761944444444,86
27193,27225,32,182,5.6875,-31.57687962962963,118.07969629629628,87
27241,27273,32,103,3.21875,-31.577061111111114,118.07754444444446,88
27533,27561,28,87,3.107142857142857,-31.631043749999996,117.96502083333333,89
27565,27613,48,114,2.375,-31.63052051282051,117.9619923076923,90
27661,27681,20,35,1.75,-31.637913888888885,117.95085277777777,91
27685,27721,36,92,2.5555555555555554,-31.643853333333333,117.94327833333334,92
28089,28133,44,156,3.5454545454545454,-31.709488888888888,117.81185972222221,93
28137,28161,24,62,2.5833333333333335,-31.710757142857144,117.81076190476192,94
28313,28333,20,123,6.15,-31.748658333333335,117.73375833333334,95
28341,28365,24,119,4.958333333333333,-31.755616666666665,117.72043809523811,96
28445,28481,36,89,2.4722222222222223,-31.77305,117.68304333333333,97
28733,28765,32,162,5.0625,-31.84182592592592,117.54172777777778,98
28769,28793,24,97,4.041666666666667,-31.841888095238097,117.53846904761903,99
28893,28921,28,155,5.535714285714286,-31.866870833333333,117.48830416666667,100
28973,29001,28,164,5.857142857142857,-31.885610416666665,117.45183333333334,101
29153,29173,20,99,4.95,-31.925855555555554,117.37376388888889,102
29377,29405,28,169,6.035714285714286,-31.978397916666665,117.25930416666667,103
29910,29930,20,62,3.1,-32.11938174603175,116.9677142857143,104
