lat,lon,t_start,t_end,climb_rate_ms,alt_gain_m,duration_s,circle_id,seg_id,avg_speed_kmh,turn_radius_m,circle_diameter_m,bank_angle_deg
-31.70293833333334,117.13827666666668,881.0,908.0,1.2363636363636443,33.381818181818396,27.0,0,,121.43934462088517,144.95753986690534,289.91507973381067,38.667146505905606
-31.702594999999995,117.13840333333334,908.0,935.0,1.7494949494949548,47.23636363636378,27.0,1,,125.94728734288304,150.33850012226355,300.6770002445271,39.6897764447218
-31.702045,117.13876,935.0,962.0,1.6282828282828292,43.96363636363639,27.0,2,,126.06437086264114,150.4782582791943,300.9565165583886,39.71594205380456
-31.702471212121214,117.13842727272726,962.0,992.0,1.466666666666657,43.99999999999971,30.0,3,,125.87890416172137,166.95208190274093,333.90416380548186,36.74198737741142
-31.703224999999996,117.13781833333333,992.0,1019.0,2.2141414141413915,59.78181818181757,27.0,4,,122.82266524491185,146.60875723086642,293.21751446173283,38.984122150344135
-31.70326,117.13812666666665,1019.0,1046.0,2.559595959595963,69.109090909091,27.0,5,,121.93266814086569,145.5464014425183,291.0928028850366,38.78051110839036
-31.703436666666665,117.13844833333333,1046.0,1073.0,2.2545454545454606,60.87272727272744,27.0,6,,124.4539267442851,148.55593221412204,297.1118644282441,39.354297897621215
-31.703390000000002,117.13894499999999,1073.0,1100.0,1.9434343434343324,52.47272727272698,27.0,7,,124.35601572154911,148.43905953973493,296.87811907946985,39.33218913682221
-31.703233333333333,117.139725,1100.0,1127.0,2.0181818181818083,54.49090909090882,27.0,8,,124.6449524310211,148.78395233138374,297.5679046627675,39.39739213075761
-31.70297962962963,117.14017777777778,1127.0,1151.0,2.5555555555555434,61.333333333333044,24.0,9,,123.95660765038326,131.52204557640766,263.0440911528153,42.57980771521475
-31.702487037037038,117.14025925925927,1151.0,1175.0,2.5944444444444636,62.26666666666713,24.0,10,,123.96081949866489,131.52651448623146,263.0530289724629,42.58077763829745
-31.70208518518519,117.1404148148148,1175.0,1199.0,2.0833333333333357,50.00000000000006,24.0,11,,124.26638995213342,131.8507348071138,263.7014696142276,42.651065301745334
-31.701798333333336,117.1403,1199.0,1226.0,1.8727272727272952,50.563636363636974,27.0,12,,125.08052186656393,149.30387504683165,298.6077500936633,39.495455160426815
-31.70105,117.14015833333333,1226.0,1253.0,1.7171717171717447,46.363636363637106,27.0,13,,124.21597315268718,148.27189603665244,296.54379207330487,39.30054256140187
-32.180638333333334,117.15182499999999,2564.0,2591.0,3.4646464646464854,93.5454545454551,27.0,14,,123.32400852230852,147.20719168674322,294.41438337348643,39.098304998341725
-32.180525,117.15255666666667,2591.0,2618.0,3.444444444444446,93.00000000000004,27.0,15,,124.04011718182639,148.06198343389204,296.1239668677841,39.26076237049637
-32.18010833333334,117.15329833333332,2618.0,2645.0,3.2565656565656584,87.92727272727278,27.0,16,,127.26317316802552,151.9092231243834,303.8184462487668,39.98270890099133
-32.17949500000001,117.15401333333334,2645.0,2672.0,3.1474747474747486,84.98181818181821,27.0,17,,128.9184081898618,153.8850143921639,307.7700287843278,40.34765009646965
-32.17869696969697,117.15455151515152,2672.0,2702.0,3.1090909090908787,93.27272727272636,30.0,18,,126.80918879531839,168.18591021873593,336.37182043747185,36.944432646553544
-32.177913333333336,117.154595,2702.0,2729.0,3.389898989899,91.527272727273,27.0,19,,130.27101737508113,155.49957267640758,310.99914535281516,40.64296697207732
-32.177463333333336,117.15471833333334,2729.0,2756.0,2.8565656565656687,77.12727272727305,27.0,20,,129.56155768797214,154.6527175554489,309.3054351108978,40.488393933154306
-32.741616666666665,117.25058833333333,4166.0,4193.0,4.256565656565659,114.9272727272728,27.0,21,,124.33996879646722,148.41990493387337,296.83980986774674,39.32856433292184
-32.741233333333334,117.25091,4193.0,4220.0,3.9838383838383944,107.56363636363665,27.0,22,,128.3819306090938,153.24464145088484,306.4892829017697,40.2297987137819
-32.74083333333333,117.25118833333333,4220.0,4247.0,3.8909090909090946,105.05454545454556,27.0,23,,130.2682150819322,155.49622768535775,310.9924553707155,40.64235782800861
-33.076096875000005,117.28420625000001,5075.0,5120.0,3.031862745098108,136.43382352941487,45.0,24,,131.68252591970128,261.97406148683865,523.9481229736773,27.502556955446913
-33.07774666666667,117.28398,5120.0,5147.0,3.3212121212121506,89.67272727272807,27.0,25,,133.6219888833537,159.4995002741702,318.9990005483404,41.36347125115265
-33.07786212121212,117.28463333333333,5147.0,5177.0,2.9121212121211957,87.36363636363588,30.0,26,,134.75254106270233,178.72110836935568,357.44221673871135,38.62982748980403
-33.078287878787876,117.28607121212121,5177.0,5207.0,2.7151515151514816,81.45454545454444,30.0,27,,138.78260468270878,184.0661462535127,368.1322925070254,39.455824218267175
-32.89149333333334,117.23109500000001,6998.0,7025.0,2.1414141414141485,57.81818181818201,27.0,28,,131.06846589341174,156.45145672805978,312.90291345611956,40.815859976068914
-32.89118787878788,117.23133484848485,7025.0,7055.0,2.4757575757575614,74.27272727272684,30.0,29,,131.40721347251696,174.2842298506915,348.568459701383,37.92939102211343
-32.8913696969697,117.23311515151514,7055.0,7085.0,2.6848484848484615,80.54545454545385,30.0,30,,131.55719141557265,174.4831442756254,348.9662885512508,37.96108300164372
-32.89098833333333,117.23406833333334,7085.0,7112.0,2.7434343434343837,74.07272727272836,27.0,31,,132.371259474659,158.00655201518902,316.01310403037803,41.096388798705014
-32.890166666666666,117.23482166666668,7112.0,7139.0,2.5939393939393964,70.0363636363637,27.0,32,,131.29883778548353,156.7264429183547,313.4528858367094,40.86563931221124
