t_start,t_end,duration_s,alt_gain_m,climb_rate_ms,lat,lon,cluster_id
30804,30849,45,59,1.3111111111111111,-31.988669999999995,117.164995,89
30904,30929,25,37,1.48,-31.992744444444444,117.16598611111111,90
31275,31295,20,50,2.5,-32.07072592592592,117.0339148148148,91
31310,31365,55,76,1.3818181818181818,-32.07416805555555,117.03478055555554,92
31762,31797,35,67,1.9142857142857144,-32.182945833333335,116.92691666666667,93
31822,31847,25,39,1.56,-32.18527222222223,116.93339722222224,94
31877,31907,30,59,1.9666666666666666,-32.188492857142855,116.93401666666666,95
31927,32012,85,125,1.4705882352941178,-32.19280462962962,116.9362,96
32017,32082,65,107,1.646153846153846,-32.19696785714286,116.93799404761907,97
32087,32112,25,59,2.36,-32.199841666666664,116.93913888888888,98
32117,32232,115,166,1.4434782608695653,-32.20311597222223,116.9399076388889,99
32237,32282,45,74,1.6444444444444444,-32.20683666666667,116.94293166666667,100
32287,32748,461,787,1.7071583514099784,-32.218893369175625,116.94938458781365,101
32763,32783,20,40,2.0,-32.230086666666665,116.95483333333334,102
32788,32828,40,66,1.65,-32.231538888888885,116.95718518518518,103
32833,32893,60,94,1.5666666666666667,-32.23502820512821,116.95752564102563,104
32953,33038,85,146,1.7176470588235293,-32.24245555555555,116.9604962962963,105
33259,33282,23,84,3.652173913043478,-32.319286111111104,116.90191944444445,106
33301,33407,106,188,1.7735849056603774,-32.32456231884057,116.89760942028984,107
33412,33498,86,141,1.6395348837209303,-32.329025,116.89793611111112,108
33548,33588,40,50,1.25,-32.33382592592593,116.90043703703704,109
34129,34149,20,37,1.85,-32.44757666666667,116.91221,110
