circle_cluster_id,alt_cluster_id,dist_m,time_overlap_s,overlap_frac,circle_lat,circle_lon,alt_lat,alt_lon,lat,lon,lat_mean,lon_mean
1.0,4.0,353.3178031308315,25.0,0.5555555555555556,-32.13846666666667,116.93429666666668,-32.14155128205129,116.93339615384616,-32.13846666666667,116.93429666666668,-32.14000897435898,116.93384641025642
2.0,6.0,384.44386443542777,10.0,0.2857142857142857,-32.14712291666667,116.93462083333333,-32.1505803030303,116.93462272727272,-32.14712291666667,116.93462083333333,-32.148851609848485,116.93462178030302
3.0,6.0,18.032948172879067,30.0,1.0,-32.15069761904762,116.93449047619048,-32.1505803030303,116.93462272727272,-32.15069761904762,116.93449047619048,-32.150638961038965,116.9345566017316
4.0,6.0,470.796313482582,10.0,0.2,-32.154805608465615,116.93494255731922,-32.1505803030303,116.93462272727272,-32.154805608465615,116.93494255731922,-32.15269295574796,116.93478264229597
5.0,7.0,116.58587429408432,15.0,0.6,-32.15753888888889,116.93314166666666,-32.15855555555555,116.9328388888889,-32.15753888888889,116.93314166666666,-32.15804722222222,116.93299027777778
6.0,7.0,133.1859470651398,10.0,0.4,-32.159509523809525,116.93198333333336,-32.15855555555555,116.9328388888889,-32.159509523809525,116.93198333333336,-32.15903253968254,116.93241111111112
8.0,9.0,131.78027792750197,67.0,1.0,-32.13486498397435,116.9464892628205,-32.13595055555555,116.94592777777778,-32.13486498397435,116.9464892628205,-32.13540776976495,116.94620852029914
9.0,9.0,420.10243540956515,35.0,1.0,-32.13956666666667,116.94463541666669,-32.13595055555555,116.94592777777778,-32.13956666666667,116.94463541666669,-32.13775861111111,116.94528159722223
10.0,10.0,389.02193148195914,30.0,0.8571428571428571,-32.14264791666667,116.944175,-32.146143055555555,116.94435763888887,-32.14264791666667,116.944175,-32.14439548611111,116.94426631944444
11.0,10.0,101.03766334100465,30.0,1.0,-32.14525714285715,116.94411904761904,-32.146143055555555,116.94435763888887,-32.14525714285715,116.94411904761904,-32.14570009920635,116.94423834325396
12.0,10.0,171.79128998971183,30.0,1.0,-32.147547619047614,116.94359761904762,-32.146143055555555,116.94435763888887,-32.147547619047614,116.94359761904762,-32.146845337301585,116.94397762896824
13.0,10.0,411.41654721130976,25.0,0.7142857142857143,-32.14982083333333,116.94483541666666,-32.146143055555555,116.94435763888887,-32.14982083333333,116.94483541666666,-32.14798194444444,116.94459652777778
14.0,11.0,13.589678524211726,25.0,1.0,-32.15217708333333,116.9458875,-32.15229444444445,116.94584722222224,-32.15217708333333,116.9458875,-32.15223576388889,116.94586736111111
15.0,12.0,183.65394817145125,25.0,0.8333333333333334,-32.06822619047619,116.93948095238096,-32.066654761904765,116.93888095238094,-32.06822619047619,116.93948095238096,-32.06744047619048,116.93918095238095
16.0,13.0,92.11331691333687,30.0,1.0,-32.07173571428571,116.93845714285716,-32.07094047619047,116.93873095238096,-32.07173571428571,116.93845714285716,-32.07133809523809,116.93859404761906
17.0,18.0,12.003140579939673,90.0,1.0,-31.74879255952381,116.9018007936508,-31.74889912280702,116.90182105263156,-31.74879255952381,116.9018007936508,-31.748845841165416,116.90181092314118
18.0,19.0,112.82651446442628,31.0,0.8611111111111112,-31.7514625,116.8997875,-31.752336111111116,116.89918055555556,-31.7514625,116.8997875,-31.751899305555558,116.89948402777779
19.0,19.0,541.6445863561548,25.0,0.44642857142857145,-31.757207201479076,116.89920270938552,-31.752336111111116,116.89918055555556,-31.757207201479076,116.89920270938552,-31.754771656295098,116.89919163247055
19.0,20.0,50.39195858675394,130.0,1.0,-31.757207201479076,116.89920270938552,-31.75685802469136,116.89886296296297,-31.757207201479076,116.89920270938552,-31.75703261308522,116.89903283617424
19.0,21.0,320.5997706729971,60.0,1.0,-31.757207201479076,116.89920270938552,-31.76003846153846,116.8998435897436,-31.757207201479076,116.89920270938552,-31.758622831508767,116.89952314956456
20.0,23.0,291.65248106635573,160.0,1.0,-31.53982648148148,116.8698488888889,-31.541979874213833,116.86809182389936,-31.53982648148148,116.8698488888889,-31.540903177847657,116.86897035639413
21.0,23.0,284.55732996727613,30.0,1.0,-31.54364523809524,116.8658119047619,-31.541979874213833,116.86809182389936,-31.54364523809524,116.8658119047619,-31.542812556154537,116.86695186433063
22.0,23.0,551.4559500528238,55.0,1.0,-31.545680555555556,116.86421785714283,-31.541979874213833,116.86809182389936,-31.545680555555556,116.86421785714283,-31.543830214884693,116.86615484052109
23.0,23.0,860.2052163847924,10.0,0.25,-31.54825740740741,116.86278703703702,-31.541979874213833,116.86809182389936,-31.54825740740741,116.86278703703702,-31.54511864081062,116.8654394304682
23.0,24.0,455.86145912586073,20.0,0.5,-31.54825740740741,116.86278703703702,-31.550748333333335,116.85896611111112,-31.54825740740741,116.86278703703702,-31.54950287037037,116.86087657407407
24.0,24.0,235.35556669888504,30.0,1.0,-31.549159523809525,116.86060714285712,-31.550748333333335,116.85896611111112,-31.549159523809525,116.86060714285712,-31.54995392857143,116.85978662698412
25.0,24.0,77.21739454118007,65.0,1.0,-31.55112544642857,116.85828184523808,-31.550748333333335,116.85896611111112,-31.55112544642857,116.85828184523808,-31.55093688988095,116.85862397817459
26.0,24.0,370.42987470585047,30.0,0.8571428571428571,-31.553652083333333,116.85705,-31.550748333333335,116.85896611111112,-31.553652083333333,116.85705,-31.552200208333332,116.85800805555556
27.0,25.0,27.70726073655887,36.0,1.0,-31.55547407407407,116.85616666666668,-31.55545625,116.85645833333334,-31.55547407407407,116.85616666666668,-31.555465162037034,116.8563125
