t_start,t_end,duration_s,alt_gain_m,climb_rate_ms,lat,lon,cluster_id
13796,13864,68,158,2.323529411764706,-32.121062037037035,116.93993703703703,0
13868,13896,28,112,4.0,-32.13263125,116.94007916666666,1
13900,13960,60,183,3.05,-32.138015624999994,116.942690625,2
13964,13996,32,121,3.78125,-32.125053787878784,116.93920757575758,3
14552,14597,45,179,3.977777777777778,-32.12714772727273,116.95719242424242,4
14601,14741,140,358,2.557142857142857,-32.12901814814814,116.95917592592589,5
14745,14809,64,142,2.21875,-32.13439803921568,116.96057254901962,6
14813,14845,32,76,2.375,-32.13827222222222,116.96162037037035,7
14849,14877,28,68,2.4285714285714284,-32.13948333333333,116.9611625,8
14881,14901,20,45,2.25,-32.140502777777776,116.9621138888889,9
14909,14941,32,53,1.65625,-32.14277777777778,116.96166851851854,10
14985,15029,44,62,1.4090909090909092,-32.14805277777778,116.96341527777777,11
15309,15333,24,66,2.75,-32.22717619047619,116.97591666666666,12
15389,15437,48,101,2.1041666666666665,-32.26899743589743,116.97917820512822,13
15737,15761,24,67,2.7916666666666665,-32.38465238095238,116.99521190476189,14
15765,15789,24,47,1.9583333333333333,-32.38885,116.99302142857144,15
15793,15825,32,53,1.65625,-32.391201851851854,116.99363888888888,16
16041,16061,20,96,4.8,-32.342661111111106,117.00215277777778,17
16081,16105,24,56,2.3333333333333335,-32.34545714285714,117.00071190476191,18
16181,16213,32,98,3.0625,-32.31309074074074,116.99251111111113,19
16217,16281,64,170,2.65625,-32.31201862745098,116.98984117647059,20
16373,16393,20,33,1.65,-32.28624166666666,116.98980277777775,21
16681,16701,20,100,5.0,-32.176227777777775,116.96772222222224,22
16757,16889,132,308,2.3333333333333335,-32.1560862745098,116.95084264705883,23
16893,16925,32,66,2.0625,-32.15941666666666,116.95381111111111,24
17097,17169,72,228,3.1666666666666665,-32.142985087719296,116.96261929824561,25
17189,17217,28,94,3.357142857142857,-32.14528958333334,116.96391875,26
17225,17325,100,302,3.02,-32.14759230769231,116.96579935897437,27
17551,17572,21,95,4.523809523809524,-32.117028947368425,116.94674649122807,28
17897,17949,52,180,3.4615384615384617,-32.02502857142857,116.93288928571428,29
18045,18065,20,66,3.3,-31.98692777777778,116.92997222222222,30
18085,18113,28,69,2.4642857142857144,-31.986139583333333,116.92755416666667,31
18149,18169,20,119,5.95,-31.96557222222222,116.9248,32
18397,18417,20,53,2.65,-31.868050000000007,116.91324166666665,33
18481,18505,24,121,5.041666666666667,-31.833145238095238,116.90858333333334,34
18601,18637,36,151,4.194444444444445,-31.801565,116.90241666666668,35
18641,18665,24,77,3.2083333333333335,-31.79500714285715,116.90371190476192,36
18669,18717,48,164,3.4166666666666665,-31.796551282051283,116.90483076923078,37
18721,18765,44,119,2.7045454545454546,-31.798443055555552,116.90550694444444,38
18769,18793,24,66,2.75,-31.799845238095234,116.90657619047617,39
18825,18845,20,83,4.15,-31.782566666666668,116.90546388888889,40
18925,18957,32,87,2.71875,-31.758051851851853,116.90417222222221,41
18965,18985,20,59,2.95,-31.75781666666667,116.90477777777777,42
18989,19013,24,56,2.3333333333333335,-31.75882380952381,116.90705952380952,43
19165,19193,28,148,5.285714285714286,-31.689012499999997,116.89881458333333,44
19213,19261,48,122,2.5416666666666665,-31.68735256410256,116.89793076923075,45
19281,19301,20,111,5.55,-31.676577777777776,116.894775,46
19649,19693,44,146,3.3181818181818183,-31.513024999999995,116.87259583333334,47
19793,19913,120,374,3.1166666666666667,-31.48818333333334,116.86796290322582,48
19937,19985,48,129,2.6875,-31.491996153846152,116.86906923076923,49
19993,20013,20,65,3.25,-31.49318888888889,116.8690388888889,50
20085,20149,64,296,4.625,-31.461427450980388,116.86343431372548,51
20153,20173,20,65,3.25,-31.461447222222223,116.86351666666667,52
20573,20593,20,117,5.85,-31.28775277777778,116.84289444444444,53
20865,20889,24,141,5.875,-31.158164285714285,116.82690714285715,54
20981,21001,20,46,2.3,-31.156891666666667,116.82388055555556,55
21157,21201,44,181,4.113636363636363,-31.107315277777776,116.81266944444445,56
21205,21273,68,240,3.5294117647058822,-31.107592592592596,116.81361944444444,57
21277,21301,24,74,3.0833333333333335,-31.108871428571433,116.8141976190476,58
21393,21421,28,116,4.142857142857143,-31.094097916666666,116.80865625000001,59
21453,21485,32,89,2.78125,-31.085161111111105,116.80866851851852,60
21489,21689,200,567,2.835,-31.08602614379085,116.81568366013072,61
21829,21853,24,116,4.833333333333333,-31.01986428571428,116.8106880952381,62
21889,21909,20,136,6.8,-30.995736111111114,116.80519444444445,63
22065,22089,24,85,3.5416666666666665,-30.917314285714287,116.79116904761905,64
22177,22201,24,156,6.5,-30.87224761904762,116.784,65
22469,22501,32,142,4.4375,-30.74532592592593,116.77319074074073,66
22619,22675,56,153,2.732142857142857,-30.71297222222222,116.78072666666664,67
22695,22719,24,61,2.5416666666666665,-30.71457380952381,116.78350476190475,68
22751,22787,36,85,2.361111111111111,-30.71559666666667,116.78685666666668,69
22791,22887,96,306,3.1875,-30.716191333333335,116.79281266666666,70
22891,22915,24,81,3.375,-30.71747142857143,116.79593333333332,71
22923,22959,36,124,3.4444444444444446,-30.718641666666667,116.79816166666667,72
22991,23079,88,262,2.977272727272727,-30.720143478260866,116.80033405797106,73
23083,23115,32,76,2.375,-30.722231481481476,116.80079259259259,74
23127,23155,28,80,2.857142857142857,-30.72505,116.81001875000001,75
23347,23443,96,449,4.677083333333333,-30.778992666666667,116.93382133333334,76
23467,23519,52,124,2.3846153846153846,-30.786196428571433,116.94191309523809,77
23603,23623,20,75,3.75,-30.809124999999998,117.00344166666666,78
23687,23711,24,164,6.833333333333333,-30.82634285714286,117.05237619047618,79
23755,23799,44,178,4.045454545454546,-30.840525,117.09376250000003,80
23931,23963,32,104,3.25,-30.87330185185185,117.19274814814815,81
24419,24471,52,107,2.0576923076923075,-30.96280476190476,117.44531547619046,82
24491,24519,28,99,3.5357142857142856,-30.962620833333332,117.45240625,83
24523,24551,28,82,2.9285714285714284,-30.963958333333334,117.45545416666667,84
24555,24599,44,129,2.9318181818181817,-30.96603888888889,117.45675555555556,85
24659,24683,24,73,3.0416666666666665,-30.976902380952378,117.47624047619048,86
24687,24719,32,80,2.5,-30.978022222222226,117.47729999999999,87
24855,24887,32,145,4.53125,-31.011246296296292,117.56222777777778,88
25183,25375,192,644,3.3541666666666665,-31.088906802721084,117.74714625850342,89
25379,25407,28,67,2.392857142857143,-31.09388333333333,117.75215208333333,90
25439,25459,20,151,7.55,-31.10186111111111,117.7761888888889,91
25483,25603,120,414,3.45,-31.111740322580644,117.79176720430108,92
25611,25631,20,68,3.4,-31.118430555555552,117.79644444444445,93
25975,26007,32,150,4.6875,-31.194211111111112,118.00005555555555,94
26223,26259,36,115,3.1944444444444446,-31.24743666666667,118.14426166666665,95
26615,26647,32,70,2.1875,-31.310700000000004,118.30166111111109,96
26839,26887,48,187,3.8958333333333335,-31.345142307692306,118.3916641025641,97
26903,26971,68,175,2.573529411764706,-31.347336111111108,118.39985185185186,98
26975,27027,52,122,2.3461538461538463,-31.347894047619054,118.40144523809525,99
27035,27067,32,82,2.5625,-31.349057407407404,118.40196851851852,100
27071,27099,28,63,2.25,-31.34925625,118.40266249999999,101
27107,27127,20,40,2.0,-31.348455555555557,118.40466388888888,102
27131,27159,28,66,2.357142857142857,-31.34973958333333,118.41296666666666,103
27167,27199,32,76,2.375,-31.352212962962962,118.41520925925926,104
27227,27279,52,166,3.1923076923076925,-31.356757142857145,118.41805714285714,105
27283,27395,112,449,4.008928571428571,-31.35963735632184,118.41958965517243,106
