circle_cluster_id,alt_cluster_id,dist_m,time_overlap_s,overlap_frac,circle_lat,circle_lon,alt_lat,alt_lon,lat,lon,lat_mean,lon_mean
2.0,7.0,19.08956915003374,36.0,1.0,-31.76078333333334,117.24488452380947,-31.760742307692315,117.24468846153844,-31.76078333333334,117.24488452380947,-31.760762820512827,117.24478649267397
3.0,8.0,118.74204575307677,6.0,0.2857142857142857,-31.797706666666663,117.274585,-31.797133333333335,117.273525,-31.797706666666663,117.274585,-31.79742,117.274055
5.0,9.0,1180.2265978024818,21.0,1.0,-31.80769011468855,117.29061527609426,-31.801652083333337,117.28034375,-31.80769011468855,117.29061527609426,-31.804671099010946,117.28547951304714
5.0,10.0,933.48805624206,51.0,1.0,-31.80769011468855,117.29061527609426,-31.80247314814815,117.28287592592594,-31.80769011468855,117.29061527609426,-31.80508163141835,117.2867456010101
5.0,11.0,492.9615750739195,87.0,1.0,-31.80769011468855,117.29061527609426,-31.80505388888889,117.28642111111112,-31.80769011468855,117.29061527609426,-31.80637200178872,117.2885181936027
5.0,12.0,298.1868984273443,51.0,1.0,-31.80769011468855,117.29061527609426,-31.809578703703703,117.29285555555556,-31.80769011468855,117.29061527609426,-31.808634409196127,117.29173541582492
5.0,13.0,874.4186159527454,57.0,1.0,-31.80769011468855,117.29061527609426,-31.812213333333336,117.29818500000002,-31.80769011468855,117.29061527609426,-31.809951724010944,117.29440013804714
5.0,14.0,1188.498491335279,24.0,1.0,-31.80769011468855,117.29061527609426,-31.813862962962965,117.30088333333332,-31.80769011468855,117.29061527609426,-31.810776538825756,117.29574930471378
6.0,15.0,173.84617572269903,42.0,0.8235294117647058,-31.816912345679015,117.30802592592596,-31.817600925925927,117.30967777777778,-31.816912345679015,117.30802592592596,-31.817256635802472,117.30885185185187
7.0,17.0,234.9899189638177,30.0,1.0,-31.954998484848485,117.33912121212124,-31.95628750000001,117.341095,-31.954998484848485,117.33912121212124,-31.955642992424245,117.34010810606063
8.0,17.0,320.8757715402695,27.0,0.6923076923076923,-31.95816547619048,117.34367738095236,-31.95628750000001,117.341095,-31.95816547619048,117.34367738095236,-31.957226488095245,117.34238619047618
8.0,18.0,264.2965078975723,9.0,0.2727272727272727,-31.95816547619048,117.34367738095236,-31.959881944444447,117.34561527777778,-31.95816547619048,117.34367738095236,-31.959023710317464,117.34464632936508
9.0,18.0,76.40401502054033,24.0,0.8888888888888888,-31.960138333333333,117.34636666666664,-31.959881944444447,117.34561527777778,-31.960138333333333,117.34636666666664,-31.96001013888889,117.34599097222221
10.0,19.0,158.15021980815672,33.0,1.0,-31.96249716049383,117.34957604938272,-31.96132916666667,117.34861944444444,-31.96249716049383,117.34957604938272,-31.96191316358025,117.34909774691357
11.0,22.0,498.59274092513806,18.0,0.8571428571428571,-32.420987751322755,117.28965121693122,-32.41876875,117.28503541666666,-32.420987751322755,117.28965121693122,-32.41987825066138,117.28734331679894
11.0,23.0,217.2189521240402,57.0,1.0,-32.420987751322755,117.28965121693122,-32.419686666666664,117.287925,-32.420987751322755,117.28965121693122,-32.42033720899471,117.28878810846561
11.0,24.0,84.40146141265723,21.0,1.0,-32.420987751322755,117.28965121693122,-32.42119375,117.29051666666666,-32.420987751322755,117.28965121693122,-32.42109075066138,117.29008394179894
11.0,25.0,294.68896995163465,33.0,1.0,-32.420987751322755,117.28965121693122,-32.422670833333335,117.2920763888889,-32.420987751322755,117.28965121693122,-32.42182929232804,117.29086380291005
12.0,27.0,88.4573904559834,27.0,1.0,-32.54293,117.29296499999998,-32.542675,117.29207111111114,-32.54293,117.29296499999998,-32.5428025,117.29251805555556
13.0,27.0,321.9726483101923,21.0,0.875,-32.54381296296296,117.29522962962965,-32.542675,117.29207111111114,-32.54381296296296,117.29522962962965,-32.54324398148148,117.29365037037039
14.0,28.0,241.20897915120744,9.0,0.3333333333333333,-32.559401666666666,117.29515166666664,-32.55810175438596,117.2930912280702,-32.559401666666666,117.29515166666664,-32.55875171052631,117.29412144736841
14.0,29.0,129.41791279712868,15.0,0.5555555555555556,-32.559401666666666,117.29515166666664,-32.56024871794872,117.29609871794872,-32.559401666666666,117.29515166666664,-32.55982519230769,117.29562519230768
15.0,29.0,94.5428289585224,21.0,0.875,-32.56039444444444,117.2970925925926,-32.56024871794872,117.29609871794872,-32.56039444444444,117.2970925925926,-32.560321581196575,117.29659565527066
18.0,30.0,27.462278256061218,24.0,1.0,-32.56375185185185,117.30248703703704,-32.56395138888889,117.30265972222224,-32.56375185185185,117.30248703703704,-32.56385162037037,117.30257337962965
19.0,30.0,208.9479778881261,6.0,0.25,-32.56524259259258,117.30427962962962,-32.56395138888889,117.30265972222224,-32.56524259259258,117.30427962962962,-32.56459699074074,117.30346967592592
20.0,31.0,47.31121854575512,45.0,0.9375,-32.5668462962963,117.30696574074074,-32.56705873015873,117.30740317460318,-32.5668462962963,117.30696574074074,-32.56695251322751,117.30718445767195
21.0,34.0,109.25903931774242,93.0,1.0,-32.935530671296306,117.27326805555556,-32.934609696969694,117.27286,-32.935530671296306,117.27326805555556,-32.935070184133,117.27306402777778
24.0,36.0,221.83210867280647,150.0,0.8333333333333334,-33.13963677662038,117.2724763773148,-33.13871639344262,117.270362568306,-33.13963677662038,117.2724763773148,-33.1391765850315,117.27141947281041
25.0,37.0,303.6573624012959,24.0,1.0,-33.484205555555555,117.41216481481482,-33.4858421875,117.4147859375,-33.484205555555555,117.41216481481482,-33.48502387152777,117.41347537615741
