cluster_id,n_circles,n_turns_sum,duration_min,alt_gained_m,av_climb_ms,lat,lon,t_start,t_end
1,8,7.6,3.8,190.18073593073728,0.8341260347839354,-32.12892622519841,116.95235607060184,10107.0,10335.0
2,1,1.4666666666666666,0.7333333333333333,-2.346153846154317,-0.05332167832168902,-32.1311013888889,116.94690555555556,10335.0,10379.0
3,6,6.8,3.4,82.91194805194888,0.4064311179017102,-32.13479782958554,116.94213444113757,10379.0,10583.0
4,3,3.7333333333333334,1.8666666666666667,-24.666247086247825,-0.2202343489843556,-32.13534030864198,116.94171046296294,10583.0,10695.0
5,3,2.533333333333333,1.2666666666666666,70.98809523809516,0.9340538847117784,-32.13836666666666,116.94401250000003,10695.0,10771.0
6,6,5.333333333333333,2.6666666666666665,154.67619047619158,0.9667261904761973,-32.08627562830688,116.9607840884039,10987.0,11147.0
7,7,6.0,3.0,119.50000000000027,0.6638888888888904,-32.05310607993197,116.96775435090704,11303.0,11483.0
8,10,9.733333333333333,4.866666666666666,87.46748917749107,0.2995461958133256,-32.0239473502886,116.96989281625781,11639.0,11931.0
9,4,3.466666666666667,1.7333333333333334,46.71333333333267,0.4491666666666603,-31.996732671957673,116.97551871693122,12079.0,12183.0
10,9,8.933333333333334,4.466666666666667,249.71498168498331,0.931772319720087,-31.982205855435716,116.98209274719622,12299.0,12567.0
11,11,9.866666666666667,4.933333333333334,379.33095238095484,1.281523487773496,-31.92995811688312,116.98067824675326,12815.0,13111.0
12,13,12.0,6.0,556.5624908424917,1.5460069190069214,-31.895129032630482,116.9596401042156,13287.0,13647.0
13,5,5.2,2.6,213.91393939393686,1.371243201243185,-31.90389036111111,116.95613413888888,13647.0,13803.0
14,9,9.066666666666666,4.533333333333333,629.5096969696978,2.3143738859180063,-31.90631912037037,116.95600776748971,13803.0,14075.0
15,1,1.0666666666666667,0.5333333333333333,57.75999999999948,1.8049999999999837,-31.852342592592592,116.96095370370372,14259.0,14291.0
16,2,2.4,1.2,240.2569696969701,3.336902356902362,-31.72487037037037,116.98876136363636,14659.0,14731.0
17,4,5.6,2.8,403.10743256743314,2.3994490033775784,-31.728504636752138,116.9860407566045,14731.0,14899.0
18,7,7.2,3.6,702.7327272727275,3.253392255892257,-31.72832970899471,116.98510517857143,14899.0,15115.0
19,1,1.8666666666666667,0.9333333333333333,-1.6000000000007215,-0.028571428571441456,-31.54574777777778,116.93725222222224,15655.0,15711.0
20,11,11.2,5.6,958.0820086305035,2.851434549495546,-31.544653228114484,116.93247510521884,15711.0,16047.0
21,11,11.333333333333334,5.666666666666667,1137.2193939393908,3.3447629233511496,-31.52817075336701,116.93647802188552,16119.0,16459.0
22,1,1.0666666666666667,0.5333333333333333,69.7066666666658,2.178333333333306,-31.44032037037037,116.92716666666668,16695.0,16727.0
23,4,4.266666666666667,2.1333333333333333,402.979090909091,3.1482741477272733,-31.343278692129633,116.89951251157407,16983.0,17111.0
24,2,2.4,1.2,250.7781818181821,3.483030303030307,-31.259479166666665,116.87227750000002,17391.0,17463.0
25,2,2.4,1.2,185.86424242424107,2.581447811447793,-30.9864265993266,116.78102819865319,18259.0,18331.0
26,9,9.866666666666667,4.933333333333334,1020.7396969696954,3.4484449221949167,-30.98056012158623,116.78000869809203,18331.0,18627.0
27,1,2.0,1.0,88.27941176470587,1.4713235294117646,-30.811994791666667,116.79026354166666,19095.0,19155.0
28,1,1.7333333333333334,0.8666666666666667,130.7542857142836,2.514505494505454,-30.805804761904767,116.79266785714285,19155.0,19207.0
29,1,1.0666666666666667,0.5333333333333333,107.65333333333204,3.3641666666666263,-30.804005555555552,116.79800925925926,19207.0,19239.0
30,1,1.7333333333333334,0.8666666666666667,196.27999999999872,3.77461538461536,-30.80004166666667,116.79886071428572,19239.0,19291.0
31,6,5.466666666666667,2.7333333333333334,540.7500000000083,3.2972560975610263,-30.797546726190475,116.80009836309523,19291.0,19455.0
32,7,6.666666666666667,3.3333333333333335,825.6737229437256,4.128368614718628,-30.383119843159488,116.65174471371881,20575.0,20775.0
33,3,2.8,1.4,228.48809523809592,2.7200963718820943,-30.292413040123453,116.6623876212522,21015.0,21099.0
34,3,3.066666666666667,1.5333333333333334,322.41666666666623,3.5045289855072417,-30.26046296296296,116.65693773148148,21195.0,21287.0
35,1,1.0666666666666667,0.5333333333333333,81.01333333333113,2.531666666666598,-30.115903703703697,116.65156111111112,21743.0,21775.0
36,2,2.1333333333333333,1.0666666666666667,180.85333333333153,2.825833333333305,-30.175098148148148,116.73502685185184,22123.0,22187.0
37,3,3.3333333333333335,1.6666666666666667,279.1296969696956,2.791296969696956,-30.215572283950618,116.79556543209877,22379.0,22479.0
38,2,2.2666666666666666,1.1333333333333333,119.26181818181774,1.7538502673796728,-30.35339259259259,116.9942937037037,22987.0,23055.0
39,1,1.7333333333333334,0.8666666666666667,164.35999999999967,3.1607692307692243,-30.35446785714286,116.99971428571428,23055.0,23107.0
40,5,5.066666666666666,2.533333333333333,556.0273160173161,3.6580744474823432,-30.35522660978836,117.00307141798942,23107.0,23259.0
41,9,8.133333333333333,4.066666666666666,931.2647619047636,3.8166588602654246,-30.609580724573775,117.31279334215166,24159.0,24403.0
42,2,2.8,1.4,31.801904761903366,0.3785941043083734,-30.738693981481482,117.46207678571429,24871.0,24955.0
43,10,9.866666666666667,4.933333333333334,637.5106060606087,2.1537520475020564,-30.747160085978834,117.47082160317458,25027.0,25323.0
44,1,1.7333333333333334,0.8666666666666667,163.61714285714308,3.1464835164835208,-30.74953452380953,117.4783476190476,25323.0,25375.0
