t_start,t_end,duration_s,alt_gain_m,climb_rate_ms,lat,lon,cluster_id
9887,10063,176,544,3.090909090909091,-32.125739259259255,116.94795111111111,0
10211,10235,24,39,1.625,-32.128947619047615,116.95216666666667,1
10707,10747,40,59,1.475,-32.13801212121212,116.94399242424242,2
10991,11039,48,94,1.9583333333333333,-32.08538717948718,116.96210512820511,3
11043,11099,56,67,1.1964285714285714,-32.08652444444445,116.96071888888888,4
11647,11667,20,37,1.85,-32.02439444444445,116.97212222222221,5
12039,12059,20,47,2.35,-31.997688888888888,116.97586666666666,6
12287,12307,20,31,1.55,-31.979566666666667,116.98398333333334,7
12311,12355,44,68,1.5454545454545454,-31.98040416666667,116.98352499999999,8
12383,12403,20,36,1.8,-31.981730555555554,116.98243055555555,9
12407,12427,20,34,1.7,-31.98205833333333,116.98235833333335,10
12551,12575,24,39,1.625,-31.98245714285714,116.9818785714286,11
12647,12671,24,45,1.875,-31.96075,116.9841380952381,12
12823,12859,36,71,1.9722222222222223,-31.926821666666665,116.98100666666669,13
12867,12899,32,67,2.09375,-31.927737037037033,116.98040555555556,14
12939,12959,20,42,2.1,-31.929536111111116,116.98045277777777,15
13039,13071,32,36,1.125,-31.932570370370367,116.98003703703704,16
13251,13271,20,41,2.05,-31.893683333333332,116.96655833333331,17
13299,13319,20,32,1.6,-31.890600000000003,116.96165833333333,18
13327,13367,40,70,1.75,-31.891030303030302,116.96086060606059,19
13391,13411,20,39,1.95,-31.89243333333333,116.96016666666667,20
13415,13607,192,347,1.8072916666666667,-31.896278911564632,116.95902074829932,21
13643,13695,52,76,1.4615384615384615,-31.90261428571429,116.95789880952377,22
13699,13775,76,135,1.7763157894736843,-31.904136666666666,116.95591499999998,23
13819,13891,72,187,2.5972222222222223,-31.9041254385965,116.95539649122807,24
13895,13947,52,137,2.6346153846153846,-31.906376190476188,116.95693095238093,25
13951,14003,52,117,2.25,-31.907658333333334,116.95620595238096,26
14007,14047,40,91,2.275,-31.90890303030303,116.9556909090909,27
14051,14079,28,46,1.6428571428571428,-31.909270833333334,116.95552916666668,28
14223,14251,28,110,3.9285714285714284,-31.853039583333334,116.96250208333333,29
14623,14767,144,535,3.7152777777777777,-31.725270720720722,116.98846711711711,30
14787,14883,96,222,2.3125,-31.72855,116.98602466666667,31
14911,15011,100,341,3.41,-31.727833974358973,116.9847314102564,32
15015,15039,24,88,3.6666666666666665,-31.728447619047618,116.98539285714287,33
15043,15075,32,94,2.9375,-31.72855740740741,116.98546481481483,34
15079,15131,52,194,3.730769230769231,-31.7297,116.98620238095239,35
15691,15823,132,483,3.659090909090909,-31.543536764705877,116.93332205882353,36
15827,15899,72,241,3.3472222222222223,-31.544568421052638,116.93194035087718,37
15903,15971,68,176,2.588235294117647,-31.54556851851852,116.93173240740741,38
15975,16003,28,74,2.642857142857143,-31.545208333333335,116.932425,39
16007,16031,24,64,2.6666666666666665,-31.545116666666665,116.93267857142857,40
16067,16119,52,226,4.346153846153846,-31.53052023809523,116.93362142857143,41
16123,16147,24,81,3.375,-31.528823809523807,116.93576904761906,42
16151,16311,160,647,4.04375,-31.52873943089431,116.9363292682927,43
16319,16419,100,375,3.75,-31.52764807692308,116.9372346153846,44
16647,16727,80,251,3.1375,-31.44091428571429,116.92684206349209,45
16967,17011,44,179,4.068181818181818,-31.344649999999998,116.9005263888889,46
17015,17071,56,175,3.125,-31.343068888888887,116.89961555555556,47
17095,17127,32,78,2.4375,-31.344007407407407,116.89720925925927,48
17299,17439,140,551,3.9357142857142855,-31.26052083333334,116.87223287037035,49
17443,17471,28,110,3.9285714285714284,-31.259789583333333,116.87272083333335,50
17487,17507,20,57,2.85,-31.25333611111111,116.86805833333334,51
17727,17751,24,66,2.75,-31.157992857142858,116.8365,52
17815,17847,32,90,2.8125,-31.12444259259259,116.83313888888887,53
17939,17967,28,113,4.035714285714286,-31.09081666666667,116.82406666666667,54
18259,18327,68,193,2.838235294117647,-30.98649444444445,116.78089351851852,55
18351,18503,152,601,3.9539473684210527,-30.981139743589747,116.78046837606836,56
18507,18619,112,345,3.080357142857143,-30.979132183908053,116.7794028735632,57
18623,18643,20,37,1.85,-30.977172222222222,116.77948333333335,58
18771,18795,24,100,4.166666666666667,-30.926357142857146,116.78259047619046,59
19131,19151,20,82,4.1,-30.808291666666666,116.78865277777778,60
19179,19203,24,105,4.375,-30.804014285714285,116.79467857142858,61
19207,19235,28,108,3.857142857142857,-30.80384375,116.79786666666666,62
19243,19387,144,539,3.7430555555555554,-30.797941891891888,116.79983513513515,63
19415,19443,28,122,4.357142857142857,-30.79894375,116.79991249999999,64
19447,19467,20,45,2.25,-30.799116666666666,116.79917499999999,65
19651,19671,20,107,5.35,-30.71535555555555,116.78363055555555,66
19939,19999,60,223,3.716666666666667,-30.590848958333332,116.75365833333333,67
