t_start,t_end,duration_s,alt_gain_m,climb_rate_ms,lat,lon,cluster_id
15783,15803,20,34,1.7,-32.19846666666666,116.97267333333335,0
16539,16570,31,86,2.774193548387097,-32.13464861111111,116.93767499999997,1
16596,16626,30,67,2.2333333333333334,-32.13380107526881,116.93924301075269,2
18014,18038,24,72,3.0,-32.119124666666664,116.98733733333334,3
18063,18094,31,73,2.3548387096774195,-32.118155208333334,116.98797135416666,4
18395,18420,25,40,1.6,-32.11728981481482,117.01620277777778,5
18755,18777,22,67,3.0454545454545454,-32.161561111111105,116.98061944444443,6
18890,18920,30,63,2.1,-32.159472580645165,116.98583333333335,7
19497,19522,25,60,2.4,-32.17145277777778,116.96236388888887,8
19587,19607,20,31,1.55,-32.14957666666667,116.94805,9
19898,19923,25,52,2.08,-32.12556111111112,116.94907777777779,10
20016,20036,20,47,2.35,-32.12866282051282,116.97960769230768,11
