lat,lon,climb_rate_ms,alt_gain_m,duration_s,circle_cluster_id,alt_cluster_id,circle_lat,circle_lon,alt_lat,alt_lon,dist_m,time_overlap_s,overlap_frac
-32.14724266637228,116.95525395152117,2.375,57.0,24.0,0,2,-32.14661199941122,116.95426856970899,-32.14787333333334,116.95623933333334,232.58737899974471,24.0,1.0
-32.12334576638118,116.94418802264508,3.0208333333333335,145.0,48.0,1,6,-32.12348931054013,116.94343604529014,-32.123202222222226,116.94494000000002,145.18304678899045,48.0,1.0
-31.94927327324323,116.91766820727695,3.5416666666666665,85.0,24.0,2,11,-31.94899654648646,116.91772113677611,-31.94955,116.91761527777778,62.34653614634259,24.0,1.0
-31.38943945156695,116.7770748076923,3.875,93.0,24.0,4,24,-31.389458903133907,116.77727628205128,-31.389419999999994,116.77687333333333,38.49227198187369,24.0,1.0
-31.18775049669312,116.74054325396827,3.8,76.0,20.0,7,27,-31.187736178571427,116.74036428571429,-31.187764814814816,116.74072222222223,34.19713973534983,20.0,1.0
-31.18513595196759,116.73119609374999,2.4782608695652173,57.0,23.0,8,31,-31.185378153935183,116.73198524305555,-31.18489375,116.73040694444444,159.50872821875953,23.0,1.0
-30.974654418549655,116.71195001963304,3.7241379310344827,108.0,29.0,9,36,-30.97523492405583,116.71263119868635,-30.974073913043476,116.71126884057972,183.12973454424858,13.0,0.4482758620689655
-30.97295930095209,116.70768926304211,3.6296296296296298,98.0,27.0,10,40,-30.973474371134955,116.70840224403294,-30.97244423076923,116.70697628205127,177.77392141823023,27.0,1.0
-31.039355123818837,116.9178234420821,3.7142857142857144,78.0,21.0,11,46,-31.039307974910393,116.917850672043,-31.039402272727276,116.91779621212117,11.698979819184737,21.0,1.0
-31.03741419744719,116.91357216754079,4.9375,158.0,32.0,12,49,-31.037591021157006,116.91419736538461,-31.037237373737373,116.91294696969697,125.45428499734602,32.0,1.0
-31.18212156288194,117.08927371650941,4.857142857142857,136.0,28.0,13,54,-31.18219427518916,117.08936237554758,-31.182048850574716,117.08918505747125,23.367182256066418,28.0,1.0
-31.18097048009861,117.08645198112072,4.173913043478261,96.0,23.0,14,56,-31.18113381734007,117.0865603114478,-31.180807142857144,117.08634365079364,41.764809286351785,23.0,1.0
-31.298935387237428,117.394835276327,4.285714285714286,90.0,21.0,15,64,-31.298612879738013,117.39488195616279,-31.29925789473684,117.39478859649122,72.26893799082691,21.0,1.0
-31.700025456271295,117.85299304398418,3.311111111111111,149.0,45.0,16,76,-31.700511057470123,117.85309478362052,-31.699539855072466,117.85289130434785,109.69525444146214,45.0,1.0
-32.2085102515015,118.620760507293,4.222222222222222,266.0,63.0,17,92,-32.208261944444445,118.6205984920635,-32.20875855855856,118.62092252252252,63.07740876844662,25.0,0.4166666666666667
-32.374522054673726,118.79715048412699,3.0476190476190474,64.0,21.0,18,98,-32.3747250617284,118.79708033333333,-32.37431904761905,118.79722063492065,47.03016614647418,21.0,1.0
-32.36734274399886,118.79778955994475,2.607142857142857,146.0,56.0,19,100,-32.36879864589247,118.79735748246259,-32.36588684210526,118.7982216374269,333.7954536813598,56.0,1.0
-32.49576622073222,118.74538583581665,3.9318181818181817,173.0,44.0,20,105,-32.4957568859089,118.74530241237407,-32.495775555555554,118.74546925925924,15.784908461084125,44.0,1.0
-32.7289659770652,118.32507567560592,4.594936708860759,363.0,79.0,21,114,-32.72919746338965,118.32541547158218,-32.72873449074074,118.32473587962964,81.80078668251996,71.0,0.8987341772151899
-32.88923270067402,117.979509609375,4.428571428571429,372.0,84.0,22,121,-32.88922657781863,117.97964529718136,-32.88923882352941,117.97937392156864,25.375700498628913,61.0,0.953125
-33.187814944956486,117.1824932264465,3.2285714285714286,113.0,35.0,23,134,-33.18778417562724,117.18258264336917,-33.18784571428572,117.1824038095238,17.99365261893043,35.0,1.0
-33.33876374731183,116.83332034946238,2.8333333333333335,85.0,30.0,24,140,-33.339099,116.83332833333334,-33.338428494623656,116.83331236559142,74.57165358366905,24.0,0.8
-33.3345244311636,116.83325327980991,3.4444444444444446,93.0,27.0,25,142,-33.33482624327957,116.83337679771506,-33.33422261904762,116.83312976190476,70.93515061802418,27.0,1.0
-32.94593184615385,116.8492501923077,4.338461538461538,282.0,65.0,26,146,-32.94548435897436,116.84963705128206,-32.94637933333333,116.84886333333333,122.94772180275892,43.0,0.8269230769230769
