cluster_id,lat,lon,t_start,t_end,climb_rate_ms,alt_gain_m,duration_s
0,-31.629382291666662,117.23074826388888,181.0,228.0,5.723404255319149,269.0,47.0
1,-31.623592,117.22151400000001,395.0,419.0,4.416666666666667,106.0,24.0
2,-31.623804824561404,117.22476140350878,518.0,555.0,4.702702702702703,174.0,37.0
3,-31.62255634920635,117.22483253968254,607.0,627.0,5.25,105.0,20.0
4,-31.61934855072463,117.22376521739129,908.0,930.0,3.6363636363636362,80.0,22.0
5,-31.38628260869566,117.09932101449276,2573.0,2595.0,8.227272727272727,181.0,22.0
6,-31.337117424242425,117.05430151515155,2994.0,3015.0,16.0,336.0,21.0
7,-31.07943935185185,116.90644722222221,4213.0,4248.0,2.857142857142857,100.0,35.0
8,-31.03139642857143,116.9059761904762,4601.0,4628.0,4.111111111111111,111.0,27.0
9,-31.0291893081761,116.90368852201257,4631.0,4736.0,3.104761904761905,326.0,105.0
10,-31.02816111111111,116.90224126984128,4737.0,4757.0,2.5,50.0,20.0
11,-31.025778846153848,116.9004641025641,4817.0,4842.0,3.2,80.0,25.0
12,-31.025926,116.89974666666667,4843.0,4867.0,2.375,57.0,24.0
13,-31.025490476190477,116.89902142857144,4868.0,4888.0,2.9,58.0,20.0
14,-30.878242,116.85218866666666,5418.0,5442.0,3.0,72.0,24.0
15,-30.877068253968257,116.85048015873016,5444.0,5464.0,2.6,52.0,20.0
16,-30.87725933333333,116.85040733333334,5467.0,5491.0,1.7916666666666667,43.0,24.0
17,-30.790576282051276,116.86033974358975,5884.0,5909.0,3.96,99.0,25.0
18,-30.749279365079367,116.85434682539682,6055.0,6075.0,2.65,53.0,20.0
19,-30.74838214285714,116.85413809523808,6077.0,6118.0,3.2195121951219514,132.0,41.0
20,-30.746313020833334,116.85181354166667,6206.0,6237.0,2.903225806451613,90.0,31.0
21,-30.748305555555557,116.84818253968254,6302.0,6322.0,3.15,63.0,20.0
22,-30.655025308641978,116.81684938271603,6582.0,6608.0,5.153846153846154,134.0,26.0
23,-30.653828030303032,116.81532499999997,6612.0,6633.0,3.619047619047619,76.0,21.0
24,-30.590763020833332,116.79153333333333,6909.0,6940.0,4.032258064516129,125.0,31.0
25,-30.575137619047617,116.78461714285714,6997.0,7031.0,3.411764705882353,116.0,34.0
26,-30.34170392156863,116.66805735294119,7730.0,7763.0,4.393939393939394,145.0,33.0
27,-30.340498734177224,116.6665776371308,7764.0,7842.0,3.6153846153846154,282.0,78.0
28,-30.263482380952382,116.6601757142857,8122.0,8156.0,2.8529411764705883,97.0,34.0
29,-30.259363440860213,116.65895,8162.0,8192.0,2.033333333333333,61.0,30.0
30,-30.257569512195122,116.65586382113823,8214.0,8254.0,2.6,104.0,40.0
31,-30.100818181818184,116.61234166666668,8937.0,8958.0,2.761904761904762,58.0,21.0
32,-30.10050144927536,116.61188115942029,8959.0,8981.0,3.0,66.0,22.0
33,-30.098918209876548,116.61085679012348,9029.0,9082.0,3.5283018867924527,187.0,53.0
34,-30.098373484848484,116.61045378787881,9083.0,9104.0,4.0476190476190474,85.0,21.0
35,-30.09197756410256,116.61066185897438,9250.0,9301.0,4.2745098039215685,218.0,51.0
36,-30.09103888888889,116.61062037037037,9306.0,9332.0,4.0,104.0,26.0
37,-30.090654545454548,116.61008484848486,9333.0,9354.0,4.0476190476190474,85.0,21.0
38,-30.17245303030303,116.737853030303,9751.0,9772.0,2.7142857142857144,57.0,21.0
39,-30.203968115942025,116.79618768115942,9958.0,9980.0,3.0454545454545454,67.0,22.0
40,-30.204512318840578,116.79561811594202,9985.0,10007.0,2.4545454545454546,54.0,22.0
41,-30.22950887681159,116.84510797101449,10142.0,10233.0,4.7032967032967035,428.0,91.0
42,-30.253362077294682,116.89782270531403,10349.0,10417.0,4.455882352941177,303.0,68.0
43,-30.37298095238096,117.02989444444445,10851.0,10871.0,3.4,68.0,20.0
44,-30.441927272727277,117.1003363636364,11203.0,11224.0,6.714285714285714,141.0,21.0
45,-30.440081041666666,117.10210958333332,11230.0,11309.0,4.556962025316456,360.0,79.0
46,-30.511238888888887,117.21739861111111,11604.0,11627.0,3.9565217391304346,91.0,23.0
47,-30.537560666666664,117.27582866666665,11810.0,11834.0,2.625,63.0,24.0
48,-30.601151449275363,117.36863695652174,12201.0,12223.0,4.545454545454546,100.0,22.0
49,-30.61274166666667,117.39427412280702,12290.0,12327.0,3.6486486486486487,135.0,37.0
50,-30.697311538461534,117.53887649572651,13038.0,13076.0,5.631578947368421,214.0,38.0
51,-30.774970114942526,117.70001379310345,13486.0,13514.0,4.535714285714286,127.0,28.0
52,-30.771939102564097,117.70458076923077,13607.0,13632.0,6.16,154.0,25.0
53,-30.770517521367527,117.70534871794872,13633.0,13671.0,4.0,152.0,38.0
54,-30.90643055555555,117.84151759259258,14120.0,14155.0,3.8,133.0,35.0
55,-31.013384057971006,117.93801304347825,14769.0,14791.0,1.8636363636363635,41.0,22.0
56,-31.015678921568632,117.9365225490196,14797.0,14830.0,3.0606060606060606,101.0,33.0
57,-31.044412820512818,118.02494220085468,15212.0,15367.0,3.696774193548387,573.0,155.0
58,-31.153568181818176,118.2480818181818,15978.0,15999.0,4.476190476190476,94.0,21.0
59,-31.178394230769236,118.32290897435898,16187.0,16212.0,4.8,120.0,25.0
60,-31.176976388888892,118.32539166666665,16255.0,16290.0,3.2285714285714286,113.0,35.0
61,-31.176896376811595,118.32682246376811,16339.0,16361.0,3.1818181818181817,70.0,22.0
62,-31.23016346153846,118.36641794871797,16553.0,16578.0,5.04,126.0,25.0
63,-31.230611494252873,118.36666436781606,16606.0,16634.0,3.2142857142857144,90.0,28.0
64,-31.31975,118.44139097222222,17018.0,17041.0,3.608695652173913,83.0,23.0
65,-31.415421428571427,118.31702797619047,17779.0,17806.0,2.111111111111111,57.0,27.0
66,-31.45001825396825,118.3032388888889,17997.0,18017.0,1.9,38.0,20.0
67,-31.448453174603173,118.30339206349205,18023.0,18043.0,1.85,37.0,20.0
68,-31.445367361111114,118.30242708333333,18100.0,18123.0,1.9130434782608696,44.0,23.0
69,-31.44426185897436,118.3021560897436,18169.0,18220.0,2.7450980392156863,140.0,51.0
70,-31.439277136752136,118.30207158119654,18297.0,18374.0,3.103896103896104,239.0,77.0
71,-31.43581041666667,118.30292291666666,18400.0,18423.0,3.0869565217391304,71.0,23.0
72,-31.43513055555556,118.30347152777779,18426.0,18449.0,2.4782608695652173,57.0,23.0
73,-31.533194444444444,118.07139652777778,19099.0,19122.0,2.3043478260869565,53.0,23.0
74,-31.544057936507937,117.97660555555555,19586.0,19606.0,2.45,49.0,20.0
75,-31.53046893939394,117.97703863636362,19820.0,19841.0,2.9047619047619047,61.0,21.0
76,-31.629839130434785,117.68040289855071,20950.0,20972.0,2.0454545454545454,45.0,22.0
