metric,r,p,n,slope,intercept,stderr,r2,slope_ci95_lo,slope_ci95_hi,intercept_ci95_lo,intercept_ci95_hi
corr_pearson,-0.12457472302127301,0.0007815004826177243,724,,,,,,,,
corr_spearman,0.0216754916134149,0.5603723794672477,724,,,,,,,,
linreg,-0.124574723021273,0.0007815004826177213,724,-0.025582585087396126,3.814029461039098,0.00758314915289256,0.015518861615826884,-0.04047024133643284,-0.010694928838359414,2.868106381610398,4.759952540467799
