lat,lon,climb_rate_ms,alt_gain_m,duration_s,circle_cluster_id,alt_cluster_id,circle_lat,circle_lon,alt_lat,alt_lon,dist_m,time_overlap_s,overlap_frac
-32.12253113425926,116.92942002314815,3.5714285714285716,75.0,21.0,0,2,-32.122878935185184,116.92924421296297,-32.12218333333333,116.92959583333334,84.1374242091656,21.0,1.0
-32.123534986263735,116.92801878205128,2.185185185185185,59.0,27.0,1,3,-32.123898305860806,116.92746923076922,-32.123171666666664,116.92856833333333,131.30704201391833,12.0,0.4444444444444444
-32.132396875,116.94436944444443,2.4285714285714284,51.0,21.0,2,5,-32.131391666666666,116.94612638888887,-32.13340208333333,116.9426125,399.31552680454973,21.0,1.0
-32.133376340811964,116.9431455306268,2.4285714285714284,51.0,21.0,3,5,-32.1333505982906,116.94367856125358,-32.13340208333333,116.9426125,100.54488586888797,21.0,1.0
-32.109590510878014,116.93457466418997,3.2777777777777777,118.0,36.0,4,9,-32.109598970473975,116.93370573863635,-32.109582051282054,116.93544358974358,163.69187873515642,36.0,1.0
-31.81701694347319,116.92479164335664,3.5555555555555554,544.0,153.0,6,15,-31.816480681818177,116.92387303030303,-31.817553205128203,116.92571025641026,210.6117830505487,54.0,0.9473684210526315
-31.168375925324675,116.83575835497835,2.6296296296296298,71.0,27.0,7,30,-31.168370183982685,116.83595670995672,-31.16838166666667,116.83555999999999,37.766192156095734,27.0,1.0
-30.68838781022248,116.7103116724204,3.572649572649573,836.0,234.0,8,37,-30.68961992424242,116.70805878787877,-30.687155696202538,116.71256455696205,510.60460953681235,57.0,1.0
-30.35903888688472,116.6260152837903,4.219512195121951,519.0,123.0,10,47,-30.35883650392817,116.62560993265994,-30.359241269841267,116.62642063492065,89.86767561609373,81.0,0.9310344827586207
-30.558199305555554,117.178784375,2.1904761904761907,46.0,21.0,11,61,-30.558496527777773,117.17897500000001,-30.55790208333333,117.17859375,75.50994945715865,21.0,1.0
-30.553964890350876,117.18430131578947,4.369047619047619,734.0,168.0,12,64,-30.553334166666666,117.18571666666668,-30.55459561403509,117.18288596491226,305.19839596867246,54.0,1.0
-30.768140925925927,117.81099152777779,5.424242424242424,716.0,132.0,13,77,-30.768346666666666,117.81079416666668,-30.76793518518519,117.8111888888889,59.29403776776393,54.0,1.0
-30.76951620169954,117.80577276976112,5.2254901960784315,533.0,102.0,14,78,-30.76934668911336,117.80747934904603,-30.769685714285718,117.8040661904762,328.27308481744893,33.0,0.4230769230769231
-30.76993973214286,117.8028862202381,5.2254901960784315,533.0,102.0,15,78,-30.77019375,117.80170625,-30.769685714285718,117.8040661904762,232.44242694012303,42.0,1.0
-31.12978365740741,117.67690189814815,3.9047619047619047,410.0,105.0,16,85,-31.130306666666666,117.67553666666666,-31.129260648148147,117.67826712962963,284.733140967518,27.0,0.5
-31.485897628205123,117.45685026709401,3.1954022988505746,278.0,87.0,17,90,-31.485759700854697,117.45703553418805,-31.486035555555553,117.45666499999999,46.64089002783218,87.0,1.0
-32.0426211039886,117.09349195156695,3.045751633986928,466.0,153.0,18,94,-32.04207009259259,117.09451018518519,-32.043172115384614,117.0924737179487,227.72703536381107,84.0,0.7777777777777778
-32.043749668803414,117.09174560897435,3.045751633986928,466.0,153.0,19,94,-32.04432722222222,117.09101749999999,-32.043172115384614,117.0924737179487,187.978885598156,60.0,1.0
