t_start,t_end,duration_s,alt_gain_m,climb_rate_ms,lat,lon,cluster_id
14568,14764,196,538,2.7448979591836733,-31.604655666666662,117.24316233333334,0
14768,14804,36,97,2.6944444444444446,-31.57938666666667,117.25556666666667,1
14960,15016,56,87,1.5535714285714286,-31.60356111111111,117.23975333333334,2
15020,15048,28,41,1.4642857142857142,-31.60434791666667,117.23723333333334,3
15052,15072,20,40,2.0,-31.603944444444448,117.23587777777777,4
15088,15112,24,46,1.9166666666666667,-31.60430714285714,117.2341880952381,5
15120,15148,28,41,1.4642857142857142,-31.604408333333332,117.23200833333334,6
15152,15180,28,60,2.142857142857143,-31.604522916666667,117.23019791666667,7
15228,15248,20,41,2.05,-31.605505555555553,117.22637222222221,8
15260,15288,28,53,1.8928571428571428,-31.60649375,117.22340416666667,9
15292,15312,20,32,1.6,-31.607266666666664,117.22195,10
15580,15600,20,85,4.25,-31.603202777777778,117.26990833333332,11
15964,15984,20,32,1.6,-31.60161944444444,117.26270833333335,12
16012,16036,24,39,1.625,-31.594640476190477,117.27877380952383,13
16200,16228,28,33,1.1785714285714286,-31.590133333333334,117.29573125,14
16248,16284,36,56,1.5555555555555556,-31.588829999999994,117.29337500000001,15
16288,16316,28,56,2.0,-31.589310416666667,117.29160833333333,16
16340,16416,76,127,1.6710526315789473,-31.58945333333333,117.28781083333335,17
16720,16740,20,44,2.2,-31.593,117.26989722222224,18
16992,17016,24,31,1.2916666666666667,-31.5924,117.24972380952383,19
17608,17628,20,60,3.0,-31.56712777777778,117.26535,20
17848,17876,28,37,1.3214285714285714,-31.579620833333333,117.26797708333334,21
18132,18156,24,34,1.4166666666666667,-31.58762857142857,117.25107142857142,22
19260,19296,36,72,2.0,-31.556205,117.279,23
19300,19324,24,62,2.5833333333333335,-31.55670238095238,117.27647857142857,24
19484,19516,32,51,1.59375,-31.560857407407404,117.26372037037036,25
19776,19796,20,60,3.0,-31.570680555555555,117.24676388888888,26
19800,19852,52,127,2.4423076923076925,-31.572401190476196,117.24279642857142,27
19856,19904,48,128,2.6666666666666665,-31.574370512820515,117.23837307692308,28
20278,20298,20,59,2.95,-31.58218888888889,117.20266666666664,29
