cluster_id,n_circles,n_turns_sum,duration_min,alt_gained_m,av_climb_ms,lat,lon,t_start,t_end
1,8,9.333333333333334,4.666666666666667,341.36606060605993,1.2191645021644997,-31.603997615740745,117.23550395833334,14928.0,15208.0
2,1,1.2,0.6,38.029090909090584,1.0563636363636273,-31.605678333333337,117.22675833333336,15208.0,15244.0
3,1,1.0666666666666667,0.5333333333333333,40.34666666666583,1.2608333333333073,-31.606379629629625,117.22441851851852,15244.0,15276.0
4,1,1.0666666666666667,0.5333333333333333,43.43999999999992,1.3574999999999975,-31.60721851851852,117.22233703703704,15276.0,15308.0
5,1,1.3333333333333333,0.6666666666666666,31.563636363636547,0.7890909090909137,-31.607731818181826,117.21993484848484,15308.0,15348.0
6,2,2.533333333333333,1.2666666666666666,8.163636363637044,0.1074162679425927,-31.60887431818182,117.21669681818183,15348.0,15424.0
7,1,1.2,0.6,40.30909090909084,1.1196969696969679,-31.602961666666666,117.26745666666666,15616.0,15652.0
8,1,1.2,0.6,7.778181818181872,0.21606060606060754,-31.602631666666667,117.26531833333334,15652.0,15688.0
9,1,1.2,0.6,14.138181818181778,0.3927272727272716,-31.602704999999997,117.26293,15688.0,15724.0
10,2,2.533333333333333,1.2666666666666666,6.029090909091638,0.07933014354067944,-31.602664166666663,117.26000386363636,15724.0,15800.0
11,1,1.4666666666666666,0.7333333333333333,1.4923076923074017,0.03391608391607731,-31.60241944444444,117.25690972222225,15800.0,15844.0
12,1,1.8666666666666667,0.9333333333333333,-15.339999999999428,-0.2739285714285612,-31.601346666666668,117.25268555555556,15844.0,15900.0
13,12,13.333333333333334,6.666666666666667,482.4270562770567,1.2060676406926418,-31.58979935330488,117.2918737201379,16088.0,16488.0
14,1,1.4666666666666666,0.7333333333333333,8.323076923075828,0.18916083916081428,-31.59125138888889,117.28175555555556,16488.0,16532.0
15,2,2.4,1.2,6.796363636365303,0.09439393939396254,-31.591901666666665,117.27852250000001,16532.0,16604.0
16,1,1.2,0.6,-12.207272727272091,-0.3390909090908914,-31.594173333333337,117.27569833333332,16604.0,16640.0
17,2,2.6666666666666665,1.3333333333333333,21.09090909091007,0.2636363636363759,-31.593523484848482,117.27274318181819,16640.0,16720.0
18,1,0.9333333333333333,0.4666666666666667,36.066666666666784,1.2880952380952422,-31.593275,117.26992291666669,16720.0,16748.0
19,3,3.066666666666667,1.5333333333333334,35.22333333333431,0.3828623188405903,-31.594832793209875,117.2661663580247,16748.0,16840.0
20,1,1.2,0.6,-5.454545454545171,-0.15151515151514364,-31.596658333333338,117.26206166666664,16840.0,16876.0
21,1,1.4666666666666666,0.7333333333333333,-20.95384615384686,-0.4762237762237923,-31.597070833333337,117.2596361111111,16876.0,16920.0
22,1,1.8666666666666667,0.9333333333333333,39.81999999999923,0.7110714285714149,-31.592782222222223,117.25401666666669,16920.0,16976.0
23,1,1.0666666666666667,0.5333333333333333,30.266666666666666,0.9458333333333333,-31.592170370370372,117.25067962962964,16976.0,17008.0
24,1,1.2,0.6,25.74545454545472,0.71515151515152,-31.592391666666668,117.24808833333334,17008.0,17044.0
25,1,1.3333333333333333,0.6666666666666666,-5.7454545454536206,-0.14363636363634052,-31.59279696969697,117.24558484848484,17044.0,17084.0
26,1,1.4666666666666666,0.7333333333333333,-4.030769230769766,-0.09160839160840378,-31.595405555555555,117.24288888888888,17084.0,17128.0
27,1,1.2,0.6,15.163636363636243,0.4212121212121179,-31.596636666666665,117.28793,17320.0,17356.0
28,1,1.3333333333333333,0.6666666666666666,-20.436363636363044,-0.5109090909090761,-31.597915151515153,117.28505909090909,17356.0,17396.0
29,1,1.3333333333333333,0.6666666666666666,1.9090909090911312,0.04772727272727828,-31.565119696969692,117.26650909090908,17648.0,17688.0
30,2,2.533333333333333,1.2666666666666666,83.96727272727306,1.1048325358851718,-31.57762871212121,117.26880833333334,17772.0,17848.0
31,1,1.3333333333333333,0.6666666666666666,40.96363636363741,1.0240909090909354,-31.580434848484845,117.26794393939394,17848.0,17888.0
32,4,4.0,2.0,127.1000000000025,1.0591666666666875,-31.582773229166662,117.26353583333334,17888.0,18008.0
33,1,1.0666666666666667,0.5333333333333333,39.01333333333317,1.2191666666666616,-31.584024074074073,117.25863333333334,18008.0,18040.0
34,1,1.0666666666666667,0.5333333333333333,34.66666666666603,1.0833333333333135,-31.585133333333335,117.25665925925924,18040.0,18072.0
35,1,1.3333333333333333,0.6666666666666666,-3.6545454545449263,-0.09136363636362316,-31.58613939393939,117.25467424242424,18072.0,18112.0
36,1,1.2,0.6,8.21454545454533,0.22818181818181474,-31.587051666666667,117.25238166666664,18112.0,18148.0
37,1,1.2,0.6,13.821818181817568,0.38393939393937687,-31.588261666666664,117.25014,18148.0,18184.0
38,1,1.3333333333333333,0.6666666666666666,1.4727272727276828,0.03681818181819207,-31.589493939393943,117.2475257575758,18184.0,18224.0
39,1,1.4666666666666666,0.7333333333333333,-17.400000000001373,-0.39545454545457664,-31.590193055555556,117.24428333333331,18224.0,18268.0
40,3,3.3333333333333335,1.6666666666666667,32.080000000000254,0.3208000000000025,-31.583394722222224,117.35692708333335,18664.0,18764.0
41,1,1.2,0.6,-1.603636363636607,-0.044545454545461306,-31.58562166666666,117.35435166666666,18764.0,18800.0
42,1,1.0666666666666667,0.5333333333333333,2.5066666666666073,0.07833333333333148,-31.58601296296296,117.35197037037037,18800.0,18832.0
43,1,1.4666666666666666,0.7333333333333333,8.46923076923023,0.19248251748250522,-31.585366666666665,117.34831944444444,18832.0,18876.0
44,1,1.2,0.6,16.98545454545531,0.471818181818203,-31.585071666666664,117.34561,18876.0,18912.0
45,1,1.2,0.6,16.756363636363982,0.46545454545455506,-31.560901666666663,117.28588166666668,19084.0,19120.0
