lat,lon,t_start,t_end,climb_rate_ms,alt_gain_m,duration_s,circle_id,seg_id,avg_speed_kmh,turn_radius_m,circle_diameter_m,bank_angle_deg
-32.16830000000001,116.96715555555556,410.0,442.0,1.2791666666666661,40.933333333333316,32.0,0,,112.14033875484873,158.64612651407836,317.2922530281567,31.94257908924666
-32.16778148148148,116.96763148148148,442.0,474.0,0.9958333333333225,31.86666666666632,32.0,1,,111.52995428687542,157.78260913394973,315.56521826789947,31.802352584025073
-32.168730555555555,116.9708875,474.0,518.0,1.2893356643356537,56.730769230768765,44.0,2,,120.73316236505148,234.85341715628624,469.7068343125725,26.020823341034447
-32.169041666666665,116.97184375,518.0,546.0,0.6904761904762022,19.333333333333663,28.0,3,,119.70400648314752,148.17821153097833,296.35642306195666,37.25678994590301
-32.16852222222222,116.97232222222222,546.0,578.0,1.0249999999999808,32.799999999999386,32.0,4,,118.60202225673451,167.7875386920381,335.5750773840762,33.40095112695706
-32.17843541666667,116.98056458333333,646.0,674.0,2.044642857142884,57.250000000000746,28.0,5,,116.50836641949904,144.22241887841713,288.44483775683426,36.51252682917289
-32.17801875,116.98023333333333,674.0,702.0,2.2559523809523987,63.16666666666716,28.0,6,,113.48553517517841,140.48054138656852,280.96108277313704,35.79508189900801
-32.17779375,116.97972083333335,702.0,730.0,2.4077380952381016,67.41666666666684,28.0,7,,116.21563177116893,143.8600509183371,287.7201018366742,36.443621906088936
-32.177877083333335,116.97927083333333,730.0,758.0,2.946428571428591,82.50000000000055,28.0,8,,116.79051993222646,144.57168874933845,289.1433774986769,36.57882521220421
-32.177683333333334,116.97878888888889,758.0,790.0,3.00833333333333,96.26666666666657,32.0,9,,115.76204297381626,163.7697898817713,327.5395797635426,32.765844662660456
-32.17743703703704,116.9780462962963,790.0,822.0,2.758333333333305,88.26666666666576,32.0,10,,120.11456962808064,169.92735549924157,339.85471099848314,33.735465687638396
-32.176833333333335,116.977605,822.0,858.0,2.669696969696966,96.10909090909077,36.0,11,,119.402292651375,190.03465091971424,380.0693018394285,30.54444541103844
-32.17658703703704,116.97735555555556,858.0,890.0,2.45833333333333,78.66666666666656,32.0,12,,118.94377577644902,168.27102102076358,336.54204204152717,33.47675996797933
-32.17609814814815,116.97720370370371,890.0,922.0,2.149999999999988,68.79999999999961,32.0,13,,125.03246994392815,176.88476123168888,353.76952246337777,34.80526006055589
-31.83177,117.02000833333334,1734.0,1770.0,1.0651515151515154,38.34545454545456,36.0,14,,122.18509952638755,194.4636256179978,388.9272512359956,31.125388877204518
-31.80576111111111,117.02571481481482,1870.0,1902.0,0.8249999999999924,26.399999999999757,32.0,15,,124.97109980622992,176.79794024704083,353.59588049408165,34.79207760577002
-31.80207564102564,117.02300384615386,1902.0,1950.0,0.7348901098901172,35.274725274725625,48.0,16,,135.93541840416844,288.46391707051214,576.9278341410243,26.74117012988054
-31.79602857142857,117.0221642857143,1950.0,1974.0,3.3571428571428643,80.57142857142874,24.0,17,,120.31267234877497,127.6557101393542,255.3114202787084,41.729268025754266
-31.79519583333333,117.02190833333333,1974.0,2002.0,2.9255952380952626,81.91666666666735,28.0,18,,116.40132494614255,144.08991525930193,288.17983051860386,36.487345237124195
-31.79444375,117.02160833333332,2002.0,2030.0,2.791666666666696,78.16666666666748,28.0,19,,116.03889983067995,143.64127943665122,287.28255887330243,36.40196276913887
-31.793791666666664,117.02116666666666,2030.0,2058.0,2.9642857142857175,83.00000000000009,28.0,20,,115.50326226348596,142.97822880812623,285.95645761625246,36.27542939233009
-31.792929166666667,117.0205375,2058.0,2086.0,2.6755952380952452,74.91666666666687,28.0,21,,115.37843604457889,142.82370995438652,285.64741990877303,36.24588266654456
-31.79225,117.01987708333334,2086.0,2114.0,2.0952380952381278,58.66666666666758,28.0,22,,117.3417667688382,145.2540616519759,290.5081233039518,36.708025333413964
-31.791427083333332,117.01882708333333,2114.0,2142.0,1.6011904761905065,44.83333333333418,28.0,23,,121.63702626088002,150.57104216324907,301.14208432649815,37.69997788610091
-31.59213888888889,117.0158888888889,2590.0,2622.0,1.9583333333333348,62.666666666666714,32.0,24,,120.34101803361358,170.2477144600935,340.495428920187,33.785324010575565
-31.590979629629633,117.01472037037037,2622.0,2654.0,1.9166666666666494,61.33333333333278,32.0,25,,125.16440627463652,177.0714129579613,354.1428259159226,34.83358603319354
-31.590230952380953,117.01297380952381,2654.0,2678.0,2.7410714285714364,65.78571428571448,24.0,26,,123.22990387253704,130.75098892035578,261.50197784071156,42.41200665676631
-31.58907142857143,117.01203809523808,2678.0,2702.0,2.9017857142857344,69.64285714285762,24.0,27,,123.61159483207084,131.1559756066444,262.3119512132888,42.50025407967948
-31.58799375,117.01101249999999,2702.0,2730.0,2.122023809523841,59.416666666667545,28.0,28,,122.9750694071387,152.22736801389476,304.4547360277895,38.00368485612012
-31.409668518518522,116.9744074074074,3134.0,3166.0,1.995833333333305,63.86666666666576,32.0,29,,121.4315513141938,171.79050345752074,343.5810069150415,34.024620779187124
-31.405423076923075,116.97257435897436,3166.0,3214.0,-1.5796703296703327,-75.82417582417597,48.0,30,,150.46108189683326,319.2883323578067,638.5766647156134,29.147883778663704
-31.338039583333334,116.99825625,3382.0,3410.0,1.931547619047645,54.08333333333406,28.0,31,,125.5102302236317,155.36557204538832,310.73114409077664,38.57228102070693
-31.1969625,117.03251041666667,3746.0,3774.0,1.8809523809523818,52.66666666666669,28.0,32,,127.90753295182436,158.33312543978482,316.66625087956965,39.10180616972352
-31.191319540229884,117.03143333333337,3774.0,3826.0,0.6451564570967624,33.548135769031646,52.0,33,,136.87866760511156,314.67101687935315,629.3420337587063,25.094535346898162
-31.269533333333335,117.22446875,4332.0,4360.0,3.363095238095255,94.16666666666714,28.0,34,,121.94798848711959,150.95597352763377,301.91194705526755,37.77078290227625
-31.267783333333334,117.22411875,4360.0,4388.0,3.380952380952382,94.66666666666669,28.0,35,,123.97741388202485,153.46814195279794,306.9362839055959,38.229560010577885
-31.265935416666665,117.22382916666666,4388.0,4416.0,4.613095238095256,129.16666666666717,28.0,36,,115.15792610906725,142.55074692809444,285.1014938561889,36.193632689870356
-31.26480625,117.22321666666666,4416.0,4444.0,4.452380952380946,124.6666666666665,28.0,37,,117.42035165892015,145.3513396697116,290.7026793394232,36.72640861807636
-31.263775000000003,117.22247916666667,4444.0,4472.0,4.848214285714302,135.75000000000045,28.0,38,,119.00004348031706,147.30679559588947,294.61359119177894,37.0940820175335
-31.26269375,117.22189374999999,4472.0,4500.0,3.9910714285714426,111.7500000000004,28.0,39,,122.05033029730377,151.0826595663343,302.1653191326686,37.79405616663447
-31.261772916666665,117.22143541666668,4500.0,4528.0,3.544642857142854,99.24999999999991,28.0,40,,123.16546845273646,152.4630576193037,304.9261152386074,38.046698224434806
-31.26020925925926,117.22133148148149,4528.0,4560.0,3.354166666666658,107.33333333333306,32.0,41,,127.82717587505435,180.83846135103974,361.6769227020795,35.40111292611733
-31.259014583333332,117.22110833333333,4560.0,4588.0,3.372023809523823,94.41666666666704,28.0,42,,125.72331843171293,155.6293479247384,311.2586958494768,38.619668295706845
-31.258029629629632,117.22061851851852,4588.0,4620.0,2.1541666666666477,68.93333333333273,32.0,43,,129.77814738361764,183.59852143476687,367.19704286953373,35.81192687621532
-31.462159259259256,117.72922592592593,5884.0,5916.0,2.7250000000000028,87.20000000000009,32.0,44,,121.90767520697605,172.46408097805806,344.9281619561161,34.12867608827313
-31.461789583333335,117.73101249999999,5916.0,5944.0,2.5535714285714284,71.5,28.0,45,,123.00894743602825,152.26930466980573,304.53860933961147,38.01134199246101
-31.46121296296296,117.73042222222223,5944.0,5976.0,2.7083333333333317,86.66666666666661,32.0,46,,125.02508378828635,176.87431195897034,353.7486239179407,34.803673719520624
-31.46007962962963,117.72954444444446,5976.0,6008.0,3.1833333333333123,101.86666666666599,32.0,47,,125.7585618488518,177.91197114997874,355.8239422999575,34.96090656274511
-31.458970833333332,117.72867708333334,6008.0,6036.0,2.92261904761907,81.83333333333397,28.0,48,,127.76101580369817,158.1517559968914,316.3035119937828,39.069668643835115
-31.458377083333332,117.72796458333333,6036.0,6064.0,2.220238095238127,62.16666666666755,28.0,49,,128.9005443305174,159.5623462022942,319.1246924045884,39.31884584141578
-31.457875,117.72746666666666,6064.0,6092.0,2.232142857142868,62.5000000000003,28.0,50,,131.56545586399264,162.86116498472344,325.7223299694469,39.89470966286298
-31.457595833333336,117.72664166666667,6092.0,6120.0,2.226190476190502,62.33333333333405,28.0,51,,128.49729273623487,159.06317243365172,318.12634486730343,39.23087004473573
-31.480710000000006,117.86645333333331,6448.0,6484.0,2.67121212121212,96.16363636363633,36.0,52,,130.62920054866734,207.90282979462935,415.8056595892587,32.84524127054246
-31.479377777777774,117.86599074074076,6484.0,6516.0,3.149999999999978,100.7999999999993,32.0,53,,128.78859797812277,182.19859539638324,364.3971907927665,35.604085765201226
-31.477905555555555,117.86535555555555,6516.0,6548.0,2.0708333333332924,66.26666666666536,32.0,54,,126.03824537977098,178.30764240728703,356.61528481457407,35.020702880421965
-31.485955555555556,118.2196925925926,7282.0,7314.0,3.149999999999986,100.79999999999956,32.0,55,,117.40627957482482,166.09590883877686,332.19181767755373,33.13466427962302
-31.485154166666668,118.21925,7314.0,7342.0,3.107142857142862,87.00000000000014,28.0,56,,122.72102372732857,151.91289203612757,303.82578407225515,37.946214283249496
-31.484489583333335,118.21812708333334,7342.0,7370.0,2.9940476190476235,83.83333333333346,28.0,57,,121.72712769398412,150.6825761845905,301.365152369181,37.72050760507276
-31.483766666666668,118.21698333333332,7370.0,7402.0,2.670833333333314,85.46666666666604,32.0,58,,120.25787269157588,170.1300878629347,340.2601757258694,33.76702420676282
-31.482846296296298,118.21590925925926,7402.0,7434.0,2.0833333333333197,66.66666666666623,32.0,59,,118.9107827575307,168.22434544700025,336.4486908940005,33.469447129342136
-31.48206111111111,118.21530740740741,7434.0,7466.0,2.508333333333319,80.26666666666621,32.0,60,,122.32420066708242,173.05334396383188,346.10668792766376,34.219496786727845
-31.481671666666664,118.21452,7466.0,7502.0,2.1787878787878863,78.43636363636391,36.0,61,,121.85314435106358,193.93530254762032,387.87060509524065,31.056458713122126
-31.48087666666666,118.21359166666666,7502.0,7538.0,2.383333333333335,85.80000000000007,36.0,62,,123.24392719791462,196.14880219605791,392.29760439211583,31.344585278937714
