cluster_id,lat,lon,t_start,t_end,climb_rate_ms,alt_gain_m,duration_s
0,-32.125832183908045,116.9704344827586,290.0,575.0,3.498245614035088,997.0,285.0
1,-32.14148278688524,116.97106010928962,1647.0,1707.0,2.8666666666666667,172.0,60.0
2,-32.04001704119851,116.97722546816478,4361.0,4465.0,2.7596153846153846,287.0,104.0
3,-32.038079999999994,116.97629518518515,4468.0,4512.0,2.4545454545454546,108.0,44.0
4,-32.036243434343426,116.98101590909091,4539.0,4608.0,3.0434782608695654,210.0,69.0
5,-32.04201666666667,117.06058499999999,4868.0,4913.0,2.7111111111111112,122.0,45.0
6,-32.20608369565217,116.9541489130435,6709.0,6754.0,2.8222222222222224,127.0,45.0
7,-32.18477990196078,116.96653039215687,11658.0,11725.0,2.298507462686567,154.0,67.0
