lat,lon,climb_rate_ms,alt_gain_m,duration_s,circle_cluster_id,alt_cluster_id,circle_lat,circle_lon,alt_lat,alt_lon,dist_m,time_overlap_s,overlap_frac
-32.1291773254477,116.95393972766585,1.0714285714285714,30.0,28.0,0,1,-32.12903798422874,116.95284403866503,-32.12931666666667,116.95503541666668,208.66639730386473,28.0,1.0
-32.13795277777778,116.94406875,2.05,41.0,20.0,2,4,-32.13836666666666,116.9440125,-32.13753888888889,116.944125,92.65231698669287,20.0,1.0
-32.08585031415344,116.96150315531304,2.272727272727273,100.0,44.0,3,6,-32.08627562830688,116.96078408840388,-32.085425,116.9622222222222,165.236843984864,44.0,1.0
-32.0529787202381,116.96765456349206,1.0625,34.0,32.0,4,8,-32.053296329365075,116.96724986772487,-32.05266111111112,116.96805925925926,103.96035622440745,32.0,1.0
-31.98200403882897,116.98221359582033,1.5357142857142858,86.0,56.0,7,11,-31.982205855435716,116.98209274719622,-31.981802222222225,116.98233444444445,50.33949099032011,56.0,1.0
-31.931312391774895,116.9803743085618,1.21875,39.0,32.0,8,18,-31.92995811688312,116.98067824675326,-31.932666666666666,116.98007037037036,306.59185268320323,32.0,1.0
-31.892339726037854,116.96033858262109,2.0833333333333335,75.0,36.0,9,19,-31.89370611874237,116.95985216524218,-31.890973333333335,116.960825,317.44891742296755,36.0,1.0
-31.899516872795413,116.95885661706349,1.7222222222222223,62.0,36.0,10,22,-31.89987207892416,116.95893323412697,-31.899161666666664,116.95878,80.30791179320515,36.0,1.0
-31.904395490520283,116.95550622189154,3.076923076923077,160.0,52.0,11,25,-31.904261219135805,116.95558863425926,-31.90452976190476,116.95542380952382,33.67103488843327,52.0,1.0
-31.90686883487654,116.9566744212963,3.25,91.0,28.0,12,26,-31.907600169753085,116.95636967592594,-31.9061375,116.95697916666666,172.51755961348448,28.0,1.0
-31.725070545545545,116.98861424037673,3.8402777777777777,553.0,144.0,13,31,-31.72487037037037,116.98876136363636,-31.725270720720722,116.98846711711711,52.50018288272244,72.0,1.0
-31.728272532135072,116.98502091781788,3.4166666666666665,451.0,132.0,14,33,-31.72854457407407,116.98525261994948,-31.728000490196077,116.98478921568628,74.7062910481854,132.0,1.0
-31.545110873316503,116.93210375631313,2.7205882352941178,185.0,68.0,15,37,-31.544653228114484,116.93247510521884,-31.54556851851852,116.93173240740741,123.74069205573153,68.0,1.0
-31.528000202813395,116.93689455306267,3.89,389.0,100.0,16,43,-31.52835232870371,116.93655449074075,-31.52764807692308,116.9372346153846,101.42886791541213,100.0,1.0
-31.343576174021806,116.899741739658,3.5,420.0,120.0,17,45,-31.34327869212963,116.89951251157407,-31.343873655913978,116.89997096774194,79.19820909719681,104.0,0.8666666666666667
-31.259225694444446,116.87220634259259,3.9375,126.0,32.0,18,48,-31.259479166666665,116.87227750000001,-31.258972222222226,116.87213518518519,57.970139057846026,32.0,1.0
-30.98633032864881,116.78092641816717,2.8181818181818183,248.0,88.0,19,53,-30.9864265993266,116.78102819865319,-30.986234057971018,116.78082463768115,28.89493517157055,72.0,1.0
-30.980284853931472,116.77999741718658,3.671641791044776,984.0,268.0,20,54,-30.980175345117846,116.77996395202021,-30.980394362745102,116.78003088235295,25.175670043481578,248.0,0.9538461538461539
-30.798194196428575,116.8000769593254,5.25,105.0,20.0,21,63,-30.797546726190475,116.80009836309523,-30.79884166666667,116.80005555555556,144.0490492771734,20.0,1.0
-30.3833259162034,116.65229802890241,4.381147540983607,1069.0,244.0,22,67,-30.383119843159488,116.65174471371881,-30.383531989247313,116.65285134408602,115.62228949848217,200.0,1.0
-30.292347309535412,116.66252626676646,3.4305555555555554,247.0,72.0,23,69,-30.292413040123453,116.66238762125221,-30.29228157894737,116.6626649122807,30.37254823216662,72.0,1.0
-30.260933148148148,116.65674769675927,4.1923076923076925,654.0,156.0,24,70,-30.260712962962963,116.65622789351852,-30.261153333333333,116.65726750000002,111.20834142297385,60.0,1.0
-30.175050185185185,116.73489120370371,2.9285714285714284,164.0,56.0,25,77,-30.175098148148148,116.73502685185186,-30.175002222222226,116.73475555555555,28.176043425340715,56.0,1.0
-30.215354563027937,116.79564280376869,3.236111111111111,233.0,72.0,26,80,-30.215572283950618,116.79556543209877,-30.21513684210526,116.7957201754386,50.65062399351166,72.0,1.0
-30.353605671296297,116.99437601851852,2.2857142857142856,64.0,28.0,27,82,-30.35339259259259,116.9942937037037,-30.353818750000002,116.99445833333334,49.950230033045976,28.0,1.0
-30.35463468667328,117.00239093253968,4.5,198.0,44.0,28,84,-30.354744373346563,117.00276658730158,-30.354524999999995,117.00201527777779,76.10470432454278,36.0,0.8181818181818182
-30.608031083887045,117.31268230620155,4.744047619047619,797.0,168.0,29,88,-30.60848154761905,117.31269833333333,-30.60758062015504,117.31266627906977,100.22565964461293,124.0,1.0
-30.61121460278556,117.31249722805788,3.734375,239.0,64.0,30,90,-30.610954695767198,117.3129121031746,-30.611474509803923,117.31208235294118,98.21562848421603,64.0,1.0
-30.746355042989414,117.47137032539682,1.5833333333333333,38.0,24.0,32,98,-30.747160085978834,117.47082160317458,-30.745549999999998,117.47191904761905,207.49066348935855,24.0,1.0
-30.750201322751323,117.48107720458555,3.5416666666666665,85.0,24.0,33,100,-30.750474074074077,117.48110679012346,-30.749928571428573,117.48104761904763,60.92019639421795,24.0,1.0
-30.763327731481482,117.50219817129631,2.388888888888889,86.0,36.0,34,104,-30.763342129629628,117.50215300925927,-30.763313333333333,117.50224333333335,9.205188550848563,36.0,1.0
-30.829903583333333,117.60004858415033,5.035,1007.0,200.0,35,105,-30.83001272222222,117.60006808333333,-30.829794444444445,117.60002908496733,24.55539061567179,156.0,1.0
-30.925425366328632,117.7943388286302,2.4875,199.0,80.0,36,109,-30.92536343106996,117.79499829218106,-30.9254873015873,117.79367936507936,126.56056951955117,80.0,1.0
-31.094393817829456,118.01852717395207,3.636904761904762,611.0,168.0,37,110,-31.094144999999997,118.01853186728397,-31.094642635658918,118.01852248062018,55.34185487412123,96.0,1.0
-31.095374003014644,118.01901068475453,3.636904761904762,611.0,168.0,38,110,-31.09610537037037,118.0194988888889,-31.094642635658918,118.01852248062018,187.34532141722133,44.0,0.6470588235294118
-31.193878762084694,118.16035829554738,2.40625,154.0,64.0,39,113,-31.193909484953704,118.16060482638889,-31.193848039215688,118.16011176470589,47.39434015897264,64.0,1.0
-31.480818486458887,118.43417468282689,4.103571428571429,1149.0,280.0,40,121,-31.481836033950618,118.43449114969137,-31.479800938967152,118.43385821596243,234.116985481599,184.0,1.0
-31.47906596861472,118.4400939556277,4.625,111.0,24.0,41,123,-31.47891765151515,118.43988553030303,-31.479214285714285,118.44030238095237,51.483964043141434,24.0,1.0
-31.474025606060607,118.44212179924241,3.3214285714285716,279.0,84.0,42,125,-31.473705000000002,118.44225041666667,-31.474346212121212,118.44199318181818,75.3575230079198,64.0,1.0
-31.605722283496732,118.37020519880176,2.25,144.0,64.0,43,127,-31.605679861111113,118.37028490740742,-31.605764705882354,118.37012549019607,17.802523234965527,64.0,1.0
-31.784323518518523,118.22145279882153,2.206896551724138,256.0,116.0,44,130,-31.78435648148148,118.22127059764308,-31.784290555555565,118.22163499999998,35.214738040997794,116.0,1.0
-31.852314162134167,118.16257548044547,3.028409090909091,533.0,176.0,45,131,-31.852138694638693,118.16231947940948,-31.85248962962964,118.16283148148146,62.13941180404642,124.0,1.0
-32.22697440046924,117.95426117334137,3.0,972.0,324.0,46,136,-32.22704209362141,117.95411076131687,-32.22690670731707,117.95441158536585,32.052239523364584,284.0,1.0
-32.55271856225124,117.5982943663083,1.6,32.0,20.0,47,148,-32.55357323561359,117.59748595483882,-32.55186388888889,117.59910277777779,243.08603262318198,20.0,1.0
-32.5503199905303,117.59972722432659,1.75,49.0,28.0,48,149,-32.54917956439394,117.59971486531985,-32.551460416666664,117.59973958333333,253.6301329953183,28.0,1.0
-32.395020599567104,117.40788586580086,1.3333333333333333,32.0,24.0,49,157,-32.39450548484849,117.40796696969696,-32.395535714285714,117.40780476190476,115.56437145265984,24.0,1.0
-32.177545660173166,116.97541221861471,1.4166666666666667,34.0,24.0,50,162,-32.17795798701299,116.97523872294371,-32.17713333333334,116.9755857142857,97.33920668666408,24.0,1.0
